,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 1–3,Southampton,Everton,Y,CB,90,0,0,0,0,0,0,0,0,47.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,44.0,68.2,4.0,24.0,0.0,0.0,0.0,/en/matches/c99ebbf5/Everton-Southampton-August-14-2021-Premier-League,0.0,0.5,0.5476190476190477
1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Home,D 1–1,Southampton,Manchester Utd,Y,"CB,RB",90,0,0,0,0,0,0,1,0,49.0,5.0,2,3.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,62.9,2.0,17.0,0.0,1.0,1.0,/en/matches/345b3989/Southampton-Manchester-United-August-22-2021-Premier-League,0.5,0.5,0.5833333333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-25,Wed,EFL Cup,Second round,Away,W 8–0,Southampton,Newport County,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ea9d95ea/Newport-County-Southampton-August-25-2021-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-28,Sat,Premier League,Matchweek 3,Away,D 2–2,Southampton,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,72.0,1.0,0,0.0,0.0,0.0,0.2,3.0,0.0,57.0,68.0,83.8,2.0,44.0,3.0,0.0,0.0,/en/matches/d81af076/Newcastle-United-Southampton-August-28-2021-Premier-League,0.5,0.5,0.3461538461538461
4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-11,Sat,Premier League,Matchweek 4,Home,D 0–0,Southampton,West Ham,Y,CB,90,0,0,0,0,0,0,1,0,76.0,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,56.0,64.0,87.5,8.0,52.0,2.0,0.0,0.0,/en/matches/ddff1858/Southampton-West-Ham-United-September-11-2021-Premier-League,0.5,0.6666666666666666,0.7051282051282051
5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-18,Sat,Premier League,Matchweek 5,Away,D 0–0,Southampton,Manchester City,Y,CB,36,0,0,0,0,0,0,0,0,27.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,76.2,2.0,15.0,0.0,0.0,0.0,/en/matches/1576c578/Manchester-City-Southampton-September-18-2021-Premier-League,0.5,0.6666666666666666,0.7976190476190476
6,6,6,6,6,6,6,6,6,6,6,6,6,2021-12-11,Sat,Premier League,Matchweek 16,Away,L 0–3,Southampton,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,63.0,1.0,0,1.0,0.0,0.0,0.1,2.0,0.0,33.0,49.0,67.3,3.0,27.0,0.0,0.0,0.0,/en/matches/6a35f07c/Arsenal-Southampton-December-11-2021-Premier-League,0.0,0.5,0.4285714285714285
7,7,7,7,7,7,7,7,7,7,7,7,7,2022-01-08,Sat,FA Cup,Third round proper,Away,W 3–2,Southampton,Swansea City,Y,CB,120,0,0,0,0,1,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/19af61c5/Swansea-City-Southampton-January-8-2022-FA-Cup,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,2022-02-05,Sat,FA Cup,Fourth round proper,Home,W 2–1,Southampton,Coventry City,Y,CB,120,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/ccccb0d1/Southampton-Coventry-City-February-5-2022-FA-Cup,1.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,2022-02-12,Sat,Premier League,Matchweek 25,Away,D 1–1,Southampton,Manchester Utd,N,CB,45,0,0,0,0,0,0,0,0,27.0,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,1.0,9.0,0.0,0.0,0.0,/en/matches/d15dca2c/Manchester-United-Southampton-February-12-2022-Premier-League,0.5,0.6666666666666666,0.5
