,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2020-09-11,Fri,PL2 — Div. 2,Matchweek 1,Home,D 2–2,Newcastle Utd,Middlesbrough,Y,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/48edfe05/Newcastle-United-U23-Middlesbrough-U23-September-11-2020-Premier-League-2----Division-2,0.5,0.5,0.5
1,1,1,1,2020-09-25,Fri,PL2 — Div. 2,Matchweek 3,Away,W 3–1,Newcastle Utd,Burnley,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ace02f81/Burnley-U23-Newcastle-United-U23-September-25-2020-Premier-League-2----Division-2,1.0,0.5,0.5
2,2,2,2,2020-10-30,Fri,PL2 — Div. 2,Matchweek 7,Away,L 2–3,Newcastle Utd,Reading,Y,DM,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/be01e80a/Reading-U23-Newcastle-United-U23-October-30-2020-Premier-League-2----Division-2,0.0,0.5,0.5
3,3,3,3,2020-11-06,Fri,PL2 — Div. 2,Matchweek 8,Home,W 4–3,Newcastle Utd,Leeds United,Y,AM,90,1,1,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ca89edd6/Newcastle-United-U23-Leeds-United-U23-November-6-2020-Premier-League-2----Division-2,1.0,0.5,0.5
4,4,4,4,2020-11-23,Mon,PL2 — Div. 2,Matchweek 9,Home,L 0–2,Newcastle Utd,Norwich City,Y*,AM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/fb512629/Newcastle-United-U23-Norwich-City-U23-November-23-2020-Premier-League-2----Division-2,0.0,0.6666666666666666,0.5
5,5,5,5,2021-01-09,Sat,FA Cup,Third round proper,Away,L 0–2,Newcastle Utd,Arsenal,N,,40,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/1a97ad80/Arsenal-Newcastle-United-January-9-2021-FA-Cup,0.0,0.3333333333333333,0.5
6,6,6,6,2021-01-18,Mon,Premier League,Matchweek 19,Away,L 0–3,Newcastle Utd,Arsenal,N,LM,4,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/620df215/Arsenal-Newcastle-United-January-18-2021-Premier-League,0.0,0.3333333333333333,0.5
7,7,7,7,2021-02-22,Mon,PL2 — Div. 2,Matchweek 19,Home,W 3–2,Newcastle Utd,West Brom,Y,AM,90,1,0,0,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/1c740f34/Newcastle-United-U23-West-Bromwich-Albion-U23-February-22-2021-Premier-League-2----Division-2,1.0,0.0,0.5
8,8,8,8,2021-03-08,Mon,PL2 — Div. 2,Matchweek 17,Away,D 1–1,Newcastle Utd,Sunderland,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/93261571/Sunderland-U23-Newcastle-United-U23-March-8-2021-Premier-League-2----Division-2,0.5,0.3333333333333333,0.5
9,9,9,9,2021-03-15,Mon,PL2 — Div. 2,Matchweek 21,Away,L 1–2,Newcastle Utd,Leeds United,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b3b7aeac/Leeds-United-U23-Newcastle-United-U23-March-15-2021-Premier-League-2----Division-2,0.0,0.5,0.5
10,10,10,10,2021-04-19,Mon,PL2 — Div. 2,Matchweek 24,Away,L 1–2,Newcastle Utd,Stoke City,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b1713b1f/Stoke-City-U23-Newcastle-United-U23-April-19-2021-Premier-League-2----Division-2,0.0,0.5,0.5
