,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2019-08-11,Sun,Matchweek 3,Away,W 1–0,Newcastle Utd,Tottenham,N,"On matchday squad, but did not play",/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
1,2019-08-11,Sat,Matchweek 4,Home,D 1–1,Newcastle Utd,Watford,N,RB,13,11,1,2,6,4,1,11,2,2,100.0,0,0.0,5,43,26,2,1,1,1,0,5,0,/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League
2,2019-08-11,Sat,Matchweek 5,Away,L 1–3,Newcastle Utd,Liverpool,N,RB,24,11,2,3,4,4,0,11,0,0,,0,,4,17,9,0,0,0,0,0,5,1,/en/matches/cde24fee/Liverpool-Newcastle-United-September-14-2019-Premier-League
3,2019-08-11,Sat,Matchweek 6,Home,D 0–0,Newcastle Utd,Brighton,Y,RB,90,35,6,18,11,6,1,35,1,0,0.0,1,100.0,7,68,49,2,1,0,1,0,8,1,/en/matches/966fb8b0/Newcastle-United-Brighton-and-Hove-Albion-September-21-2019-Premier-League
4,2019-08-11,Sun,Matchweek 7,Away,L 0–5,Newcastle Utd,Leicester City,N,"On matchday squad, but did not play",/en/matches/40d77688/Leicester-City-Newcastle-United-September-29-2019-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
5,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2019-08-11,Sat,Matchweek 14,Home,D 2–2,Newcastle Utd,Manchester City,Y,RB,90,33,7,18,10,5,0,33,0,0,,0,,9,75,42,1,2,0,2,0,11,1,/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League
7,2019-08-11,Thu,Matchweek 15,Away,W 2–0,Newcastle Utd,Sheffield Utd,Y,"RB,RM",90,37,6,22,9,7,0,37,1,1,100.0,0,0.0,14,78,39,1,1,0,2,0,13,2,/en/matches/8a9fa2d9/Sheffield-United-Newcastle-United-December-5-2019-Premier-League
8,2019-08-11,Sun,Matchweek 16,Home,W 2–1,Newcastle Utd,Southampton,Y,RB,90,34,3,12,14,9,1,34,2,1,50.0,1,50.0,18,114,84,2,2,0,2,0,20,1,/en/matches/5d9f7fe3/Newcastle-United-Southampton-December-8-2019-Premier-League
9,2019-08-11,Sat,Matchweek 17,Away,L 0–1,Newcastle Utd,Burnley,Y,RB,90,50,3,10,27,15,0,50,4,2,50.0,2,50.0,32,190,136,2,2,0,2,0,34,2,/en/matches/4c3c57fa/Burnley-Newcastle-United-December-14-2019-Premier-League
10,2019-08-11,Sat,Matchweek 18,Home,W 1–0,Newcastle Utd,Crystal Palace,Y,WB,90,38,5,12,14,12,0,38,1,0,0.0,1,100.0,20,179,104,2,2,0,0,0,18,3,/en/matches/5e599d06/Newcastle-United-Crystal-Palace-December-21-2019-Premier-League
11,2019-08-11,Thu,Matchweek 19,Away,L 1–4,Newcastle Utd,Manchester Utd,Y,"WB,RB,RM",90,34,8,13,15,6,1,34,2,1,50.0,1,50.0,14,81,55,1,2,0,1,0,20,4,/en/matches/b3d5292f/Manchester-United-Newcastle-United-December-26-2019-Premier-League
