,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,W 3–0,Liverpool,Norwich City,Y,RB,90,0,0,0,0,2,0,0,0,66.0,1.0,2,1.0,0.1,0.1,0.2,6.0,1.0,43.0,57.0,75.4,4.0,31.0,3.0,3.0,0.0,/en/matches/c52500ad/Norwich-City-Liverpool-August-14-2021-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Home,W 2–0,Liverpool,Burnley,Y,RB,90,0,1,0,0,1,1,0,0,98.0,2.0,1,1.0,0.1,0.1,1.2,8.0,1.0,67.0,86.0,77.9,8.0,57.0,1.0,1.0,0.0,/en/matches/94d9dac0/Liverpool-Burnley-August-21-2021-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-28,Sat,Premier League,Matchweek 3,Home,D 1–1,Liverpool,Chelsea,Y,RB,90,0,0,0,0,2,1,0,0,110.0,2.0,0,0.0,0.1,0.1,0.5,5.0,0.0,77.0,100.0,77.0,9.0,58.0,4.0,0.0,0.0,/en/matches/78aa75e6/Liverpool-Chelsea-August-28-2021-Premier-League,0.5,0.5,0.7261904761904762
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-05,Sun,WCQ,First round,Home,W 4–0,eng England,ad Andorra,Y,CM,90,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cebf498c/England-Andorra-September-5-2021-WCQ----UEFA-M,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-12,Sun,Premier League,Matchweek 4,Away,W 3–0,Liverpool,Leeds United,Y,RB,90,0,1,0,0,3,1,0,0,70.0,0.0,2,1.0,0.1,0.1,0.8,7.0,1.0,44.0,64.0,68.8,1.0,36.0,1.0,0.0,0.0,/en/matches/e6a245be/Leeds-United-Liverpool-September-12-2021-Premier-League,1.0,0.8333333333333334,0.5833333333333333
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-15,Wed,Champions Lg,Group stage,Home,W 3–2,eng Liverpool,it Milan,Y,RB,90,0,0,0,0,2,0,0,0,91.0,2.0,1,1.0,0.1,0.1,0.0,4.0,0.0,51.0,74.0,68.9,4.0,54.0,4.0,4.0,2.0,/en/matches/ff3e4ae2/Liverpool-Milan-September-15-2021-Champions-League,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-25,Sat,Premier League,Matchweek 6,Away,D 3–3,Liverpool,Brentford,Y,RB,90,0,0,0,0,3,0,0,0,118.0,4.0,3,1.0,0.1,0.1,0.0,5.0,1.0,76.0,104.0,73.1,11.0,58.0,2.0,1.0,0.0,/en/matches/87140543/Brentford-Liverpool-September-25-2021-Premier-League,0.5,1.0,0.5476190476190476
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-16,Sat,Premier League,Matchweek 8,Away,W 5–0,Liverpool,Watford,Y,RB,64,0,0,0,0,2,0,0,0,90.0,1.0,1,0.0,0.1,0.1,0.0,2.0,0.0,67.0,83.0,80.7,10.0,42.0,1.0,0.0,0.0,/en/matches/2ce6d340/Watford-Liverpool-October-16-2021-Premier-League,1.0,0.8333333333333334,0.3809523809523809
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-19,Tue,Champions Lg,Group stage,Away,W 3–2,eng Liverpool,es Atlético Madrid,Y,RB,84,0,0,0,0,0,0,1,0,116.0,2.0,1,1.0,0.0,0.0,0.1,4.0,2.0,90.0,107.0,84.1,16.0,63.0,2.0,2.0,1.0,/en/matches/0f05c98d/Atletico-Madrid-Liverpool-October-19-2021-Champions-League,1.0,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-24,Sun,Premier League,Matchweek 9,Away,W 5–0,Liverpool,Manchester Utd,Y,RB,90,0,1,0,0,1,1,0,0,114.0,2.0,2,0.0,0.0,0.0,0.8,4.0,1.0,88.0,108.0,81.5,3.0,68.0,1.0,0.0,0.0,/en/matches/b886bec4/North-West-Derby-Manchester-United-Liverpool-October-24-2021-Premier-League,1.0,0.8333333333333334,0.5714285714285714
