,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,L 0–1,Everton,Fulham,Y*,CB,90,0,0,0,0,1,0,0,0,46,0,4,1,0.0,0.0,0.0,0,0,27,36,75.0,5,32,0,0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,676,221,0.0,0,4,1,0,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,4,3,0,6,3,,0,,0,0,0,29,2,0,3,0,0,0,3,2,66.7
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 0–4,Everton,Aston Villa,Y*,CB,90,0,0,0,0,1,0,0,0,46,0,3,2,0.2,0.2,0.0,0,0,34,40,85.0,1,35,0,1,https://fbref.com/en/matches/959b558d/Aston-Villa-Everton-August-20-2023-Premier-League,741,367,0.0,0,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,3,1,0,6,2,100.0,0,0.0,0,0,0,31,1,0,0,0,0,0,9,0,
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 0–1,Everton,Wolves,Y*,CB,90,0,0,0,0,1,0,0,0,65,2,3,2,0.2,0.2,0.0,0,0,43,51,84.3,5,40,1,0,https://fbref.com/en/matches/18dfee28/Everton-Wolverhampton-Wanderers-August-26-2023-Premier-League,888,372,0.0,0,4,1,1,49,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,100.0,0,0,5,3,0,8,3,,0,,0,0,2,40,0,0,2,0,0,0,9,2,66.7
3,2023-08-30,Wed,EFL Cup,Second round,Away,W 2–1,Everton,Doncaster,N,,16,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/17275060/Doncaster-Rovers-Everton-August-30-2023-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
4,2023-09-02,Sat,Premier League,Matchweek 4,Away,D 2–2,Everton,Sheffield Utd,Y*,CB,89,0,0,0,0,0,0,0,0,64,3,1,2,0.0,0.0,0.0,0,0,44,54,81.5,3,45,0,0,https://fbref.com/en/matches/87b46bb9/Sheffield-United-Everton-September-2-2023-Premier-League,913,388,0.0,0,3,0,0,52,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,100.0,0,1,4,4,0,4,1,,0,,0,0,0,42,0,0,0,0,0,0,5,2,66.7
5,2023-09-17,Sun,Premier League,Matchweek 5,Home,L 0–1,Everton,Arsenal,Y*,CB,90,0,0,0,0,0,0,0,0,35,1,1,3,0.0,0.0,0.0,0,0,17,26,65.4,1,14,0,0,https://fbref.com/en/matches/b1278924/Everton-Arsenal-September-17-2023-Premier-League,401,83,0.0,0,1,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,2,3,0,11,2,,0,,0,0,0,13,0,0,2,0,0,0,5,3,100.0
6,2023-09-23,Sat,Premier League,Matchweek 6,Away,W 3–1,Everton,Brentford,Y*,CB,90,1,1,0,0,2,1,0,0,52,0,0,1,0.3,0.3,0.3,4,1,33,43,76.7,6,23,0,0,https://fbref.com/en/matches/96681b93/Brentford-Everton-September-23-2023-Premier-League,677,389,0.3,4,2,3,0,43,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,1,0,4,0,7,5,,0,,0,0,0,30,0,0,0,0,0,0,4,8,88.9
7,2023-09-27,Wed,EFL Cup,Third round,Away,W 2–1,Everton,Aston Villa,Y*,CB,90,0,0,0,0,1,0,1,0,,,2,,,,,,,,,,,,,,https://fbref.com/en/matches/91394c43/Aston-Villa-Everton-September-27-2023-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
8,2023-09-30,Sat,Premier League,Matchweek 7,Home,L 1–2,Everton,Luton Town,Y*,CB,90,0,0,0,0,0,0,0,0,78,1,0,2,0.0,0.0,0.1,2,0,56,68,82.4,9,34,0,1,https://fbref.com/en/matches/921d5f17/Everton-Luton-Town-September-30-2023-Premier-League,1276,548,0.1,2,12,4,0,62,6,5,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,50.0,1,0,1,6,0,8,0,100.0,0,0.0,0,0,0,45,0,0,1,0,0,0,4,3,50.0
9,2023-10-07,Sat,Premier League,Matchweek 8,Home,W 3–0,Everton,Bournemouth,Y*,CB,90,0,0,0,0,0,0,0,0,65,3,1,3,0.0,0.0,0.1,3,0,39,51,76.5,2,32,0,0,https://fbref.com/en/matches/497b9558/Everton-Bournemouth-October-7-2023-Premier-League,924,475,0.0,2,5,0,0,49,2,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,1,2,0,,0,1,4,7,0,9,2,,0,,0,0,1,37,1,0,1,0,0,0,5,6,75.0
