,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Away,L 0–4,Chelsea,Manchester Utd,Y,LB,90,0,0,0,0,4,3,0,0,82.0,2.0,3,3.0,0.3,0.3,0.2,3.0,0.0,59.0,64.0,92.2,4.0,55.0,9.0,2.0,1.0,/en/matches/d0583d0d/Manchester-United-Chelsea-August-11-2019-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-14,Wed,Super Cup,UEFA Super Cup,Away,D 2 (4)–2 (5),eng Chelsea,eng Liverpool,Y,LB,120,0,0,0,0,1,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/4a69dd20/Liverpool-Chelsea-August-14-2019-UEFA-Super-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-18,Sun,Premier League,Matchweek 2,Home,D 1–1,Chelsea,Leicester City,Y,LB,90,0,0,0,0,0,0,0,0,94.0,6.0,1,0.0,0.0,0.0,0.0,2.0,0.0,57.0,82.0,69.5,2.0,44.0,4.0,2.0,2.0,/en/matches/aebf58b9/Chelsea-Leicester-City-August-18-2019-Premier-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 3–2,Chelsea,Norwich City,Y,"LB,LW",90,0,0,0,0,2,1,0,0,93.0,7.0,1,0.0,0.1,0.1,0.2,6.0,0.0,63.0,80.0,78.8,3.0,58.0,4.0,6.0,5.0,/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 2–2,Chelsea,Sheffield Utd,Y,LB,90,0,0,0,0,0,0,0,0,103.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,80.0,94.0,85.1,5.0,63.0,4.0,0.0,0.0,/en/matches/495db223/Chelsea-Sheffield-United-August-31-2019-Premier-League,0.5,0.6666666666666666,0.5476190476190477
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-05,Thu,UEFA Euro Qualifying,Group stage,Away,W 3–1,it Italy,am Armenia,Y,LB,90,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f08958a0/Armenia-Italy-September-5-2019-UEFA-Euro-Qualifying,1.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-08,Sun,UEFA Euro Qualifying,Group stage,Away,W 2–1,it Italy,fi Finland,Y,LB,7,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ab23b9c5/Finland-Italy-September-8-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-22,Sun,Premier League,Matchweek 6,Home,L 1–2,Chelsea,Liverpool,Y,LB,14,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,0.0,2.0,0.0,0.0,0.0,/en/matches/02e3ae79/Chelsea-Liverpool-September-22-2019-Premier-League,0.0,0.8333333333333334,0.5833333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-11-02,Sat,Premier League,Matchweek 11,Away,W 2–1,Chelsea,Watford,Y,LB,90,0,0,0,0,0,0,0,0,110.0,1.0,1,0.0,0.0,0.0,0.1,2.0,0.0,90.0,97.0,92.8,1.0,65.0,3.0,1.0,0.0,/en/matches/0b8b7f66/Watford-Chelsea-November-2-2019-Premier-League,1.0,0.6666666666666666,0.369047619047619
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-11-09,Sat,Premier League,Matchweek 12,Home,W 2–0,Chelsea,Crystal Palace,Y,LB,90,0,0,0,0,1,0,1,0,75.0,2.0,1,1.0,0.1,0.1,0.1,2.0,0.0,50.0,61.0,82.0,2.0,39.0,1.0,0.0,0.0,/en/matches/99680077/Chelsea-Crystal-Palace-November-9-2019-Premier-League,1.0,0.6666666666666666,0.3214285714285714
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-11-15,Fri,UEFA Euro Qualifying,Group stage,Away,W 3–0,it Italy,ba Bosnia & Herz'na,Y,LB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f5ed0d20/Bosnia-and-Herzegovina-Italy-November-15-2019-UEFA-Euro-Qualifying,1.0,0.6666666666666666,0.5
