,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-19,Thu,Conf Lg,Play-off round,Away,L 0–1,eng Tottenham,pt Paços,Y*,LB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/e9098b8d/Pacos-de-Ferreira-Tottenham-Hotspur-August-19-2021-Europa-Conference-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-26,Thu,Conf Lg,Play-off round,Home,W 3–0,eng Tottenham,pt Paços,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c2e330d2/Tottenham-Hotspur-Pacos-de-Ferreira-August-26-2021-Europa-Conference-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-01,Wed,Friendlies (M),Friendlies (M),Away,D 0–0,wls Wales,fi Finland,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/678222a1/Finland-Wales-September-1-2021-Friendlies-M,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-05,Sun,WCQ,First round,Away,W 3–2,wls Wales,by Belarus,Y,LB,90,0,0,0,0,2.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/16d6f53a/Belarus-Wales-September-5-2021-WCQ----UEFA-M,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-08,Wed,WCQ,First round,Home,D 0–0,wls Wales,ee Estonia,Y,LB,90,0,0,0,0,2.0,0.0,0,0,,,4.0,,,,,,,,,,,,,,,/en/matches/28b49512/Wales-Estonia-September-8-2021-WCQ----UEFA-M,0.5,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-11,Sat,Premier League,Matchweek 4,Away,L 0–3,Tottenham,Crystal Palace,N,CB,31,0,0,0,0,0.0,0.0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,0.0,5.0,0.0,0.0,0.0,/en/matches/17e86f90/Crystal-Palace-Tottenham-Hotspur-September-11-2021-Premier-League,0.0,0.6666666666666666,0.4523809523809523
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-16,Thu,Conf Lg,Group stage,Away,D 2–2,eng Tottenham,fr Rennes,Y,LB,90,0,0,0,0,0.0,0.0,0,0,67.0,0.0,1.0,0.0,0.0,0.0,0.2,3.0,0.0,55.0,64.0,85.9,6.0,32.0,0.0,0.0,0.0,/en/matches/6073e129/Rennes-Tottenham-Hotspur-September-16-2021-Europa-Conference-League,0.5,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-22,Wed,EFL Cup,Third round,Away,D 2 (3)–2 (2),Tottenham,Wolves,Y,LB,120,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/c1b6e56d/Wolverhampton-Wanderers-Tottenham-Hotspur-September-22-2021-EFL-Cup,0.5,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-21,Thu,Conf Lg,Group stage,Away,L 0–1,eng Tottenham,nl Vitesse,Y*,LB,90,0,0,0,0,0.0,0.0,0,0,67.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,48.0,58.0,82.8,9.0,48.0,7.0,2.0,0.0,/en/matches/a434d3cf/Vitesse-Tottenham-Hotspur-October-21-2021-Europa-Conference-League,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-27,Wed,EFL Cup,Fourth round,Away,W 1–0,Tottenham,Burnley,Y,LB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fb218c5e/Burnley-Tottenham-Hotspur-October-27-2021-EFL-Cup,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-30,Sat,Premier League,Matchweek 10,Home,L 0–3,Tottenham,Manchester Utd,Y,LB,90,0,0,0,0,1.0,0.0,1,0,58.0,1.0,1.0,2.0,0.4,0.4,0.0,0.0,0.0,37.0,53.0,69.8,2.0,33.0,3.0,0.0,0.0,/en/matches/5a2b8c26/Tottenham-Hotspur-Manchester-United-October-30-2021-Premier-League,0.0,0.5,0.4404761904761904
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-04,Thu,Conf Lg,Group stage,Home,W 3–2,eng Tottenham,nl Vitesse,Y,CB,90,0,0,0,0,1.0,0.0,0,0,65.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,48.0,57.0,84.2,2.0,37.0,3.0,0.0,0.0,/en/matches/b88406a6/Tottenham-Hotspur-Vitesse-November-4-2021-Europa-Conference-League,1.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-07,Sun,Premier League,Matchweek 11,Away,D 0–0,Tottenham,Everton,Y,CB,90,0,0,0,0,1.0,0.0,0,0,88.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,79.0,82.3,12.0,50.0,2.0,0.0,0.0,/en/matches/224d1c99/Everton-Tottenham-Hotspur-November-7-2021-Premier-League,0.5,0.6666666666666666,0.1785714285714285
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-11-13,Sat,WCQ,First round,Home,W 5–1,wls Wales,by Belarus,Y,CB,90,1,1,0,0,3.0,3.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/f1c0e8a2/Wales-Belarus-November-13-2021-WCQ----UEFA-M,1.0,0.5,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-11-16,Tue,WCQ,First round,Home,D 1–1,wls Wales,be Belgium,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c2aa4863/Wales-Belgium-November-16-2021-WCQ----UEFA-M,0.5,0.8333333333333334,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-11-21,Sun,Premier League,Matchweek 12,Home,W 2–1,Tottenham,Leeds United,Y,CB,90,0,0,0,0,1.0,1.0,0,0,31.0,0.0,2.0,1.0,0.4,0.4,0.0,0.0,0.0,19.0,23.0,82.6,3.0,8.0,1.0,0.0,0.0,/en/matches/a74a684e/Tottenham-Hotspur-Leeds-United-November-21-2021-Premier-League,1.0,0.6666666666666666,0.4880952380952381
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-11-25,Thu,Conf Lg,Group stage,Away,L 1–2,eng Tottenham,si NŠ Mura,N,RB,37,0,0,0,0,0.0,0.0,0,0,35.0,2.0,1.0,2.0,0.0,0.0,0.2,1.0,0.0,21.0,28.0,75.0,2.0,22.0,3.0,1.0,1.0,/en/matches/c28fbe33/NS-Mura-Tottenham-Hotspur-November-25-2021-Europa-Conference-League,0.0,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-12-02,Thu,Premier League,Matchweek 14,Home,W 2–0,Tottenham,Brentford,Y,CB,90,0,0,0,0,1.0,1.0,0,0,73.0,0.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,43.0,62.0,69.4,8.0,47.0,2.0,1.0,0.0,/en/matches/a80b3790/Tottenham-Hotspur-Brentford-December-2-2021-Premier-League,1.0,0.5,0.5714285714285714
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-12-05,Sun,Premier League,Matchweek 15,Home,W 3–0,Tottenham,Norwich City,Y,CB,90,0,1,0,0,1.0,0.0,0,0,56.0,1.0,2.0,0.0,0.6,0.6,0.2,3.0,1.0,40.0,48.0,83.3,7.0,38.0,2.0,0.0,0.0,/en/matches/78e62deb/Tottenham-Hotspur-Norwich-City-December-5-2021-Premier-League,1.0,0.6666666666666666,0.630952380952381
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-12-19,Sun,Premier League,Matchweek 18,Home,D 2–2,Tottenham,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,1,0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,39.0,69.2,2.0,24.0,0.0,1.0,0.0,/en/matches/4ac8dee4/Tottenham-Hotspur-Liverpool-December-19-2021-Premier-League,0.5,0.6666666666666666,0.9523809523809524
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-12-22,Wed,EFL Cup,Quarter-finals,Home,W 2–1,Tottenham,West Ham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/6981927c/Tottenham-Hotspur-West-Ham-United-December-22-2021-EFL-Cup,1.0,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-12-28,Tue,Premier League,Matchweek 20,Away,D 1–1,Tottenham,Southampton,Y,CB,90,0,0,0,0,1.0,0.0,0,0,62.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,44.0,53.0,83.0,7.0,42.0,3.0,0.0,0.0,/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League,0.5,0.8333333333333334,0.5384615384615384
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2022-01-01,Sat,Premier League,Matchweek 21,Away,W 1–0,Tottenham,Watford,Y,CB,90,0,0,0,0,2.0,0.0,0,0,94.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,75.0,85.0,88.2,10.0,68.0,9.0,0.0,0.0,/en/matches/9c831c07/Watford-Tottenham-Hotspur-January-1-2022-Premier-League,1.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2022-01-05,Wed,EFL Cup,Semi-finals,Away,L 0–2,Tottenham,Chelsea,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/68c1fa8c/Chelsea-Tottenham-Hotspur-January-5-2022-EFL-Cup,0.0,0.8333333333333334,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2022-01-09,Sun,FA Cup,Third round proper,Home,W 3–1,Tottenham,Morecambe,Y*,CB,90,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0127adcc/Tottenham-Hotspur-Morecambe-January-9-2022-FA-Cup,1.0,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2022-01-12,Wed,EFL Cup,Semi-finals,Home,L 0–1,Tottenham,Chelsea,Y,CB,90,0,0,0,0,1.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/fb1c09a8/Tottenham-Hotspur-Chelsea-January-12-2022-EFL-Cup,0.0,0.6666666666666666,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2022-01-19,Wed,Premier League,Matchweek 17,Away,W 3–2,Tottenham,Leicester City,Y,"CB,LB",90,0,0,0,0,0.0,0.0,0,0,84.0,4.0,1.0,1.0,0.0,0.0,0.1,1.0,0.0,69.0,76.0,90.8,5.0,62.0,2.0,0.0,0.0,/en/matches/77d28549/Leicester-City-Tottenham-Hotspur-January-19-2022-Premier-League,1.0,0.3333333333333333,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2022-01-23,Sun,Premier League,Matchweek 23,Away,L 0–2,Tottenham,Chelsea,Y,LB,90,0,0,0,0,0.0,0.0,0,0,52.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,24.0,42.0,57.1,2.0,16.0,0.0,0.0,0.0,/en/matches/29e164e3/Chelsea-Tottenham-Hotspur-January-23-2022-Premier-League,0.0,0.6666666666666666,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2022-02-05,Sat,FA Cup,Fourth round proper,Home,W 3–1,Tottenham,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/3608bce6/Tottenham-Hotspur-Brighton-and-Hove-Albion-February-5-2022-FA-Cup,1.0,0.3333333333333333,0.5
