,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-06,Sat,Premier League,Matchweek 1,Home,W 2–1,Leeds United,Wolves,Y*,FW,83,0,0,0,0,2.0,2.0,0,0,25.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,11.0,15.0,73.3,1.0,13.0,1.0,2.0,1.0,/en/matches/82702941/Leeds-United-Wolverhampton-Wanderers-August-6-2022-Premier-League,1.0,0.5,0.5416666666666667
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-13,Sat,Premier League,Matchweek 2,Away,D 2–2,Leeds United,Southampton,Y*,FW,27,0,0,0,0,2.0,0.0,0,0,5.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/54b33a13/Southampton-Leeds-United-August-13-2022-Premier-League,0.5,0.5,0.4999999999999999
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-30,Tue,Premier League,Matchweek 5,Home,D 1–1,Leeds United,Everton,N,FW,15,0,0,0,0,1.0,0.0,0,0,12.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,7.0,8.0,87.5,0.0,4.0,0.0,1.0,1.0,/en/matches/42d294e5/Leeds-United-Everton-August-30-2022-Premier-League,0.5,0.5,0.5151515151515151
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 2–5,Leeds United,Brentford,N,LW,45,0,0,0,0,2.0,0.0,0,0,14.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,10.0,10.0,100.0,1.0,5.0,0.0,0.0,0.0,/en/matches/88f9aad9/Brentford-Leeds-United-September-3-2022-Premier-League,0.0,0.6666666666666666,0.5416666666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-09-16,Fri,PL2 — Div. 2,Matchweek 6,Home,W 6–2,Leeds United,Southampton,Y,FW,75,3,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f71b0504/Leeds-United-U21-Southampton-U21-September-16-2022-Premier-League-2----Division-2,1.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-10-02,Sun,Premier League,Matchweek 9,Home,D 0–0,Leeds United,Aston Villa,N,FW,23,0,0,0,0,1.0,1.0,0,0,4.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,1.0,0.0,/en/matches/627d2279/Leeds-United-Aston-Villa-October-2-2022-Premier-League,0.5,0.5,0.5476190476190477
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-10-09,Sun,Premier League,Matchweek 10,Away,L 1–2,Leeds United,Crystal Palace,Y,FW,61,0,0,0,0,2.0,1.0,0,0,22.0,2.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,9.0,16.0,56.3,0.0,14.0,0.0,0.0,0.0,/en/matches/f9563020/Crystal-Palace-Leeds-United-October-9-2022-Premier-League,0.0,0.5,0.4111111111111111
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-16,Sun,Premier League,Matchweek 11,Home,L 0–1,Leeds United,Arsenal,N,FW,45,0,0,0,1,2.0,2.0,0,0,13.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.0,3.0,4.0,75.0,2.0,8.0,1.0,4.0,0.0,/en/matches/92885cfc/Leeds-United-Arsenal-October-16-2022-Premier-League,0.0,0.5,1.0
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-20,Thu,Premier League,Matchweek 12,Away,L 0–2,Leeds United,Leicester City,Y*,FW,64,0,0,0,0,2.0,0.0,0,0,21.0,1.0,0.0,1.0,0.6,0.6,0.1,1.0,0.0,8.0,10.0,80.0,1.0,5.0,1.0,0.0,0.0,/en/matches/6356af5a/Leicester-City-Leeds-United-October-20-2022-Premier-League,0.0,0.1666666666666666,0.4666666666666667
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-23,Sun,Premier League,Matchweek 13,Home,L 2–3,Leeds United,Fulham,N,FW,27,0,0,0,0,1.0,1.0,0,0,9.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,1.0,4.0,6.0,66.7,0.0,4.0,1.0,0.0,0.0,/en/matches/d7b30e2b/Leeds-United-Fulham-October-23-2022-Premier-League,0.0,0.0,0.4999999999999999
