,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-11-06,Sat,Premier League,Matchweek 11,Away,D 1–1,Newcastle Utd,Brighton,N,RM,17,0,0,0,0,0,0,0,0,15.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,0.0,8.0,1.0,1.0,1.0,/en/matches/10d11999/Brighton-and-Hove-Albion-Newcastle-United-November-6-2021-Premier-League,0.5,0.1666666666666666,0.3809523809523809
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-20,Sat,Premier League,Matchweek 12,Home,D 3–3,Newcastle Utd,Brentford,Y,"RW,AM",90,1,0,0,0,4,2,0,0,64.0,0.0,2,1.0,0.2,0.2,0.1,4.0,1.0,33.0,44.0,75.0,3.0,39.0,3.0,3.0,3.0,/en/matches/adbf56bc/Newcastle-United-Brentford-November-20-2021-Premier-League,0.5,0.3333333333333333,0.3452380952380953
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-27,Sat,Premier League,Matchweek 13,Away,L 0–2,Newcastle Utd,Arsenal,Y,FW,66,0,0,0,0,0,0,0,0,26.0,3.0,0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,1.0,14.0,0.0,3.0,1.0,/en/matches/067e0ab9/Arsenal-Newcastle-United-November-27-2021-Premier-League,0.0,0.5,0.6428571428571429
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-11-30,Tue,Premier League,Matchweek 14,Home,D 1–1,Newcastle Utd,Norwich City,Y,"RM,FW",90,0,0,0,0,2,0,0,0,48.0,2.0,2,3.0,0.0,0.0,0.0,2.0,0.0,22.0,32.0,68.8,5.0,26.0,0.0,2.0,1.0,/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League,0.5,0.3333333333333333,0.7023809523809524
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-12-04,Sat,Premier League,Matchweek 15,Home,W 1–0,Newcastle Utd,Burnley,Y,"FW,RM",90,0,0,0,0,1,0,0,0,45.0,2.0,1,0.0,0.0,0.0,0.1,5.0,0.0,21.0,33.0,63.6,4.0,25.0,1.0,3.0,3.0,/en/matches/11ed382d/Newcastle-United-Burnley-December-4-2021-Premier-League,1.0,0.3333333333333333,0.5238095238095238
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-12-12,Sun,Premier League,Matchweek 16,Away,L 0–4,Newcastle Utd,Leicester City,Y,FW,90,0,0,0,0,1,1,0,0,61.0,5.0,1,0.0,0.0,0.0,0.1,3.0,0.0,40.0,42.0,95.2,5.0,34.0,3.0,0.0,0.0,/en/matches/8805978d/Leicester-City-Newcastle-United-December-12-2021-Premier-League,0.0,0.5,0.2738095238095238
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-12-16,Thu,Premier League,Matchweek 17,Away,L 1–3,Newcastle Utd,Liverpool,Y,CM,90,0,0,0,0,0,0,1,0,42.0,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,63.0,1.0,19.0,0.0,3.0,2.0,/en/matches/5aec4772/Liverpool-Newcastle-United-December-16-2021-Premier-League,0.0,0.5,0.9761904761904764
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-12-19,Sun,Premier League,Matchweek 18,Home,L 0–4,Newcastle Utd,Manchester City,Y,CM,90,0,0,0,0,1,0,0,0,45.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,5.0,31.0,2.0,5.0,4.0,/en/matches/4d9bcee9/Newcastle-United-Manchester-City-December-19-2021-Premier-League,0.0,0.3333333333333333,0.7857142857142856
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-12-27,Mon,Premier League,Matchweek 19,Home,D 1–1,Newcastle Utd,Manchester Utd,Y,CM,90,0,0,0,0,2,0,1,0,60.0,4.0,3,3.0,0.1,0.1,0.2,6.0,0.0,29.0,39.0,74.4,8.0,22.0,2.0,2.0,1.0,/en/matches/f91fee43/Newcastle-United-Manchester-United-December-27-2021-Premier-League,0.5,0.0,0.9166666666666669
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2022-01-08,Sat,FA Cup,Third round proper,Home,L 0–1,Newcastle Utd,Cambridge Utd,Y,CM,90,0,0,0,0,3,3,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9d76ddb0/Newcastle-United-Cambridge-United-January-8-2022-FA-Cup,0.0,0.1666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2022-01-15,Sat,Premier League,Matchweek 22,Home,D 1–1,Newcastle Utd,Watford,Y,LM,90,0,0,0,0,2,0,0,0,54.0,7.0,1,2.0,0.4,0.4,0.0,3.0,0.0,30.0,38.0,78.9,4.0,33.0,2.0,4.0,3.0,/en/matches/64dd3e3f/Newcastle-United-Watford-January-15-2022-Premier-League,0.5,0.1666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2022-01-22,Sat,Premier League,Matchweek 23,Away,W 1–0,Newcastle Utd,Leeds United,Y,LM,41,0,0,0,0,3,0,0,0,26.0,3.0,1,2.0,0.2,0.2,0.0,4.0,0.0,11.0,14.0,78.6,2.0,14.0,2.0,1.0,1.0,/en/matches/07df6328/Leeds-United-Newcastle-United-January-22-2022-Premier-League,1.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2022-02-08,Tue,Premier League,Matchweek 24,Home,W 3–1,Newcastle Utd,Everton,Y,LM,90,0,0,0,0,2,1,0,0,53.0,7.0,2,4.0,0.1,0.1,0.3,2.0,1.0,20.0,28.0,71.4,1.0,25.0,1.0,2.0,1.0,/en/matches/fde8d97d/Newcastle-United-Everton-February-8-2022-Premier-League,1.0,0.5,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2022-02-13,Sun,Premier League,Matchweek 25,Home,W 1–0,Newcastle Utd,Aston Villa,Y,LM,90,0,0,0,0,0,0,1,0,38.0,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,78.3,2.0,12.0,0.0,2.0,1.0,/en/matches/59b88877/Newcastle-United-Aston-Villa-February-13-2022-Premier-League,1.0,0.8333333333333334,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2022-02-19,Sat,Premier League,Matchweek 26,Away,D 1–1,Newcastle Utd,West Ham,Y,"LM,CM",90,0,0,0,0,2,1,0,0,52.0,1.0,0,2.0,0.1,0.1,0.1,2.0,0.0,41.0,44.0,93.2,5.0,23.0,3.0,1.0,1.0,/en/matches/4e263347/West-Ham-United-Newcastle-United-February-19-2022-Premier-League,0.5,1.0,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2022-02-26,Sat,Premier League,Matchweek 27,Away,W 2–0,Newcastle Utd,Brentford,Y,"LM,RM,FW",90,1,0,0,0,2,1,0,0,57.0,4.0,0,1.0,0.2,0.2,0.0,4.0,0.0,33.0,41.0,80.5,5.0,36.0,3.0,3.0,1.0,/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League,1.0,0.8333333333333334,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2022-03-05,Sat,Premier League,Matchweek 28,Home,W 2–1,Newcastle Utd,Brighton,Y,"LM,RW",90,0,0,0,0,0,0,1,0,51.0,2.0,2,3.0,0.0,0.0,0.1,1.0,0.0,24.0,32.0,75.0,4.0,26.0,1.0,2.0,0.0,/en/matches/02337bda/Newcastle-United-Brighton-and-Hove-Albion-March-5-2022-Premier-League,1.0,0.8333333333333334,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2022-03-17,Thu,Premier League,Matchweek 20,Away,L 0–1,Newcastle Utd,Everton,Y,LM,90,0,0,0,0,1,0,0,0,54.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,42.0,76.2,1.0,30.0,2.0,4.0,1.0,/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League,0.0,0.8333333333333334,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2022-04-03,Sun,Premier League,Matchweek 31,Away,L 1–5,Newcastle Utd,Tottenham,Y,LM,58,0,0,0,0,0,0,1,0,19.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,16.0,75.0,1.0,13.0,1.0,1.0,0.0,/en/matches/6f8a2207/Tottenham-Hotspur-Newcastle-United-April-3-2022-Premier-League,0.0,0.6666666666666666,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2022-04-08,Fri,Premier League,Matchweek 32,Home,W 1–0,Newcastle Utd,Wolves,Y,LM,90,0,0,0,0,1,1,0,0,36.0,1.0,1,1.0,0.1,0.1,0.1,2.0,1.0,20.0,24.0,83.3,2.0,11.0,2.0,1.0,1.0,/en/matches/739d8264/Newcastle-United-Wolverhampton-Wanderers-April-8-2022-Premier-League,1.0,0.3333333333333333,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2022-04-17,Sun,Premier League,Matchweek 33,Home,W 2–1,Newcastle Utd,Leicester City,Y,"LM,LW",90,0,0,0,0,3,0,0,0,50.0,3.0,2,2.0,0.1,0.1,0.2,3.0,0.0,22.0,29.0,75.9,4.0,23.0,2.0,1.0,0.0,/en/matches/89803b3a/Newcastle-United-Leicester-City-April-17-2022-Premier-League,1.0,0.3333333333333333,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2022-04-20,Wed,Premier League,Matchweek 30,Home,W 1–0,Newcastle Utd,Crystal Palace,Y,"LM,LW",90,0,0,0,0,3,0,0,0,42.0,0.0,4,0.0,0.4,0.4,0.2,5.0,0.0,23.0,28.0,82.1,2.0,24.0,2.0,4.0,2.0,/en/matches/7a668764/Newcastle-United-Crystal-Palace-April-20-2022-Premier-League,1.0,0.6666666666666666,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2022-04-23,Sat,Premier League,Matchweek 34,Away,W 3–0,Newcastle Utd,Norwich City,Y,FW,66,2,0,0,0,3,3,0,0,43.0,1.0,0,1.0,0.6,0.6,0.0,1.0,0.0,28.0,32.0,87.5,3.0,20.0,0.0,0.0,0.0,/en/matches/f6a877bb/Norwich-City-Newcastle-United-April-23-2022-Premier-League,1.0,1.0,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2022-04-30,Sat,Premier League,Matchweek 35,Home,L 0–1,Newcastle Utd,Liverpool,Y,LW,90,0,0,0,0,0,0,1,0,41.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,58.1,3.0,15.0,0.0,3.0,2.0,/en/matches/d736eab8/Newcastle-United-Liverpool-April-30-2022-Premier-League,0.0,1.0,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2022-05-08,Sun,Premier League,Matchweek 36,Away,L 0–5,Newcastle Utd,Manchester City,Y,LM,90,0,0,0,0,0,0,0,0,36.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,92.6,3.0,17.0,0.0,1.0,1.0,/en/matches/d1bcaf2b/Manchester-City-Newcastle-United-May-8-2022-Premier-League,0.0,0.6666666666666666,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2022-05-16,Mon,Premier League,Matchweek 37,Home,W 2–0,Newcastle Utd,Arsenal,Y,LM,90,0,0,0,0,2,0,0,0,38.0,2.0,0,2.0,0.1,0.1,0.1,2.0,0.0,18.0,27.0,66.7,3.0,18.0,5.0,2.0,1.0,/en/matches/a3b3a0d5/Newcastle-United-Arsenal-May-16-2022-Premier-League,1.0,0.3333333333333333,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2022-05-22,Sun,Premier League,Matchweek 38,Away,W 2–1,Newcastle Utd,Burnley,Y,LM,10,0,0,0,0,0,0,0,0,8.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,0.0,3.0,2.0,0.0,0.0,/en/matches/ad4ac82b/Burnley-Newcastle-United-May-22-2022-Premier-League,1.0,0.3333333333333333,0.5
