,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2020-09-12,Sat,Premier League,Matchweek 1,Home,L 0–3,Fulham,Arsenal,Y,CB,90,0,0,0,0,0.0,0.0,0,0,74.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,67.0,95.5,3.0,42.0,0.0,0.0,0.0,/en/matches/bf52349b/Fulham-Arsenal-September-12-2020-Premier-League,0.0,0.5,0.48809523809523814
1,1,1,1,1,1,1,1,1,1,2020-09-23,Wed,EFL Cup,Third round,Home,W 2–0,Fulham,Sheffield Weds,Y*,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6277bf5f/Fulham-Sheffield-Wednesday-September-23-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2020-09-28,Mon,Premier League,Matchweek 3,Home,L 0–3,Fulham,Aston Villa,Y,CB,90,0,0,0,0,0.0,0.0,0,0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,57.0,94.7,4.0,30.0,0.0,1.0,0.0,/en/matches/6b258be0/Fulham-Aston-Villa-September-28-2020-Premier-League,0.0,0.5,0.6071428571428571
3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 0–1,Fulham,Wolves,Y,CB,90,0,0,0,0,0.0,0.0,0,0,67.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,61.0,91.8,2.0,34.0,0.0,0.0,0.0,/en/matches/8f989671/Wolverhampton-Wanderers-Fulham-October-4-2020-Premier-League,0.0,0.3333333333333333,0.2023809523809523
4,4,4,4,4,4,4,4,4,4,2020-10-18,Sun,Premier League,Matchweek 5,Away,D 1–1,Fulham,Sheffield Utd,Y,CB,90,0,0,0,0,0.0,0.0,0,0,73.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,58.0,84.5,2.0,48.0,1.0,1.0,1.0,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,0.5,0.3333333333333333,0.2619047619047618
5,5,5,5,5,5,5,5,5,5,2020-10-24,Sat,Premier League,Matchweek 6,Home,L 1–2,Fulham,Crystal Palace,Y,CB,90,0,0,0,0,0.0,0.0,0,0,78.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,74.0,89.2,11.0,64.0,0.0,0.0,0.0,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,0.1666666666666666,0.3452380952380952
6,6,6,6,6,6,6,6,6,6,2020-11-16,Mon,Friendlies (M),Friendlies (M),Home,W 6–2,us United States,pa Panama,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/44200087/United-States-Panama-November-16-2020-Friendlies-M,1.0,0.1666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,2021-01-09,Sat,FA Cup,Third round proper,Away,W 2–0,Fulham,QPR,Y*,CB,120,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/75c17e4f/Queens-Park-Rangers-Fulham-January-9-2021-FA-Cup,1.0,0.5,0.5
8,8,8,8,8,8,8,8,8,8,2021-01-24,Sun,FA Cup,Fourth round proper,Home,L 0–3,Fulham,Burnley,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/05c9adfe/Fulham-Burnley-January-24-2021-FA-Cup,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,2021-03-28,Sun,Friendlies (M),Friendlies (M),Away,W 2–1,us United States,nir Northern Ireland,Y,CB,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/824c67e7/Northern-Ireland-United-States-March-28-2021-Friendlies-M,1.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,2021-05-18,Tue,Premier League,Matchweek 37,Away,D 1–1,Fulham,Manchester Utd,Y*,CB,90,0,0,0,0,0.0,0.0,0,0,62.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,53.0,83.0,2.0,42.0,0.0,0.0,0.0,/en/matches/d8018048/Manchester-United-Fulham-May-18-2021-Premier-League,0.5,0.6666666666666666,0.5
