,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–2,Watford,Aston Villa,Y,CM,68,0,0,0,0,2,0,1,0,29.0,4.0,1,0.0,0.1,0.1,0.0,2.0,1.0,11.0,14.0,78.6,4.0,15.0,2.0,3.0,3.0,/en/matches/814b563c/Watford-Aston-Villa-August-14-2021-Premier-League,1.0,0.5,0.5238095238095238
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-29,Sun,Premier League,Matchweek 3,Away,L 0–1,Watford,Tottenham,Y,CM,90,0,0,0,0,2,0,0,0,43.0,3.0,0,1.0,0.3,0.3,0.0,2.0,0.0,19.0,29.0,65.5,1.0,19.0,0.0,0.0,0.0,/en/matches/3cd9a733/Tottenham-Hotspur-Watford-August-29-2021-Premier-League,0.0,0.5,0.7948717948717948
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-01,Wed,WCQ,First round,Away,D 1–1,sk Slovakia,si Slovenia,Y,CM,89,0,0,0,0,4,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6e2468bd/Slovenia-Slovakia-September-1-2021-WCQ----UEFA-M,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-04,Sat,WCQ,First round,Home,L 0–1,sk Slovakia,hr Croatia,Y,CM,90,0,0,0,0,5,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f98b38d7/Slovakia-Croatia-September-4-2021-WCQ----UEFA-M,0.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-11,Sat,Premier League,Matchweek 4,Home,L 0–2,Watford,Wolves,Y,CM,90,0,0,0,0,1,0,0,0,32.0,5.0,2,1.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,70.6,4.0,17.0,1.0,1.0,0.0,/en/matches/09db0909/Watford-Wolverhampton-Wanderers-September-11-2021-Premier-League,0.0,0.1666666666666666,0.4615384615384615
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-18,Sat,Premier League,Matchweek 5,Away,W 3–1,Watford,Norwich City,Y,DM,90,0,0,0,0,1,0,0,0,51.0,4.0,1,1.0,0.1,0.1,0.0,2.0,0.0,25.0,38.0,65.8,2.0,23.0,2.0,3.0,0.0,/en/matches/835fa19c/Norwich-City-Watford-September-18-2021-Premier-League,1.0,0.1666666666666666,0.3809523809523809
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-25,Sat,Premier League,Matchweek 6,Home,D 1–1,Watford,Newcastle Utd,Y,DM,63,0,0,0,0,2,0,0,0,40.0,1.0,1,3.0,0.1,0.1,0.0,5.0,0.0,24.0,32.0,75.0,1.0,23.0,2.0,0.0,0.0,/en/matches/70fda3e9/Watford-Newcastle-United-September-25-2021-Premier-League,0.5,0.3333333333333333,0.3333333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-02,Sat,Premier League,Matchweek 7,Away,L 0–1,Watford,Leeds United,Y,"DM,CM",90,0,0,0,0,1,0,0,0,38.0,6.0,0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,72.7,4.0,14.0,0.0,1.0,0.0,/en/matches/be9d8a45/Leeds-United-Watford-October-2-2021-Premier-League,0.0,0.5,0.3333333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-08,Fri,WCQ,First round,Away,L 0–1,sk Slovakia,ru Russia,Y,DM,63,0,0,0,0,5,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/13e19242/Russia-Slovakia-October-8-2021-WCQ----UEFA-M,0.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-11,Mon,WCQ,First round,Away,D 2–2,sk Slovakia,hr Croatia,Y,AM,84,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/dc3493d3/Croatia-Slovakia-October-11-2021-WCQ----UEFA-M,0.5,0.1666666666666666,0.5
