,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2021-08-14,Sun,Matchweek 3,Away,L 0–1,Watford,Tottenham,Y,CM,90,3,2,2,0,1,1,3,33.3,2,1,0,1,0,3,3,0,/en/matches/3cd9a733/Tottenham-Hotspur-Watford-August-29-2021-Premier-League
1,2021-08-14,Sat,Matchweek 4,Home,L 0–2,Watford,Wolves,Y,CM,90,5,2,2,3,0,4,7,57.1,3,1,1,0,2,7,1,0,/en/matches/09db0909/Watford-Wolverhampton-Wanderers-September-11-2021-Premier-League
2,2021-08-14,Sat,Matchweek 5,Away,W 3–1,Watford,Norwich City,Y,DM,90,4,2,3,1,0,2,4,50.0,2,1,0,1,1,5,1,1,/en/matches/835fa19c/Norwich-City-Watford-September-18-2021-Premier-League
3,2021-08-14,Sat,Matchweek 6,Home,D 1–1,Watford,Newcastle Utd,Y,DM,63,1,1,0,1,0,0,1,0.0,1,3,1,2,1,2,0,1,/en/matches/70fda3e9/Watford-Newcastle-United-September-25-2021-Premier-League
4,2021-08-14,Sat,Matchweek 7,Away,L 0–1,Watford,Leeds United,Y,"DM,CM",90,6,3,3,3,0,1,3,33.3,2,2,1,1,0,6,3,0,/en/matches/be9d8a45/Leeds-United-Watford-October-2-2021-Premier-League
5,2021-08-14,Sat,Matchweek 8,Home,L 0–5,Watford,Liverpool,Y,"CM,DM",90,0,0,0,0,0,0,2,0.0,2,2,2,0,2,2,5,0,/en/matches/2ce6d340/Watford-Liverpool-October-16-2021-Premier-League
6,2021-08-14,Sat,Matchweek 9,Away,W 5–2,Watford,Everton,Y,"CM,DM",90,4,2,2,2,0,3,5,60.0,2,2,1,1,0,4,2,0,/en/matches/6985d123/Everton-Watford-October-23-2021-Premier-League
7,2021-08-14,Sat,Matchweek 10,Home,L 0–1,Watford,Southampton,Y,"DM,CM,RB",90,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,0,0,/en/matches/e3521093/Watford-Southampton-October-30-2021-Premier-League
8,2021-08-14,Sun,Matchweek 11,Away,L 0–1,Watford,Arsenal,Y,"CM,DM",88,1,1,0,1,0,0,3,0.0,3,1,0,1,1,2,2,0,/en/matches/e0208fcf/Arsenal-Watford-November-7-2021-Premier-League
9,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-08-14,Wed,Matchweek 14,Home,L 1–2,Watford,Chelsea,N,DM,18,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,/en/matches/f475576b/Watford-Chelsea-December-1-2021-Premier-League
11,2021-08-14,Sat,Matchweek 15,Home,L 1–3,Watford,Manchester City,N,"DM,CM",45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,/en/matches/befb6648/Watford-Manchester-City-December-4-2021-Premier-League
12,2021-08-14,Fri,Matchweek 16,Away,L 1–2,Watford,Brentford,Y,DM,90,2,2,2,0,0,0,2,0.0,2,1,0,1,1,3,1,0,/en/matches/49a36a4e/Brentford-Watford-December-10-2021-Premier-League
13,2021-08-14,Tue,Matchweek 20,Home,L 1–4,Watford,West Ham,Y,"RB,CM",90,4,4,4,0,0,2,5,40.0,3,1,0,1,2,6,2,0,/en/matches/b56fd899/Watford-West-Ham-United-December-28-2021-Premier-League
