,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,AM,80,0,0,0,0,0,0,0,0,39,2,0,0,0.0,0.0,0.1,5,1,24,32,75.0,5,31,5,0,https://fbref.com/en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League,389,110,0.1,1,0,4,2,32,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,2,1,0,1,50.0,1,0,2,0,0,0,4,0.0,2,66.7,2,1,4,29,12,0,0,0,0,0,3,0,
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,"AM,FW",90,0,0,0,0,1,0,0,0,65,1,0,0,0.1,0.1,0.1,7,0,37,53,69.8,4,51,10,6,https://fbref.com/en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League,396,106,0.2,1,2,4,1,53,0,0,1,0,6,0,0,0,0,0,0,2,0,3,1,0,1,0,0,1,50.0,1,0,1,0,0,0,13,50.0,1,8.3,8,3,5,54,18,0,1,1,0,0,7,0,0.0
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"AM,RM,FW",89,2,0,0,0,5,3,0,0,51,0,0,0,0.9,0.9,0.3,6,1,32,37,86.5,3,40,5,2,https://fbref.com/en/matches/6bfb9dc0/Chelsea-Luton-Town-August-25-2023-Premier-League,357,80,0.2,2,3,1,0,37,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,11,40.0,3,60.0,3,3,6,48,11,0,1,0,0,0,5,0,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,"AM,RW,LW",90,0,0,0,0,3,0,0,0,50,0,0,0,0.4,0.4,0.3,3,0,29,40,72.5,2,42,5,0,https://fbref.com/en/matches/44e89d37/Chelsea-Nottingham-Forest-September-2-2023-Premier-League,286,55,0.3,2,0,1,0,40,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,0.0,2,50.0,4,0,0,44,13,0,0,0,0,0,1,0,
5,2023-09-17,Sun,Premier League,Matchweek 5,Away,D 0–0,Chelsea,Bournemouth,Y,"RW,LW",90,0,0,0,0,4,0,1,0,47,0,0,1,0.4,0.4,0.3,5,0,28,34,82.4,6,41,7,3,https://fbref.com/en/matches/be0cbf88/Bournemouth-Chelsea-September-17-2023-Premier-League,434,104,0.3,3,2,3,0,33,0,0,1,0,2,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0.0,1,1,0,0,0,0,10,42.9,3,42.9,5,2,1,41,15,0,1,0,0,0,2,0,
6,2023-09-24,Sun,Premier League,Matchweek 6,Home,L 0–1,Chelsea,Aston Villa,Y,"RW,LW,FW",90,0,0,0,0,1,1,0,0,42,2,0,0,0.1,0.1,0.0,0,0,13,26,50.0,3,30,6,2,https://fbref.com/en/matches/7d2c5e05/Chelsea-Aston-Villa-September-24-2023-Premier-League,183,50,0.0,0,1,0,0,21,2,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,100.0,0,0,2,1,0,1,11,33.3,4,66.7,1,4,2,31,12,0,0,0,0,0,5,1,100.0
7,2023-09-27,Wed,EFL Cup,Third round,Home,W 1–0,Chelsea,Brighton,N,,23,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,https://fbref.com/en/matches/4761dbfb/Chelsea-Brighton-and-Hove-Albion-September-27-2023-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
8,2023-10-02,Mon,Premier League,Matchweek 7,Away,W 2–0,Chelsea,Fulham,N,FW,26,0,0,0,0,0,0,1,0,11,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,7,1,1,https://fbref.com/en/matches/c9787e60/Fulham-Chelsea-October-2-2023-Premier-League,79,13,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,33.3,2,66.7,1,0,0,7,0,0,1,0,0,0,1,0,0.0
9,2023-10-07,Sat,Premier League,Matchweek 8,Away,W 4–1,Chelsea,Burnley,Y,LW,82,1,0,0,0,3,2,0,0,32,1,0,0,0.4,0.4,0.1,4,1,13,22,59.1,4,25,6,1,https://fbref.com/en/matches/cfd83ca3/Burnley-Chelsea-October-7-2023-Premier-League,184,52,0.1,1,1,3,0,22,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,50.0,1,0,1,0,0,0,6,20.0,4,80.0,4,3,0,26,11,0,2,1,0,0,4,0,
