,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,2020-12-23,Wed,EFL Cup,Quarter-finals,Away,W 3–1,Tottenham,Stoke City,Y,AM,65,0,0,0,0,3.0,2.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/6fefab43/Stoke-City-Tottenham-Hotspur-December-23-2020-EFL-Cup,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,2021-01-10,Sun,FA Cup,Third round proper,Away,W 5–0,Tottenham,Marine,Y,AM,64,0,1,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a8feb6b7/Marine-Tottenham-Hotspur-January-10-2021-FA-Cup,1.0,0.5,0.5
12,12,12,12,12,12,12,12,2021-02-10,Wed,FA Cup,Fifth round proper,Away,L 4–5,Tottenham,Everton,N,,44,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/60e4ef9e/Everton-Tottenham-Hotspur-February-10-2021-FA-Cup,0.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,2021-02-13,Sat,Premier League,Matchweek 24,Away,L 0–3,Tottenham,Manchester City,N,AM,27,0,0,0,0,0.0,0.0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,77.8,2.0,9.0,0.0,1.0,1.0,/en/matches/5d0cd646/Manchester-City-Tottenham-Hotspur-February-13-2021-Premier-League,0.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,W 4–1,eng Tottenham,at Wolfsberger AC,Y,AM,77,0,0,0,0,3.0,2.0,1,0,56.0,0.0,2.0,1.0,0.2,0.2,0.1,5.0,0.0,36.0,47.0,76.6,3.0,38.0,1.0,3.0,2.0,/en/matches/69877b3e/Wolfsberger-AC-Tottenham-Hotspur-February-18-2021-Europa-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,2021-02-21,Sun,Premier League,Matchweek 25,Away,L 1–2,Tottenham,West Ham,N,AM,14,0,0,0,0,0.0,0.0,0,0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,12.0,66.7,2.0,14.0,0.0,1.0,0.0,/en/matches/59222b5f/West-Ham-United-Tottenham-Hotspur-February-21-2021-Premier-League,0.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,2021-02-24,Wed,Europa Lg,Round of 32,Neutral,W 4–0,eng Tottenham,at Wolfsberger AC,Y,AM,80,1,2,0,0,2.0,2.0,0,0,62.0,2.0,0.0,2.0,0.1,0.1,0.7,5.0,3.0,39.0,48.0,81.3,4.0,40.0,2.0,4.0,1.0,/en/matches/acfaa840/Tottenham-Hotspur-Wolfsberger-AC-February-24-2021-Europa-League,1.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,2021-02-28,Sun,Premier League,Matchweek 26,Home,W 4–0,Tottenham,Burnley,N,AM,25,0,0,0,0,0.0,0.0,0,0,33.0,0.0,1.0,0.0,0.0,0.0,0.1,2.0,0.0,27.0,30.0,90.0,3.0,23.0,0.0,1.0,1.0,/en/matches/d28c364e/Tottenham-Hotspur-Burnley-February-28-2021-Premier-League,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,2021-03-04,Thu,Premier League,Matchweek 33,Away,W 1–0,Tottenham,Fulham,Y,AM,66,0,0,0,0,1.0,0.0,0,0,36.0,4.0,2.0,1.0,0.5,0.5,0.1,4.0,0.0,18.0,24.0,75.0,2.0,19.0,0.0,2.0,1.0,/en/matches/44b3d20c/Fulham-Tottenham-Hotspur-March-4-2021-Premier-League,1.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,2021-03-11,Thu,Europa Lg,Round of 16,Home,W 2–0,eng Tottenham,hr Dinamo Zagreb,Y,AM,63,0,0,0,0,0.0,0.0,0,0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,38.0,86.8,1.0,34.0,1.0,2.0,0.0,/en/matches/aae446a1/Tottenham-Hotspur-Dinamo-Zagreb-March-11-2021-Europa-League,1.0,1.0,0.5
20,20,20,20,20,20,20,20,2021-03-14,Sun,Premier League,Matchweek 28,Away,L 1–2,Tottenham,Arsenal,N,"RW,AM",29,0,0,0,0,0.0,0.0,0,0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,1.0,10.0,0.0,2.0,2.0,/en/matches/127b8258/North-London-Derby-Arsenal-Tottenham-Hotspur-March-14-2021-Premier-League,0.0,1.0,0.5
21,21,21,21,21,21,21,21,2021-03-18,Thu,Europa Lg,Round of 16,Away,L 0–3,eng Tottenham,hr Dinamo Zagreb,Y,AM,67,0,0,0,0,0.0,0.0,0,0,35.0,0.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,20.0,25.0,80.0,0.0,21.0,3.0,1.0,0.0,/en/matches/ba935638/Dinamo-Zagreb-Tottenham-Hotspur-March-18-2021-Europa-League,0.0,0.6666666666666666,0.5
22,22,22,22,22,22,22,22,2021-04-16,Fri,Premier League,Matchweek 32,Away,D 2–2,Tottenham,Everton,N,FW,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/ebeb462d/Everton-Tottenham-Hotspur-April-16-2021-Premier-League,0.5,0.3333333333333333,0.5
23,23,23,23,23,23,23,23,2021-04-25,Sun,EFL Cup,Final,Away,L 0–1,Tottenham,Manchester City,N,,7,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/2c35f86e/Manchester-City-Tottenham-Hotspur-April-25-2021-EFL-Cup,0.0,0.1666666666666666,0.5
24,24,24,24,24,24,24,24,2021-05-02,Sun,Premier League,Matchweek 34,Home,W 4–0,Tottenham,Sheffield Utd,Y,AM,77,0,0,0,0,2.0,2.0,0,0,76.0,3.0,2.0,2.0,0.1,0.1,0.0,2.0,0.0,50.0,61.0,82.0,3.0,45.0,3.0,4.0,3.0,/en/matches/8b2e31ef/Tottenham-Hotspur-Sheffield-United-May-2-2021-Premier-League,1.0,0.1666666666666666,0.5
25,25,25,25,25,25,25,25,2021-05-08,Sat,Premier League,Matchweek 35,Away,L 1–3,Tottenham,Leeds United,Y,AM,66,0,1,0,0,2.0,0.0,0,0,31.0,0.0,0.0,2.0,0.1,0.1,0.4,1.0,0.0,17.0,21.0,81.0,0.0,19.0,3.0,0.0,0.0,/en/matches/4eecc9bb/Leeds-United-Tottenham-Hotspur-May-8-2021-Premier-League,0.0,0.5,0.5
26,26,26,26,26,26,26,26,2021-05-16,Sun,Premier League,Matchweek 36,Home,W 2–0,Tottenham,Wolves,Y,AM,81,0,0,0,0,4.0,1.0,0,0,57.0,3.0,1.0,3.0,0.9,0.9,0.5,4.0,0.0,31.0,38.0,81.6,4.0,35.0,3.0,7.0,1.0,/en/matches/9059c960/Tottenham-Hotspur-Wolverhampton-Wanderers-May-16-2021-Premier-League,1.0,0.3333333333333333,0.5
27,27,27,27,27,27,27,27,2021-05-19,Wed,Premier League,Matchweek 37,Home,L 1–2,Tottenham,Aston Villa,Y,AM,90,0,0,0,0,1.0,0.0,0,0,73.0,3.0,1.0,0.0,0.1,0.1,0.0,4.0,0.0,44.0,57.0,77.2,3.0,44.0,3.0,5.0,1.0,/en/matches/d4273555/Tottenham-Hotspur-Aston-Villa-May-19-2021-Premier-League,0.0,0.6666666666666666,0.5
28,28,28,28,28,28,28,28,2021-05-23,Sun,Premier League,Matchweek 38,Away,W 4–2,Tottenham,Leicester City,Y,AM,67,0,0,0,0,0.0,0.0,0,0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,75.0,3.0,24.0,1.0,2.0,1.0,/en/matches/0d04cd74/Leicester-City-Tottenham-Hotspur-May-23-2021-Premier-League,1.0,0.3333333333333333,0.5
