,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2019-09-20,Fri,PL2 — Div. 1,Matchweek 6,Away,D 2–2,Arsenal,Wolves,Y,LB,62,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/5a323be3/Wolverhampton-Wanderers-U23-Arsenal-U23-September-20-2019-Premier-League-2----Division-1,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2019-09-24,Tue,EFL Cup,Third round,Home,W 5–0,Arsenal,Nott'ham Forest,Y,LB,76,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/37d4aeed/Arsenal-Nottingham-Forest-September-24-2019-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2019-10-03,Thu,Europa Lg,Group stage,Home,W 4–0,eng Arsenal,be Standard Liège,Y,LB,90,0,1,0,0,0.0,0.0,0,0,90.0,3.0,2.0,0.0,0.0,0.0,0.6,10.0,2.0,77.0,86.0,89.5,7.0,54.0,6.0,2.0,2.0,/en/matches/f3398a45/Arsenal-Standard-Liege-October-3-2019-Europa-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,2019-10-24,Thu,Europa Lg,Group stage,Home,W 3–2,eng Arsenal,pt Vitória,Y,LB,90,0,1,0,0,0.0,0.0,0,0,78.0,1.0,2.0,0.0,0.0,0.0,0.3,3.0,1.0,58.0,68.0,85.3,7.0,40.0,4.0,2.0,1.0,/en/matches/9047af47/Arsenal-Vitoria-Guimaraes-October-24-2019-Europa-League,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,2019-10-27,Sun,Premier League,Matchweek 10,Home,D 2–2,Arsenal,Crystal Palace,Y,LB,74,0,0,0,0,1.0,0.0,0,0,58.0,1.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,36.0,48.0,75.0,1.0,22.0,4.0,2.0,2.0,/en/matches/077b30ff/Arsenal-Crystal-Palace-October-27-2019-Premier-League,0.5,1.0,0.6282051282051283
5,5,5,5,5,5,5,5,5,5,5,5,2019-10-30,Wed,EFL Cup,Fourth round,Away,D 5 (4)–5 (5),Arsenal,Liverpool,N,,38,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/8d8c441c/Liverpool-Arsenal-October-30-2019-EFL-Cup,0.5,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,2019-11-02,Sat,Premier League,Matchweek 11,Home,D 1–1,Arsenal,Wolves,Y,LB,86,0,0,0,0,0.0,0.0,0,0,65.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,53.0,75.5,2.0,24.0,3.0,1.0,1.0,/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League,0.5,0.6666666666666666,0.6538461538461539
7,7,7,7,7,7,7,7,7,7,7,7,2019-11-06,Wed,Europa Lg,Group stage,Away,D 1–1,eng Arsenal,pt Vitória,Y,LM,90,0,0,0,0,0.0,0.0,0,0,64.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,39.0,48.0,81.3,3.0,29.0,4.0,2.0,1.0,/en/matches/7083f275/Vitoria-Guimaraes-Arsenal-November-6-2019-Europa-League,0.5,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,8,2019-11-23,Sat,Premier League,Matchweek 13,Home,D 2–2,Arsenal,Southampton,Y,"WB,LB,CB",90,0,0,0,0,1.0,0.0,1,0,69.0,1.0,1.0,3.0,0.1,0.1,0.2,2.0,0.0,41.0,56.0,73.2,3.0,35.0,4.0,1.0,1.0,/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League,0.5,0.5,0.1904761904761904
9,9,9,9,9,9,9,9,9,9,9,9,2019-11-28,Thu,Europa Lg,Group stage,Home,L 1–2,eng Arsenal,de Eint Frankfurt,Y,LB,90,0,0,0,0,0.0,0.0,0,0,69.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0,58.0,72.4,4.0,31.0,2.0,1.0,0.0,/en/matches/d38f5b61/Arsenal-Eintracht-Frankfurt-November-28-2019-Europa-League,0.0,0.5,0.5
