,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-06,Sat,Premier League,Matchweek 1,Away,L 0–2,Nott'ham Forest,Newcastle Utd,Y,CM,74,0,0,0,0,1,0,1,0,44.0,3.0,1,3.0,0.0,0.0,0.0,2.0,0.0,20.0,26.0,76.9,1.0,19.0,2.0,2.0,1.0,/en/matches/1ac96eb4/Newcastle-United-Nottingham-Forest-August-6-2022-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-14,Sun,Premier League,Matchweek 2,Home,W 1–0,Nott'ham Forest,West Ham,Y,CM,90,0,0,0,0,0,0,0,0,38.0,5.0,1,2.0,0.0,0.0,0.0,3.0,0.0,19.0,26.0,73.1,2.0,19.0,5.0,4.0,1.0,/en/matches/b1ebeda5/Nottingham-Forest-West-Ham-United-August-14-2022-Premier-League,1.0,0.5,0.369047619047619
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-20,Sat,Premier League,Matchweek 3,Away,D 1–1,Nott'ham Forest,Everton,Y,"CM,AM",90,0,0,0,0,2,0,0,0,38.0,2.0,0,1.0,0.1,0.1,0.1,4.0,0.0,22.0,30.0,73.3,1.0,23.0,3.0,1.0,0.0,/en/matches/3c3cc86f/Everton-Nottingham-Forest-August-20-2022-Premier-League,0.5,0.5,0.4358974358974358
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-28,Sun,Premier League,Matchweek 4,Home,L 0–2,Nott'ham Forest,Tottenham,Y,CM,74,0,0,0,0,1,1,1,0,60.0,1.0,1,3.0,0.0,0.0,0.0,2.0,0.0,45.0,50.0,90.0,8.0,33.0,0.0,0.0,0.0,/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,0.0,0.5,0.7666666666666668
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-31,Wed,Premier League,Matchweek 5,Away,L 0–6,Nott'ham Forest,Manchester City,Y,CM,90,0,0,0,0,0,0,0,0,21.0,1.0,1,1.0,0.0,0.0,0.1,4.0,0.0,10.0,15.0,66.7,6.0,14.0,0.0,3.0,1.0,/en/matches/9760b466/Manchester-City-Nottingham-Forest-August-31-2022-Premier-League,0.0,0.5,0.7916666666666667
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-16,Fri,Premier League,Matchweek 8,Home,L 2–3,Nott'ham Forest,Fulham,N,CM,21,1,0,0,0,1,1,0,0,20.0,2.0,1,0.0,0.2,0.2,0.0,1.0,0.0,13.0,14.0,92.9,0.0,12.0,0.0,1.0,1.0,/en/matches/d0d07e66/Nottingham-Forest-Fulham-September-16-2022-Premier-League,0.0,0.1666666666666666,0.3333333333333332
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-10-03,Mon,Premier League,Matchweek 9,Away,L 0–4,Nott'ham Forest,Leicester City,Y,DM,45,0,0,0,0,1,0,0,0,25.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,15.0,73.3,0.0,9.0,0.0,3.0,2.0,/en/matches/a7976021/Leicester-City-Nottingham-Forest-October-3-2022-Premier-League,0.0,0.0,0.1111111111111111
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-10,Mon,Premier League,Matchweek 10,Home,D 1–1,Nott'ham Forest,Aston Villa,N,LW,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League,0.5,0.0,0.619047619047619
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-30,Sun,Premier League,Matchweek 14,Away,L 0–5,Nott'ham Forest,Arsenal,N,CM,10,0,0,0,0,0,0,0,0,5.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,4.0,0.0,0.0,0.0,/en/matches/1b496cc1/Arsenal-Nottingham-Forest-October-30-2022-Premier-League,0.0,0.1666666666666666,0.53125
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-11-05,Sat,Premier League,Matchweek 15,Home,D 2–2,Nott'ham Forest,Brentford,N,"LM,DM,CM",25,0,0,0,0,1,0,0,0,21.0,0.0,0,1.0,0.1,0.1,0.0,2.0,0.0,13.0,17.0,76.5,2.0,12.0,1.0,0.0,0.0,/en/matches/12251835/Nottingham-Forest-Brentford-November-5-2022-Premier-League,0.5,0.1666666666666666,0.3854166666666666
