,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,2021-01-24,Sun,FA Cup,Fourth round proper,Away,W 3–1,Leicester City,Brentford,Y,LB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/65a3779a/Brentford-Leicester-City-January-24-2021-FA-Cup,1.0,0.5,0.5
11,11,11,11,11,11,11,11,11,2021-02-10,Wed,FA Cup,Fifth round proper,Home,W 1–0,Leicester City,Brighton,Y,LM,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/96f85815/Leicester-City-Brighton-and-Hove-Albion-February-10-2021-FA-Cup,1.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,D 0–0,eng Leicester City,cz Slavia Prague,Y,LB,90,0,0,0,0,0,0,0,0,62.0,2.0,3,1.0,0.0,0.0,0.0,1.0,0.0,35.0,51.0,68.6,4.0,18.0,2.0,1.0,0.0,/en/matches/7ea9c9d2/Slavia-Prague-Leicester-City-February-18-2021-Europa-League,0.5,0.8333333333333334,0.5
13,13,13,13,13,13,13,13,13,2021-02-21,Sun,Premier League,Matchweek 25,Away,W 2–1,Leicester City,Aston Villa,Y,LB,90,0,0,0,0,1,0,0,0,58.0,3.0,0,5.0,0.0,0.0,0.0,2.0,0.0,34.0,41.0,82.9,2.0,28.0,1.0,1.0,0.0,/en/matches/2c6f8c0e/Aston-Villa-Leicester-City-February-21-2021-Premier-League,1.0,0.8333333333333334,0.5
14,14,14,14,14,14,14,14,14,2021-02-25,Thu,Europa Lg,Round of 32,Neutral,L 0–2,eng Leicester City,cz Slavia Prague,Y,LB,90,0,0,0,0,0,0,0,0,69.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,47.0,57.0,82.5,5.0,31.0,2.0,3.0,0.0,/en/matches/f3abffcd/Leicester-City-Slavia-Prague-February-25-2021-Europa-League,0.0,0.8333333333333334,0.5
15,15,15,15,15,15,15,15,15,2021-02-28,Sun,Premier League,Matchweek 26,Home,L 1–3,Leicester City,Arsenal,Y,LB,45,0,0,0,0,0,0,1,0,28.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,52.4,1.0,10.0,0.0,0.0,0.0,/en/matches/88b309f1/Leicester-City-Arsenal-February-28-2021-Premier-League,0.0,0.5,0.5
16,16,16,16,16,16,16,16,16,2021-04-11,Sun,Premier League,Matchweek 31,Away,L 2–3,Leicester City,West Ham,N,WB,45,0,0,0,0,0,0,0,0,28.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,75.0,2.0,12.0,0.0,0.0,0.0,/en/matches/06b2801a/West-Ham-United-Leicester-City-April-11-2021-Premier-League,0.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,2021-04-22,Thu,Premier League,Matchweek 32,Home,W 3–0,Leicester City,West Brom,Y,WB,90,0,0,0,0,0,0,0,0,70.0,1.0,4,2.0,0.0,0.0,0.1,1.0,0.0,47.0,59.0,79.7,6.0,28.0,1.0,1.0,1.0,/en/matches/be6edfdf/Leicester-City-West-Bromwich-Albion-April-22-2021-Premier-League,1.0,0.0,0.5
18,18,18,18,18,18,18,18,18,2021-04-26,Mon,Premier League,Matchweek 33,Home,W 2–1,Leicester City,Crystal Palace,Y,WB,69,0,0,0,0,0,0,0,0,57.0,2.0,0,0.0,0.0,0.0,0.1,3.0,0.0,40.0,53.0,75.5,4.0,41.0,6.0,0.0,0.0,/en/matches/b30b8887/Leicester-City-Crystal-Palace-April-26-2021-Premier-League,1.0,0.3333333333333333,0.5
19,19,19,19,19,19,19,19,19,2021-04-30,Fri,Premier League,Matchweek 34,Away,D 1–1,Leicester City,Southampton,Y,"WB,LB",68,0,0,0,0,2,1,0,0,60.0,2.0,0,1.0,0.1,0.1,0.0,0.0,0.0,38.0,50.0,76.0,4.0,21.0,1.0,1.0,0.0,/en/matches/c0d4f879/Southampton-Leicester-City-April-30-2021-Premier-League,0.5,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,2021-05-07,Fri,Premier League,Matchweek 35,Home,L 2–4,Leicester City,Newcastle Utd,N,"LW,RW",22,0,0,0,0,1,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.5,5.0,1.0,12.0,16.0,75.0,1.0,10.0,0.0,1.0,1.0,/en/matches/d93b0c17/Leicester-City-Newcastle-United-May-7-2021-Premier-League,0.0,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,2021-05-11,Tue,Premier League,Matchweek 36,Away,W 2–1,Leicester City,Manchester Utd,Y,LB,90,1,0,0,0,1,1,0,0,34.0,2.0,0,1.0,0.1,0.1,0.0,0.0,0.0,20.0,26.0,76.9,2.0,16.0,1.0,1.0,0.0,/en/matches/855994bf/Manchester-United-Leicester-City-May-11-2021-Premier-League,1.0,0.5,0.5
22,22,22,22,22,22,22,22,22,2021-05-15,Sat,FA Cup,Final,Neutral,W 1–0,Leicester City,Chelsea,Y,DM,81,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/49aa79e1/Chelsea-Leicester-City-May-15-2021-FA-Cup,1.0,0.5,0.5
23,23,23,23,23,23,23,23,23,2021-05-18,Tue,Premier League,Matchweek 37,Away,L 1–2,Leicester City,Chelsea,Y,WB,90,0,0,0,0,0,0,0,0,50.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,64.9,0.0,18.0,0.0,4.0,0.0,/en/matches/509c9927/Chelsea-Leicester-City-May-18-2021-Premier-League,0.0,0.6666666666666666,0.5
24,24,24,24,24,24,24,24,24,2021-05-23,Sun,Premier League,Matchweek 38,Home,L 2–4,Leicester City,Tottenham,Y,"LB,WB",90,0,0,0,0,1,0,0,0,75.0,6.0,6,0.0,0.1,0.1,0.0,3.0,2.0,40.0,57.0,70.2,2.0,29.0,3.0,2.0,1.0,/en/matches/0d04cd74/Leicester-City-Tottenham-Hotspur-May-23-2021-Premier-League,0.0,0.6666666666666666,0.5
