,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,RW,90,0,0,0,0,3,0,0,0,67,4,1,0,0.0,0.0,0.1,5,0,49,60,81.7,3,51,4,1,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,597,70,0.4,1,0,2,0,60,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,1,1,2,33.3,2,0,5,0,0,0,5,100.0,0,0.0,1,1,0,53,11,0,1,0,0,0,6,0,0.0
1,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,RW,87,0,0,0,0,2,2,0,0,33,0,0,1,0.1,0.1,0.0,1,0,12,20,60.0,1,24,6,0,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,195,44,0.0,1,1,1,1,20,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,1,0,1,0,2,4,0.0,2,100.0,3,1,0,23,7,0,0,0,0,0,3,0,
2,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,RW,90,1,0,0,0,2,1,0,0,35,2,2,1,0.4,0.4,0.1,6,0,21,27,77.8,3,31,5,2,https://fbref.com/en/matches/f49c4ad2/Bournemouth-Tottenham-Hotspur-August-26-2023-Premier-League,280,90,0.2,2,2,1,0,27,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,0.0,3,1,4,0,0,0,9,50.0,0,0.0,2,0,2,29,11,0,1,0,0,0,2,0,
3,2023-08-29,Tue,EFL Cup,Second round,Away,D 1 (3)–1 (5),Tottenham,Fulham,N,,49,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/2ec5a2ca/Fulham-Tottenham-Hotspur-August-29-2023-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
4,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,RW,85,0,0,0,0,0,0,1,0,50,2,2,1,0.0,0.0,0.2,2,0,29,36,80.6,3,36,5,3,https://fbref.com/en/matches/f1786fb8/Burnley-Tottenham-Hotspur-September-2-2023-Premier-League,348,77,0.2,3,1,2,0,35,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,1,33.3,2,1,4,0,0,0,12,42.9,4,57.1,6,3,5,34,10,0,1,0,0,0,7,0,0.0
5,2023-09-09,Sat,Euro Qualifying,Group stage,Away,W 5–0,se Sweden,ee Estonia,Y,RM,90,1,1,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/a1056614/Estonia-Sweden-September-9-2023-Euro-Qualifying,,,,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
6,2023-09-12,Tue,Euro Qualifying,Group stage,Home,L 1–3,se Sweden,at Austria,Y,RM,90,0,1,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/3a859826/Sweden-Austria-September-12-2023-Euro-Qualifying,,,,,,,,,,,,,8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
7,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 2–1,Tottenham,Sheffield Utd,Y,"RW,RM",90,1,0,0,0,7,2,0,0,61,1,0,0,0.3,0.3,0.9,8,0,38,51,74.5,6,43,9,0,https://fbref.com/en/matches/e56e96e1/Tottenham-Hotspur-Sheffield-United-September-16-2023-Premier-League,578,139,0.3,5,0,6,2,44,7,0,0,0,5,2,5,1,0,0,0,8,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,14,0.0,2,66.7,5,1,0,48,22,0,2,0,0,0,1,1,100.0
8,2023-09-24,Sun,Premier League,Matchweek 6,Away,D 2–2,Tottenham,Arsenal,Y,RW,90,0,0,0,0,0,0,0,0,41,2,1,0,0.0,0.0,0.2,6,0,24,33,72.7,5,29,4,0,https://fbref.com/en/matches/08947a10/North-London-Derby-Arsenal-Tottenham-Hotspur-September-24-2023-Premier-League,373,109,0.2,3,0,3,0,32,0,0,1,0,1,0,0,0,0,0,1,6,0,0,0,0,1,2,0,0,0.0,4,0,3,0,0,1,4,0.0,3,100.0,4,1,2,31,10,0,3,0,0,0,4,0,0.0
9,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Liverpool,Y,RW,90,0,0,0,0,2,0,0,0,62,0,0,0,0.1,0.1,0.3,6,0,40,53,75.5,7,45,13,4,https://fbref.com/en/matches/ec4145b4/Tottenham-Hotspur-Liverpool-September-30-2023-Premier-League,524,115,0.2,5,1,3,0,51,2,0,0,0,5,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,13,57.1,2,28.6,8,0,1,47,23,0,0,0,0,0,8,0,
