,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 2–5,Leeds United,Brentford,N,RB,21,0,1,0,0,1,0,0,0,22,0,0,0,0.0,0.0,0.1,3,1,15,20,75.0,1,8,2,3,https://fbref.com/en/matches/88f9aad9/Brentford-Leeds-United-September-3-2022-Premier-League,245,155,0.2,1,2,4,3,14,6,1,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,60.0,1,20.0,0,0,0,12,3,0,0,0,0,0,2,1,50.0
1,2022-09-16,Fri,PL2 — Div. 2,Matchweek 6,Home,W 6–2,Leeds United,Southampton,Y,RB,80,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/f71b0504/Leeds-United-U21-Southampton-U21-September-16-2022-Premier-League-2----Division-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
2,2022-10-02,Sun,Premier League,Matchweek 9,Home,D 0–0,Leeds United,Aston Villa,N,RB,23,0,0,0,0,0,0,0,0,4,1,0,1,0.0,0.0,0.0,0,0,1,3,33.3,0,2,1,0,https://fbref.com/en/matches/627d2279/Leeds-United-Aston-Villa-October-2-2022-Premier-League,16,10,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,2,0,1,0,0,0,0,,0,,0,0,1,1,0,0,0,0,0,0,1,0,0.0
3,2022-10-09,Sun,Premier League,Matchweek 10,Away,L 1–2,Leeds United,Crystal Palace,N,RB,7,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,https://fbref.com/en/matches/f9563020/Crystal-Palace-Leeds-United-October-9-2022-Premier-League,27,0,0.0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,1,0,0,0,0,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0.0
4,2022-10-23,Sun,Premier League,Matchweek 13,Home,L 2–3,Leeds United,Fulham,Y,RB,90,0,0,0,0,2,0,0,0,66,4,1,3,0.1,0.1,0.0,0,0,45,55,81.8,8,36,1,0,https://fbref.com/en/matches/d7b30e2b/Leeds-United-Fulham-October-23-2022-Premier-League,899,358,0.1,0,4,2,0,44,10,1,0,2,2,9,0,0,0,0,1,0,0,0,0,0,0,4,0,0,33.3,2,1,5,0,0,3,2,0.0,1,100.0,0,1,0,38,8,0,1,0,0,0,5,2,66.7
5,2022-10-29,Sat,Premier League,Matchweek 14,Away,W 2–1,Leeds United,Liverpool,N,CB,1,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,https://fbref.com/en/matches/b5b1e744/Liverpool-Leeds-United-October-29-2022-Premier-League,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,4,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,100.0
6,2022-11-05,Sat,Premier League,Matchweek 15,Home,W 4–3,Leeds United,Bournemouth,N,CB,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,0,0,0,https://fbref.com/en/matches/63975c3e/Leeds-United-Bournemouth-November-5-2022-Premier-League,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,100.0
7,2022-11-09,Wed,EFL Cup,Third round,Away,L 0–1,Leeds United,Wolves,Y*,RB,90,0,0,0,0,0,0,0,0,,,5,,,,,,,,,,,,,,https://fbref.com/en/matches/01b32e30/Wolverhampton-Wanderers-Leeds-United-November-9-2022-EFL-Cup,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
8,2022-11-12,Sat,Premier League,Matchweek 16,Away,L 3–4,Leeds United,Tottenham,N,"CB,RB",12,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,1,0,0,https://fbref.com/en/matches/0030e686/Tottenham-Hotspur-Leeds-United-November-12-2022-Premier-League,62,17,0.0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,,0,,0,0,0,3,0,0,0,0,0,0,0,0,0.0
9,2022-12-28,Wed,Premier League,Matchweek 17,Home,L 1–3,Leeds United,Manchester City,N,RB,26,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,0,0,7,10,70.0,3,6,1,1,https://fbref.com/en/matches/a85ef749/Leeds-United-Manchester-City-December-28-2022-Premier-League,109,56,0.0,0,0,0,0,8,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,100.0,0,0.0,1,0,0,9,2,0,0,0,0,0,0,0,0.0
