,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2021-01-26,Tue,Matchweek 22,Away,L 0–9,Southampton,Manchester Utd,Y,CM,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,/en/matches/37a9f2fd/Manchester-United-Southampton-February-2-2021-Premier-League
1,2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-01-26,Sat,Matchweek 25,Home,D 1–1,Southampton,Chelsea,N,"On matchday squad, but did not play",/en/matches/9e4c8c99/Southampton-Chelsea-February-20-2021-Premier-League,,,,,,,,,,,,,,,,,
3,2021-01-26,Tue,Matchweek 18,Away,L 0–3,Southampton,Leeds United,N,"On matchday squad, but did not play",/en/matches/6a198933/Leeds-United-Southampton-February-23-2021-Premier-League,,,,,,,,,,,,,,,,,
4,2021-01-26,Mon,Matchweek 26,Away,L 0–1,Southampton,Everton,N,"On matchday squad, but did not play",/en/matches/a81e1c82/Everton-Southampton-March-1-2021-Premier-League,,,,,,,,,,,,,,,,,
5,2021-01-26,Sat,Matchweek 27,Away,W 2–0,Southampton,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/9d08bb4e/Sheffield-United-Southampton-March-6-2021-Premier-League,,,,,,,,,,,,,,,,,
6,2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2021-01-26,Sun,Matchweek 30,Home,W 3–2,Southampton,Burnley,N,"On matchday squad, but did not play",/en/matches/2c313b76/Southampton-Burnley-April-4-2021-Premier-League,,,,,,,,,,,,,,,,,
8,2021-01-26,Mon,Matchweek 31,Away,L 0–3,Southampton,West Brom,N,"On matchday squad, but did not play",/en/matches/3dee3681/West-Bromwich-Albion-Southampton-April-12-2021-Premier-League,,,,,,,,,,,,,,,,,
9,2021-01-26,Wed,Matchweek 29,Away,L 1–2,Southampton,Tottenham,N,"On matchday squad, but did not play",/en/matches/81a7befa/Tottenham-Hotspur-Southampton-April-21-2021-Premier-League,,,,,,,,,,,,,,,,,
10,2021-01-26,Fri,Matchweek 34,Home,D 1–1,Southampton,Leicester City,N,"On matchday squad, but did not play",/en/matches/c0d4f879/Southampton-Leicester-City-April-30-2021-Premier-League,,,,,,,,,,,,,,,,,
11,2021-01-26,Sat,Matchweek 35,Away,L 0–2,Southampton,Liverpool,N,"On matchday squad, but did not play",/en/matches/e5923f92/Liverpool-Southampton-May-8-2021-Premier-League,,,,,,,,,,,,,,,,,
