,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Away,L 0–4,Chelsea,Manchester Utd,N,FW,25,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,10.0,70.0,0.0,4.0,0.0,0.0,0.0,/en/matches/d0583d0d/Manchester-United-Chelsea-August-11-2019-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2019-08-14,Wed,Super Cup,UEFA Super Cup,Away,D 2 (4)–2 (5),eng Chelsea,eng Liverpool,Y,FW,73,1,0,0,0,4,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/4a69dd20/Liverpool-Chelsea-August-14-2019-UEFA-Super-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2019-08-18,Sun,Premier League,Matchweek 2,Home,D 1–1,Chelsea,Leicester City,Y,FW,60,0,0,0,0,1,1,0,0,22.0,0.0,0,1.0,0.0,0.0,0.5,2.0,0.0,12.0,15.0,80.0,0.0,3.0,0.0,0.0,0.0,/en/matches/aebf58b9/Chelsea-Leicester-City-August-18-2019-Premier-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 3–2,Chelsea,Norwich City,N,FW,16,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,3.0,0.0,0.0,0.0,/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,2019-09-07,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–1,fr France,al Albania,Y,FW,90,1,0,0,0,4,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7c5065d1/France-Albania-September-7-2019-UEFA-Euro-Qualifying,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,2019-09-10,Tue,UEFA Euro Qualifying,Group stage,Home,W 3–0,fr France,ad Andorra,Y,FW,71,0,0,0,0,5,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d6dbfdfb/France-Andorra-September-10-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,2019-09-17,Tue,Champions Lg,Group stage,Home,L 0–1,eng Chelsea,es Valencia,N,FW,18,0,0,0,0,1,1,1,0,4.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,3.0,3.0,100.0,0.0,1.0,1.0,1.0,1.0,/en/matches/8c3140a0/Chelsea-Valencia-September-17-2019-Champions-League,0.0,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,2019-10-11,Fri,UEFA Euro Qualifying,Group stage,Away,W 1–0,fr France,is Iceland,Y,FW,77,1,0,1,1,2,1,1,0,,,1,,,,,,,,,,,,,,,/en/matches/f17ec8e1/Iceland-France-October-11-2019-UEFA-Euro-Qualifying,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,2019-10-14,Mon,UEFA Euro Qualifying,Group stage,Home,D 1–1,fr France,tr Türkiye,N,,19,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0c159ba6/France-Turkiye-October-14-2019-UEFA-Euro-Qualifying,0.5,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,2019-10-26,Sat,Premier League,Matchweek 10,Away,W 4–2,Chelsea,Burnley,N,FW,21,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,75.0,0.0,8.0,2.0,0.0,0.0,/en/matches/082dc9ef/Burnley-Chelsea-October-26-2019-Premier-League,1.0,0.5,0.4871794871794872
10,10,10,10,10,10,10,10,10,10,10,2019-11-14,Thu,UEFA Euro Qualifying,Group stage,Home,W 2–1,fr France,md Moldova,Y,FW,90,1,0,1,1,6,2,0,0,,,2,,,,,,,,,,,,,,,/en/matches/cb31fd02/France-Moldova-November-14-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,2019-11-17,Sun,UEFA Euro Qualifying,Group stage,Away,W 2–0,fr France,al Albania,Y,FW,90,0,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/b394c10b/Albania-France-November-17-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,2019-11-30,Sat,Premier League,Matchweek 14,Home,L 0–1,Chelsea,West Ham,Y,FW,70,0,0,0,0,2,1,0,0,21.0,0.0,0,1.0,0.6,0.6,0.0,0.0,0.0,8.0,12.0,66.7,0.0,8.0,0.0,0.0,0.0,/en/matches/aa1ff9cd/Chelsea-West-Ham-United-November-30-2019-Premier-League,0.0,1.0,0.2023809523809523
13,13,13,13,13,13,13,13,13,13,13,2020-02-17,Mon,Premier League,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd,N,FW,23,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.1,2.0,0.0,9.0,9.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/2619bcb9/Chelsea-Manchester-United-February-17-2020-Premier-League,0.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,2020-02-22,Sat,Premier League,Matchweek 27,Home,W 2–1,Chelsea,Tottenham,Y,FW,70,1,0,0,0,4,2,0,0,39.0,1.0,1,0.0,0.3,0.3,0.0,1.0,0.0,21.0,32.0,65.6,1.0,23.0,0.0,0.0,0.0,/en/matches/fdd364a6/Chelsea-Tottenham-Hotspur-February-22-2020-Premier-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,2020-02-25,Tue,Champions Lg,Round of 16,Home,L 0–3,eng Chelsea,de Bayern Munich,Y,FW,60,0,0,0,0,2,1,0,0,25.0,1.0,0,0.0,0.7,0.7,0.0,1.0,0.0,11.0,19.0,57.9,1.0,13.0,1.0,0.0,0.0,/en/matches/cb86e710/Chelsea-Bayern-Munich-February-25-2020-Champions-League,0.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,16,16,2020-02-29,Sat,Premier League,Matchweek 28,Away,D 2–2,Chelsea,Bournemouth,Y,FW,71,0,0,0,0,3,0,0,0,31.0,1.0,0,2.0,0.6,0.6,0.0,1.0,1.0,13.0,20.0,65.0,0.0,17.0,0.0,0.0,0.0,/en/matches/57d79762/Bournemouth-Chelsea-February-29-2020-Premier-League,0.5,0.3333333333333333,0.5
