,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-09,Fri,Premier League,Matchweek 1,Away,L 1–4,Norwich City,Liverpool,Y,CB,90,0,0,0,0,1,1,0,0,61.0,0.0,4,0.0,0.0,0.0,0.0,1.0,0.0,35.0,43.0,81.4,0.0,34.0,0.0,1.0,0.0,/en/matches/928467bd/Liverpool-Norwich-City-August-9-2019-Premier-League,0.0,0.5,0.5595238095238095
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Home,W 3–1,Norwich City,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,63.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,54.0,94.4,2.0,49.0,0.0,0.0,0.0,/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 2–3,Norwich City,Chelsea,Y,CB,90,0,0,0,0,1,0,0,0,78.0,1.0,2,4.0,0.1,0.1,0.0,0.0,0.0,56.0,64.0,87.5,1.0,52.0,1.0,1.0,1.0,/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League,0.0,0.5,0.369047619047619
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-27,Tue,EFL Cup,Second round,Away,L 0–1,Norwich City,Crawley Town,N,,64,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d86cf223/Crawley-Town-Norwich-City-August-27-2019-EFL-Cup,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 0–2,Norwich City,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,70.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,61.0,64.0,95.3,2.0,48.0,1.0,0.0,0.0,/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League,0.0,0.3333333333333333,0.5833333333333333
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 3–2,Norwich City,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,49.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,1.0,21.0,0.0,0.0,0.0,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,1.0,0.0,0.8214285714285713
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-21,Sat,Premier League,Matchweek 6,Away,L 0–2,Norwich City,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,64.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,53.0,57.0,93.0,2.0,45.0,2.0,0.0,0.0,/en/matches/f97b0ce8/Burnley-Norwich-City-September-21-2019-Premier-League,0.0,0.3333333333333333,0.3095238095238094
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 0–2,Norwich City,Crystal Palace,Y*,CB,90,0,0,0,0,0,0,0,0,86.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,71.0,78.0,91.0,6.0,61.0,2.0,0.0,0.0,/en/matches/3b180c0d/Crystal-Palace-Norwich-City-September-28-2019-Premier-League,0.0,0.3333333333333333,0.5238095238095238
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-05,Sat,Premier League,Matchweek 8,Home,L 1–5,Norwich City,Aston Villa,Y*,CB,90,0,0,0,0,1,0,0,0,57.0,0.0,0,2.0,0.0,0.0,0.0,1.0,0.0,43.0,46.0,93.5,0.0,36.0,0.0,0.0,0.0,/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League,0.0,0.3333333333333333,0.4404761904761904
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-19,Sat,Premier League,Matchweek 9,Away,D 0–0,Norwich City,Bournemouth,Y,CB,49,0,0,0,0,0,0,0,0,32.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,92.9,0.0,21.0,0.0,0.0,0.0,/en/matches/d71c01eb/Bournemouth-Norwich-City-October-19-2019-Premier-League,0.5,0.0,0.3717948717948718
