,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2022-11-06,Sun,Premier League,Matchweek 15,Away,W 4–1,Newcastle Utd,Southampton,N,RB,11,0,0,0,0,0,0,0,0,8.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,1.0,5.0,2.0,0.0,0.0,/en/matches/57f9bcc9/Southampton-Newcastle-United-November-6-2022-Premier-League,1.0,0.5,0.5208333333333334
1,1,1,1,1,1,2022-11-09,Wed,EFL Cup,Third round,Home,D 0 (3)–0 (2),Newcastle Utd,Crystal Palace,Y,RB,65,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/7a475622/Newcastle-United-Crystal-Palace-November-9-2022-EFL-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2023-01-07,Sat,FA Cup,Third round proper,Away,L 1–2,Newcastle Utd,Sheffield Weds,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/b7923c49/Sheffield-Wednesday-Newcastle-United-January-7-2023-FA-Cup,0.0,0.5,0.5
3,3,3,3,3,3,2023-04-05,Wed,Premier League,Matchweek 7,Away,W 5–1,Newcastle Utd,West Ham,N,RB,4,0,0,0,0,0,0,0,0,3.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/4a87012d/West-Ham-United-Newcastle-United-April-5-2023-Premier-League,1.0,0.5,0.5
4,4,4,4,4,4,2023-04-23,Sun,Premier League,Matchweek 32,Home,W 6–1,Newcastle Utd,Tottenham,N,RB,21,0,0,0,0,0,0,0,0,23.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,94.4,3.0,13.0,0.0,0.0,0.0,/en/matches/dff22d13/Newcastle-United-Tottenham-Hotspur-April-23-2023-Premier-League,1.0,0.5,0.5
5,5,5,5,5,5,2023-05-18,Thu,Premier League,Matchweek 25,Home,W 4–1,Newcastle Utd,Brighton,N,RB,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/e265430e/Newcastle-United-Brighton-and-Hove-Albion-May-18-2023-Premier-League,1.0,0.6666666666666666,0.5
