,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-13,Sun,Premier League,Matchweek 1,Home,L 0–3,West Brom,Leicester City,Y,RB,68,0,0,0,0,1,0,0,0,37.0,0.0,0,1.0,0.0,0.0,0.1,2.0,0.0,19.0,29.0,65.5,2.0,16.0,4.0,0.0,0.0,/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-19,Sat,Premier League,Matchweek 2,Away,L 2–5,West Brom,Everton,Y,RB,90,0,0,0,0,0,0,0,0,36.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,16.0,27.0,59.3,3.0,13.0,1.0,1.0,0.0,/en/matches/45bd1880/Everton-West-Bromwich-Albion-September-19-2020-Premier-League,0.0,0.5,0.5952380952380951
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Home,D 3–3,West Brom,Chelsea,Y,RB,90,0,1,0,0,0,0,1,0,47.0,0.0,3,1.0,0.0,0.0,0.3,1.0,1.0,22.0,37.0,59.5,2.0,16.0,3.0,1.0,0.0,/en/matches/d725a16c/West-Bromwich-Albion-Chelsea-September-26-2020-Premier-League,0.5,0.5,0.5595238095238095
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-19,Mon,Premier League,Matchweek 5,Home,D 0–0,West Brom,Burnley,Y,RB,90,0,0,0,0,1,1,0,0,79.0,3.0,3,0.0,0.1,0.1,0.0,2.0,0.0,41.0,69.0,59.4,3.0,34.0,3.0,1.0,1.0,/en/matches/13f3ae88/West-Bromwich-Albion-Burnley-October-19-2020-Premier-League,0.5,0.1666666666666666,0.2051282051282051
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-26,Mon,Premier League,Matchweek 6,Away,D 1–1,West Brom,Brighton,Y,RB,90,0,0,0,0,2,0,0,0,60.0,1.0,2,0.0,0.1,0.1,0.0,0.0,0.0,31.0,45.0,68.9,4.0,26.0,1.0,1.0,1.0,/en/matches/26452511/Brighton-and-Hove-Albion-West-Bromwich-Albion-October-26-2020-Premier-League,0.5,0.3333333333333333,0.2976190476190475
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-02,Mon,Premier League,Matchweek 7,Away,L 0–2,West Brom,Fulham,Y,RB,90,0,0,0,0,0,0,0,0,58.0,1.0,1,4.0,0.0,0.0,0.1,2.0,0.0,28.0,49.0,57.1,4.0,20.0,1.0,0.0,0.0,/en/matches/f2b91282/Fulham-West-Bromwich-Albion-November-2-2020-Premier-League,0.0,0.5,0.2261904761904761
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-11-08,Sun,Premier League,Matchweek 8,Home,L 0–1,West Brom,Tottenham,Y,RB,90,0,0,0,0,2,1,0,0,51.0,2.0,0,0.0,0.1,0.1,0.3,2.0,0.0,23.0,40.0,57.5,3.0,21.0,5.0,2.0,1.0,/en/matches/90c0e34c/West-Bromwich-Albion-Tottenham-Hotspur-November-8-2020-Premier-League,0.0,0.3333333333333333,0.7857142857142857
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-11-21,Sat,Premier League,Matchweek 9,Away,L 0–1,West Brom,Manchester Utd,Y,RB,90,0,0,0,0,0,0,0,0,50.0,2.0,2,4.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,55.9,0.0,13.0,1.0,0.0,0.0,/en/matches/50004f43/Manchester-United-West-Bromwich-Albion-November-21-2020-Premier-League,0.0,0.1666666666666666,0.6309523809523808
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-28,Sat,Premier League,Matchweek 10,Home,W 1–0,West Brom,Sheffield Utd,Y,WB,90,0,0,0,0,2,0,0,0,62.0,1.0,2,2.0,0.1,0.1,0.2,2.0,0.0,28.0,50.0,56.0,3.0,27.0,2.0,0.0,0.0,/en/matches/bd68404c/West-Bromwich-Albion-Sheffield-United-November-28-2020-Premier-League,1.0,0.0,0.0952380952380952
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-06,Sun,Premier League,Matchweek 11,Home,L 1–5,West Brom,Crystal Palace,Y,WB,90,0,1,0,0,1,0,0,0,48.0,2.0,2,3.0,0.1,0.1,0.1,1.0,1.0,25.0,37.0,67.6,1.0,15.0,1.0,0.0,0.0,/en/matches/ac9d70e3/West-Bromwich-Albion-Crystal-Palace-December-6-2020-Premier-League,0.0,0.3333333333333333,0.3333333333333333
