,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2022-08-05,Fri,PL2 — Div. 2,Matchweek 1,Away,W 5–2,Leeds United,Derby County,Y,FW,90,4,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/01e6451d/Derby-County-U21-Leeds-United-U21-August-5-2022-Premier-League-2----Division-2,1.0,0.5,0.5
1,1,1,1,1,1,2022-08-15,Mon,PL2 — Div. 2,Matchweek 2,Home,D 2–2,Leeds United,Norwich City,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c9ae0e8c/Leeds-United-U21-Norwich-City-U21-August-15-2022-Premier-League-2----Division-2,0.5,0.5,0.5
2,2,2,2,2,2,2022-08-19,Fri,PL2 — Div. 2,Matchweek 3,Away,W 2–1,Leeds United,Aston Villa,Y,AM,90,0,0,0,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/dc1662e8/Aston-Villa-U21-Leeds-United-U21-August-19-2022-Premier-League-2----Division-2,1.0,0.5,0.5
3,3,3,3,3,3,2022-09-30,Fri,PL2 — Div. 2,Matchweek 7,Home,W 4–0,Leeds United,Stoke City,Y,FW,90,3,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a5105423/Leeds-United-U21-Stoke-City-U21-September-30-2022-Premier-League-2----Division-2,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,2022-10-10,Mon,PL2 — Div. 2,Matchweek 8,Away,W 1–0,Leeds United,Sunderland,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9452d6d7/Sunderland-U21-Leeds-United-U21-October-10-2022-Premier-League-2----Division-2,1.0,0.8333333333333334,0.5
5,5,5,5,5,5,2022-10-22,Sat,PL2 — Div. 2,Matchweek 9,Away,W 4–2,Leeds United,Middlesbrough,Y*,FW,90,3,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/39afd07d/Middlesbrough-U21-Leeds-United-U21-October-22-2022-Premier-League-2----Division-2,1.0,1.0,0.5
6,6,6,6,6,6,2022-11-09,Wed,EFL Cup,Third round,Away,L 0–1,Leeds United,Wolves,Y,AM,90,0,0,0,0,3.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/01b32e30/Wolverhampton-Wanderers-Leeds-United-November-9-2022-EFL-Cup,0.0,1.0,0.5
7,7,7,7,7,7,2022-11-12,Sat,Premier League,Matchweek 16,Away,L 3–4,Leeds United,Tottenham,N,"RM,RB",2,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,/en/matches/0030e686/Tottenham-Hotspur-Leeds-United-November-12-2022-Premier-League,0.0,0.6666666666666666,0.4222222222222222
8,8,8,8,8,8,2023-01-06,Fri,PL2 — Div. 2,Matchweek 12,Away,L 0–1,Leeds United,Nottingham Forest,Y*,FW,64,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/276e2f47/Nottingham-Forest-U21-Leeds-United-U21-January-6-2023-Premier-League-2----Division-2,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,2023-01-08,Sun,FA Cup,Third round proper,Away,D 2–2,Leeds United,Cardiff City,N,,18,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/8af3e234/Cardiff-City-Leeds-United-January-8-2023-FA-Cup,0.5,0.0,0.5
10,10,10,10,10,10,2023-01-16,Mon,PL2 — Div. 2,Matchweek 13,Home,L 1–2,Leeds United,West Bromwich Albion,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/04186213/Leeds-United-U21-West-Bromwich-Albion-U21-January-16-2023-Premier-League-2----Division-2,0.0,0.1666666666666666,0.5
11,11,11,11,11,11,2023-01-27,Fri,PL2 — Div. 2,Matchweek 14,Away,L 2–5,Leeds United,Norwich City,Y*,FW,81,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9dab4cc8/Norwich-City-U21-Leeds-United-U21-January-27-2023-Premier-League-2----Division-2,0.0,0.1666666666666666,0.5
12,12,12,12,12,12,2023-01-28,Sat,FA Cup,Fourth round proper,Away,W 3–1,Leeds United,Acc'ton Stanley,N,,2,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/e46308f6/Accrington-Stanley-Leeds-United-January-28-2023-FA-Cup,1.0,0.1666666666666666,0.5
13,13,13,13,13,13,2023-02-08,Wed,Premier League,Matchweek 8,Away,D 2–2,Leeds United,Manchester Utd,N,LW,1,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/80532a54/Manchester-United-Leeds-United-February-8-2023-Premier-League,0.5,0.3333333333333333,0.5
14,14,14,14,14,14,2023-02-13,Mon,PL2 — Div. 2,Matchweek 15,Away,D 2–2,Leeds United,Newcastle United,Y*,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/eaca3d7c/Newcastle-United-U21-Leeds-United-U21-February-13-2023-Premier-League-2----Division-2,0.5,0.5,0.5
15,15,15,15,15,15,2023-02-20,Mon,PL2 — Div. 2,Matchweek 16,Home,W 2–1,Leeds United,Aston Villa,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/43d8cf70/Leeds-United-U21-Aston-Villa-U21-February-20-2023-Premier-League-2----Division-2,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,2023-02-24,Fri,PL2 — Div. 2,Matchweek 17,Away,W 2–1,Leeds United,Southampton,Y*,FW,63,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/deba7fc9/Southampton-U21-Leeds-United-U21-February-24-2023-Premier-League-2----Division-2,1.0,0.6666666666666666,0.5
17,17,17,17,17,17,2023-03-04,Sat,Premier League,Matchweek 26,Away,L 0–1,Leeds United,Chelsea,N,FW,23,0,0,0,0,1.0,1.0,0,0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/59f9a78f/Chelsea-Leeds-United-March-4-2023-Premier-League,0.0,0.8333333333333334,0.5
18,18,18,18,18,18,2023-03-06,Mon,PL2 — Div. 2,Matchweek 18,Home,W 3–0,Leeds United,Derby County,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/dde2aa4a/Leeds-United-U21-Derby-County-U21-March-6-2023-Premier-League-2----Division-2,1.0,0.6666666666666666,0.5
19,19,19,19,19,19,2023-03-19,Sun,PL2 — Div. 2,Matchweek 19,Home,W 3–1,Leeds United,Sunderland,Y*,FW,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/678de26b/Leeds-United-U21-Sunderland-U21-March-19-2023-Premier-League-2----Division-2,1.0,0.6666666666666666,0.5
