,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-02,Thu,UEFA Nations League,League B,Away,W 1–0,no Norway,rs Serbia,Y,FW,87,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/38f8cfa3/Serbia-Norway-June-2-2022-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-06-05,Sun,UEFA Nations League,League B,Away,W 2–1,no Norway,se Sweden,Y,AM,74,0,0,0,0,2.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/078a5c2a/Sweden-Norway-June-5-2022-UEFA-Nations-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-06-09,Thu,UEFA Nations League,League B,Home,D 0–0,no Norway,si Slovenia,Y,FW,80,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/47f96e4c/Norway-Slovenia-June-9-2022-UEFA-Nations-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-06-12,Sun,UEFA Nations League,League B,Home,W 3–2,no Norway,se Sweden,N,,34,0,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/ec43fde1/Norway-Sweden-June-12-2022-UEFA-Nations-League,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-13,Sat,Premier League,Matchweek 2,Home,D 2–2,Southampton,Leeds United,Y,AM,60,0,0,0,0,2.0,0.0,0,0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,15.0,53.3,0.0,11.0,0.0,2.0,1.0,/en/matches/54b33a13/Southampton-Leeds-United-August-13-2022-Premier-League,0.5,0.8333333333333334,0.5444444444444445
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-20,Sat,Premier League,Matchweek 3,Away,W 2–1,Southampton,Leicester City,Y,"AM,RW,RM",90,0,0,0,0,1.0,0.0,1,0,24.0,1.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,15.0,40.0,0.0,18.0,1.0,1.0,1.0,/en/matches/02efd4d1/Leicester-City-Southampton-August-20-2022-Premier-League,1.0,0.6666666666666666,0.4404761904761904
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-08-23,Tue,EFL Cup,Second round,Away,W 3–0,Southampton,Cambridge Utd,Y,AM,65,0,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/037f6955/Cambridge-United-Southampton-August-23-2022-EFL-Cup,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-08-27,Sat,Premier League,Matchweek 4,Home,L 0–1,Southampton,Manchester Utd,Y,LW,62,0,0,0,0,1.0,0.0,0,0,25.0,1.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,14.0,20.0,70.0,1.0,16.0,0.0,1.0,0.0,/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League,0.0,0.8333333333333334,0.3452380952380952
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-08-30,Tue,Premier League,Matchweek 5,Home,W 2–1,Southampton,Chelsea,Y,"RW,RM",90,0,0,0,0,3.0,2.0,0,0,45.0,7.0,2.0,4.0,0.5,0.5,0.0,2.0,0.0,9.0,17.0,52.9,2.0,21.0,0.0,2.0,1.0,/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League,1.0,0.6666666666666666,0.5222222222222223
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 0–1,Southampton,Wolves,Y,RW,55,0,0,0,0,1.0,0.0,0,0,30.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,14.0,21.0,66.7,3.0,14.0,1.0,1.0,0.0,/en/matches/13f50518/Wolverhampton-Wanderers-Southampton-September-3-2022-Premier-League,0.0,0.6666666666666666,0.5833333333333334
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-09-16,Fri,Premier League,Matchweek 8,Away,L 0–1,Southampton,Aston Villa,Y,AM,78,0,0,0,0,2.0,0.0,0,0,33.0,0.0,0.0,2.0,0.1,0.1,0.0,0.0,0.0,9.0,15.0,60.0,0.0,18.0,1.0,3.0,0.0,/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League,0.0,0.3333333333333333,0.2666666666666665
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-09-24,Sat,UEFA Nations League,League B,Away,L 1–2,no Norway,si Slovenia,Y,FW,69,0,1,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6f180e07/Slovenia-Norway-September-24-2022-UEFA-Nations-League,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2022-09-27,Tue,UEFA Nations League,League B,Home,L 0–2,no Norway,rs Serbia,Y,AM,56,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/cc3df009/Norway-Serbia-September-27-2022-UEFA-Nations-League,0.0,0.0,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-10-01,Sat,Premier League,Matchweek 9,Home,L 1–2,Southampton,Everton,N,RM,2,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/06d00bcb/Southampton-Everton-October-1-2022-Premier-League,0.0,0.0,0.6111111111111112
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2022-10-08,Sat,Premier League,Matchweek 10,Away,L 0–4,Southampton,Manchester City,N,AM,25,0,0,0,0,1.0,0.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,0.0,6.0,0.0,1.0,1.0,/en/matches/864294c0/Manchester-City-Southampton-October-8-2022-Premier-League,0.0,0.0,0.8437499999999999
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2022-10-16,Sun,Premier League,Matchweek 11,Home,D 1–1,Southampton,West Ham,Y,LM,90,0,0,0,0,3.0,2.0,0,0,40.0,1.0,1.0,1.0,0.1,0.1,0.1,1.0,0.0,19.0,28.0,67.9,2.0,21.0,2.0,3.0,2.0,/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League,0.5,0.0,0.9166666666666669
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2022-10-19,Wed,Premier League,Matchweek 12,Away,W 1–0,Southampton,Bournemouth,Y,"RM,RB",90,0,0,0,0,1.0,0.0,0,0,50.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,25.0,36.0,69.4,1.0,27.0,0.0,1.0,1.0,/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League,1.0,0.1666666666666666,0.6444444444444445
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2022-10-23,Sun,Premier League,Matchweek 13,Home,D 1–1,Southampton,Arsenal,Y,"RM,WB",90,0,1,0,0,0.0,0.0,0,0,40.0,0.0,0.0,4.0,0.0,0.0,0.3,3.0,1.0,19.0,29.0,65.5,2.0,20.0,5.0,0.0,0.0,/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League,0.5,0.5,1.0
