,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2023-09-02,Sat,Matchweek 6,Away,W 3–1,Everton,Brentford,Y,FW,62,32,2,2,13,17,4,32,0,0,,0,,16,81,32,1,1,1,3,2,26,8,/en/matches/96681b93/Brentford-Everton-September-23-2023-Premier-League
1,2023-09-02,Sat,Matchweek 7,Home,L 1–2,Everton,Luton Town,N,FW,31,14,0,0,7,7,5,14,1,1,100.0,0,0.0,8,23,8,0,0,0,3,1,9,4,/en/matches/921d5f17/Everton-Luton-Town-September-30-2023-Premier-League
2,2023-09-02,Sat,Matchweek 8,Home,W 3–0,Everton,Bournemouth,N,FW,8,5,0,0,2,3,1,5,2,1,50.0,1,50.0,4,32,8,0,0,0,0,0,3,1,/en/matches/497b9558/Everton-Bournemouth-October-7-2023-Premier-League
