,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2019-08-10,Sun,Matchweek 6,Home,W 2–0,West Ham,Manchester Utd,Y,LB,90,3,1,2,1,0,1,1,100.0,0,1,0,1,1,4,3,0,/en/matches/fe3e2bec/West-Ham-United-Manchester-United-September-22-2019-Premier-League
1,2019-08-10,Sat,Matchweek 7,Away,D 2–2,West Ham,Bournemouth,Y,LB,90,2,0,1,1,0,1,2,50.0,1,0,0,0,2,4,1,0,/en/matches/704e536e/Bournemouth-West-Ham-United-September-28-2019-Premier-League
2,2019-08-10,Sat,Matchweek 8,Home,L 1–2,West Ham,Crystal Palace,Y,LB,83,3,3,2,1,0,0,1,0.0,1,2,0,2,2,5,4,0,/en/matches/23fe51bc/West-Ham-United-Crystal-Palace-October-5-2019-Premier-League
3,2019-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2019-08-10,Sat,Matchweek 10,Home,D 1–1,West Ham,Sheffield Utd,Y,LB,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,2,0,/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League
5,2019-08-10,Sat,Matchweek 11,Home,L 2–3,West Ham,Newcastle Utd,Y,LB,90,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League
6,2019-08-10,Sat,Matchweek 12,Away,L 0–3,West Ham,Burnley,Y,LB,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0,/en/matches/559f666e/Burnley-West-Ham-United-November-9-2019-Premier-League
7,2019-08-10,Sat,Matchweek 13,Home,L 2–3,West Ham,Tottenham,Y,LB,90,6,2,1,4,1,4,6,66.7,2,1,0,1,1,7,1,0,/en/matches/a7dc884b/West-Ham-United-Tottenham-Hotspur-November-23-2019-Premier-League
8,2019-08-10,Sat,Matchweek 14,Away,W 1–0,West Ham,Chelsea,Y,LB,90,1,0,0,0,1,1,3,33.3,2,0,0,0,1,2,6,1,/en/matches/aa1ff9cd/Chelsea-West-Ham-United-November-30-2019-Premier-League
9,2019-08-10,Wed,Matchweek 15,Away,L 0–2,West Ham,Wolves,Y,LB,90,4,3,4,0,0,2,4,50.0,2,1,0,1,1,5,3,0,/en/matches/292d0f46/Wolverhampton-Wanderers-West-Ham-United-December-4-2019-Premier-League
10,2019-08-10,Mon,Matchweek 16,Home,L 1–3,West Ham,Arsenal,Y,LB,50,4,2,0,4,0,2,3,66.7,1,1,0,1,4,8,1,0,/en/matches/a48c4638/West-Ham-United-Arsenal-December-9-2019-Premier-League
11,2019-08-10,Sat,Matchweek 17,Away,W 1–0,West Ham,Southampton,Y,LB,90,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,2,0,/en/matches/a47901a8/Southampton-West-Ham-United-December-14-2019-Premier-League
12,2019-08-10,Thu,Matchweek 19,Away,L 1–2,West Ham,Crystal Palace,Y,LB,90,2,2,2,0,0,1,2,50.0,1,3,1,2,2,4,2,1,/en/matches/048fa915/Crystal-Palace-West-Ham-United-December-26-2019-Premier-League
13,2019-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2019-08-10,Wed,Matchweek 21,Home,W 4–0,West Ham,Bournemouth,Y,LB,90,2,1,1,1,0,2,3,66.7,1,1,0,1,0,2,3,0,/en/matches/9ae01aab/West-Ham-United-Bournemouth-January-1-2020-Premier-League
15,2019-08-10,Fri,Matchweek 22,Away,L 0–1,West Ham,Sheffield Utd,Y,CB,90,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,1,0,/en/matches/c5f47ccb/Sheffield-United-West-Ham-United-January-10-2020-Premier-League
16,2019-08-10,Sat,Matchweek 23,Home,D 1–1,West Ham,Everton,Y,LB,90,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0,/en/matches/d4898eac/West-Ham-United-Everton-January-18-2020-Premier-League
17,2019-08-10,Wed,Matchweek 24,Away,L 1–4,West Ham,Leicester City,Y,"LB,CB",90,1,0,0,1,0,0,0,,0,0,0,0,2,3,4,0,/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League
18,2019-08-10,Wed,Matchweek 18,Home,L 0–2,West Ham,Liverpool,Y,"LB,CB",90,1,1,1,0,0,0,0,,0,1,0,1,2,3,2,0,/en/matches/7b057bc1/West-Ham-United-Liverpool-January-29-2020-Premier-League
19,2019-08-10,Sat,Matchweek 25,Home,D 3–3,West Ham,Brighton,Y,LB,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,/en/matches/14d877cc/West-Ham-United-Brighton-and-Hove-Albion-February-1-2020-Premier-League
20,2019-08-10,Wed,Matchweek 26,Away,L 0–2,West Ham,Manchester City,Y,CB,90,1,1,1,0,0,1,2,50.0,1,5,2,3,0,1,4,0,/en/matches/bc091e86/Manchester-City-West-Ham-United-February-19-2020-Premier-League
21,2019-08-10,Mon,Matchweek 27,Away,L 2–3,West Ham,Liverpool,Y,LB,90,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0,/en/matches/3aee1ba7/Liverpool-West-Ham-United-February-24-2020-Premier-League
22,2019-08-10,Sat,Matchweek 28,Home,W 3–1,West Ham,Southampton,Y,LB,90,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,2,0,/en/matches/2cb790f2/West-Ham-United-Southampton-February-29-2020-Premier-League
23,2019-08-10,Sat,Matchweek 29,Away,L 0–1,West Ham,Arsenal,Y,LB,90,0,0,0,0,0,0,1,0.0,1,2,2,0,2,2,3,0,/en/matches/bf382825/Arsenal-West-Ham-United-March-7-2020-Premier-League
24,2019-08-10,Sat,Matchweek 30,Home,L 0–2,West Ham,Wolves,Y,LB,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,5,0,/en/matches/6ddd148a/West-Ham-United-Wolverhampton-Wanderers-June-20-2020-Premier-League
25,2019-08-10,Tue,Matchweek 31,Away,L 0–2,West Ham,Tottenham,Y,LB,90,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,2,0,/en/matches/8fc12d99/Tottenham-Hotspur-West-Ham-United-June-23-2020-Premier-League
26,2019-08-10,Wed,Matchweek 32,Home,W 3–2,West Ham,Chelsea,Y,LB,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,4,0,/en/matches/5df18070/West-Ham-United-Chelsea-July-1-2020-Premier-League
