,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-22,Sun,Premier League,Matchweek 2,Away,D 1–1,Manchester Utd,Southampton,N,LW,5,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,100.0,1.0,4.0,0.0,0.0,0.0,/en/matches/345b3989/Southampton-Manchester-United-August-22-2021-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-02,Thu,WCQ,First round,Away,W 4–0,eng England,hu Hungary,N,,7,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/7612db0b/Hungary-England-September-2-2021-WCQ----UEFA-M,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-05,Sun,WCQ,First round,Home,W 4–0,eng England,ad Andorra,Y,FW,90,2,1,0,0,5,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/cebf498c/England-Andorra-September-5-2021-WCQ----UEFA-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-11,Sat,Premier League,Matchweek 4,Home,W 4–1,Manchester Utd,Newcastle Utd,N,"LW,RW",25,1,0,0,0,1,1,0,0,14.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,9.0,11.0,81.8,0.0,6.0,0.0,1.0,1.0,/en/matches/7794fd6c/Manchester-United-Newcastle-United-September-11-2021-Premier-League,1.0,0.8333333333333334,0.3809523809523809
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-14,Tue,Champions Lg,Group stage,Away,L 1–2,eng Manchester Utd,ch Young Boys,N,FW,19,0,0,0,0,0,0,0,0,8.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.7,0.0,2.0,0.0,0.0,0.0,/en/matches/b3e0c6ca/Young-Boys-Manchester-United-September-14-2021-Champions-League,0.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-19,Sun,Premier League,Matchweek 5,Away,W 2–1,Manchester Utd,West Ham,N,RW,18,1,0,0,0,1,1,0,0,16.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,15.0,86.7,1.0,14.0,2.0,0.0,0.0,/en/matches/2daea068/West-Ham-United-Manchester-United-September-19-2021-Premier-League,1.0,0.6666666666666666,0.6785714285714285
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-22,Wed,EFL Cup,Third round,Home,L 0–1,Manchester Utd,West Ham,Y,FW,71,0,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6cb102d3/Manchester-United-West-Ham-United-September-22-2021-EFL-Cup,0.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-29,Wed,Champions Lg,Group stage,Home,W 2–1,eng Manchester Utd,es Villarreal,N,RW,2,0,1,0,0,1,1,0,0,3.0,0.0,0,0.0,0.1,0.1,0.1,1.0,1.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/8ad62c4a/Manchester-United-Villarreal-September-29-2021-Champions-League,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-09,Sat,WCQ,First round,Away,W 5–0,eng England,ad Andorra,Y,CM,72,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/aaa2a351/Andorra-England-October-9-2021-WCQ----UEFA-M,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-16,Sat,Premier League,Matchweek 8,Away,L 2–4,Manchester Utd,Leicester City,N,RW,11,0,0,0,0,1,1,0,0,13.0,2.0,0,1.0,0.0,0.0,0.1,2.0,0.0,7.0,7.0,100.0,2.0,6.0,0.0,0.0,0.0,/en/matches/45502ded/Leicester-City-Manchester-United-October-16-2021-Premier-League,0.0,0.6666666666666666,0.4404761904761905
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-30,Sat,Premier League,Matchweek 10,Away,W 3–0,Manchester Utd,Tottenham,N,FW,9,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,1.0,0.0,0.0,/en/matches/5a2b8c26/Tottenham-Hotspur-Manchester-United-October-30-2021-Premier-League,1.0,0.6666666666666666,0.5833333333333334
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-20,Sat,Premier League,Matchweek 12,Away,L 1–4,Manchester Utd,Watford,N,RW,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/31a03035/Watford-Manchester-United-November-20-2021-Premier-League,0.0,0.6666666666666666,0.4047619047619047
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-28,Sun,Premier League,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,N,FW,14,0,0,0,0,0,0,0,0,4.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,/en/matches/08b3c5d8/Chelsea-Manchester-United-November-28-2021-Premier-League,0.5,0.3333333333333333,0.880952380952381
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-12-02,Thu,Premier League,Matchweek 14,Home,W 3–2,Manchester Utd,Arsenal,N,LW,12,0,0,0,0,1,1,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,/en/matches/4323a38f/Manchester-United-Arsenal-December-2-2021-Premier-League,1.0,0.5,0.6785714285714285
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-12-08,Wed,Champions Lg,Group stage,Home,D 1–1,eng Manchester Utd,ch Young Boys,Y,CM,88,0,0,0,0,0,0,0,0,47.0,2.0,1,0.0,0.0,0.0,0.5,2.0,0.0,34.0,35.0,97.1,2.0,36.0,1.0,5.0,2.0,/en/matches/e7f6d2d5/Manchester-United-Young-Boys-December-8-2021-Champions-League,0.5,0.5,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2022-01-10,Mon,FA Cup,Third round proper,Home,W 1–0,Manchester Utd,Aston Villa,N,,5,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/bbe2d026/Manchester-United-Aston-Villa-January-10-2022-FA-Cup,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2022-01-15,Sat,Premier League,Matchweek 22,Away,D 2–2,Manchester Utd,Aston Villa,N,RM,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/745dc664/Aston-Villa-Manchester-United-January-15-2022-Premier-League,0.5,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2022-02-08,Tue,Premier League,Matchweek 24,Away,D 1–1,Manchester Utd,Burnley,N,DM,11,0,0,0,0,1,0,0,0,11.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,75.0,1.0,6.0,0.0,0.0,0.0,/en/matches/cb262ab8/Burnley-Manchester-United-February-8-2022-Premier-League,0.5,0.6666666666666666,0.5
