,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 1–2,Bournemouth,Wolves,N,CM,15,0,0,0,0,0,0,0,0,12.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,1.0,9.0,0.0,0.0,0.0,/en/matches/219643bc/Bournemouth-Wolverhampton-Wanderers-November-23-2019-Premier-League,0.0,0.5,0.861111111111111
1,1,1,1,1,1,1,1,1,1,1,1,2019-11-30,Sat,Premier League,Matchweek 14,Away,L 2–3,Bournemouth,Tottenham,N,CM,17,0,0,0,0,2,0,0,0,15.0,0.0,1,0.0,0.2,0.2,0.1,1.0,0.0,11.0,11.0,100.0,2.0,12.0,0.0,0.0,0.0,/en/matches/1722ba52/Tottenham-Hotspur-Bournemouth-November-30-2019-Premier-League,0.0,0.5,0.869047619047619
2,2,2,2,2,2,2,2,2,2,2,2,2019-12-07,Sat,Premier League,Matchweek 16,Home,L 0–3,Bournemouth,Liverpool,N,FW,27,0,0,0,0,0,0,0,0,9.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,0.0,5.0,0.0,0.0,0.0,/en/matches/b7f0ca17/Bournemouth-Liverpool-December-7-2019-Premier-League,0.0,0.5,0.8214285714285714
3,3,3,3,3,3,3,3,3,3,3,3,2019-12-14,Sat,Premier League,Matchweek 17,Away,W 1–0,Bournemouth,Chelsea,Y,CM,90,1,0,0,0,3,1,1,0,44.0,2.0,4,4.0,0.4,0.4,0.1,4.0,1.0,15.0,25.0,60.0,2.0,28.0,1.0,1.0,0.0,/en/matches/b75094e0/Chelsea-Bournemouth-December-14-2019-Premier-League,1.0,0.0,0.6666666666666666
4,4,4,4,4,4,4,4,4,4,4,4,2019-12-21,Sat,Premier League,Matchweek 18,Home,L 0–1,Bournemouth,Burnley,Y,"CM,RM",90,0,0,0,0,0,0,0,0,41.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,4.0,26.0,0.0,0.0,0.0,/en/matches/e8b74ca0/Bournemouth-Burnley-December-21-2019-Premier-League,0.0,0.3333333333333333,0.3571428571428571
5,5,5,5,5,5,5,5,5,5,5,5,2019-12-26,Thu,Premier League,Matchweek 19,Home,D 1–1,Bournemouth,Arsenal,Y,CM,69,1,0,0,0,1,1,0,0,44.0,2.0,1,5.0,0.6,0.6,0.0,1.0,0.0,21.0,26.0,80.8,2.0,23.0,1.0,0.0,0.0,/en/matches/5b1ecf02/Bournemouth-Arsenal-December-26-2019-Premier-League,0.5,0.3333333333333333,0.4047619047619047
6,6,6,6,6,6,6,6,6,6,6,6,2019-12-28,Sat,Premier League,Matchweek 20,Away,L 0–2,Bournemouth,Brighton,Y,"CM,LM",90,0,0,0,0,0,0,0,0,67.0,4.0,0,2.0,0.0,0.0,0.0,2.0,0.0,47.0,54.0,87.0,10.0,35.0,0.0,0.0,0.0,/en/matches/d7b72d7f/Brighton-and-Hove-Albion-Bournemouth-December-28-2019-Premier-League,0.0,0.5,0.2976190476190475
7,7,7,7,7,7,7,7,7,7,7,7,2020-01-01,Wed,Premier League,Matchweek 21,Away,L 0–4,Bournemouth,West Ham,Y,"LM,CM",67,0,0,0,0,0,0,0,0,55.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38.0,43.0,88.4,2.0,47.0,0.0,0.0,0.0,/en/matches/9ae01aab/West-Ham-United-Bournemouth-January-1-2020-Premier-League,0.0,0.1666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,2020-01-12,Sun,Premier League,Matchweek 22,Home,L 0–3,Bournemouth,Watford,Y,CM,58,0,0,0,0,0,0,0,0,56.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,34.0,44.0,77.3,5.0,39.0,0.0,1.0,0.0,/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League,0.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2020-01-18,Sat,Premier League,Matchweek 23,Away,L 0–1,Bournemouth,Norwich City,Y,"LM,RM",85,0,0,0,0,1,1,0,0,27.0,3.0,1,1.0,0.1,0.1,0.0,0.0,0.0,11.0,17.0,64.7,1.0,20.0,0.0,1.0,0.0,/en/matches/2550abdc/Norwich-City-Bournemouth-January-18-2020-Premier-League,0.0,0.0,0.5
