,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2020-09-24,Thu,EFL Cup,Third round,Away,W 3–0,Aston Villa,Bristol City,Y,FW,69,1,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/c92b74a3/Bristol-City-Aston-Villa-September-24-2020-EFL-Cup
1,2020-09-28,Mon,Premier League,Matchweek 3,Away,W 3–0,Aston Villa,Fulham,N,RW,7,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,3,0,1,1,/en/matches/6b258be0/Fulham-Aston-Villa-September-28-2020-Premier-League
2,2020-10-01,Thu,EFL Cup,Fourth round,Home,L 0–1,Aston Villa,Stoke City,Y,FW,76,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8f27b32d/Aston-Villa-Stoke-City-October-1-2020-EFL-Cup
3,2020-10-04,Sun,Premier League,Matchweek 4,Home,W 7–2,Aston Villa,Liverpool,N,RW,4,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,5,1,2,1,/en/matches/14a7771b/Aston-Villa-Liverpool-October-4-2020-Premier-League
4,2020-10-09,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–0,bf Burkina Faso,cd Congo DR,Y*,AM,81,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e904d8d6/Burkina-Faso-Congo-DR-October-9-2020-Friendlies-M
5,2020-10-12,Mon,Friendlies (M),Friendlies (M),Neutral,W 2–1,bf Burkina Faso,mg Madagascar,Y*,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9bb6ba49/Burkina-Faso-Madagascar-October-12-2020-Friendlies-M
6,2020-10-18,Sun,Premier League,Matchweek 5,Away,W 1–0,Aston Villa,Leicester City,N,RW,10,0,0,0,0,1,1,0,0,12,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,1,10,0,1,0,/en/matches/7751d8c1/Leicester-City-Aston-Villa-October-18-2020-Premier-League
7,2020-10-23,Fri,Premier League,Matchweek 6,Home,L 0–3,Aston Villa,Leeds United,N,RW,25,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.0,0,0,8,9,88.9,1,7,0,0,0,/en/matches/873ab775/Aston-Villa-Leeds-United-October-23-2020-Premier-League
8,2020-11-01,Sun,Premier League,Matchweek 7,Home,L 3–4,Aston Villa,Southampton,Y,RW,28,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,2,4,50.0,0,8,0,0,0,/en/matches/235264ac/Aston-Villa-Southampton-November-1-2020-Premier-League
9,2020-11-16,Mon,Africa Cup of Nations qualification,Group stage,Away,D 0–0,bf Burkina Faso,mw Malawi,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/377d4bd9/Malawi-Burkina-Faso-November-16-2020-Africa-Cup-of-Nations-qualification
10,2020-11-21,Sat,Premier League,Matchweek 9,Home,L 1–2,Aston Villa,Brighton,N,"RW,AM",69,0,1,0,0,1,1,0,0,41,1,0,0,0.0,0.0,0.2,4,1,28,39,71.8,1,28,0,0,0,/en/matches/dea0df40/Aston-Villa-Brighton-and-Hove-Albion-November-21-2020-Premier-League
