,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2021-10-03,Sun,Premier League,Matchweek 7,Away,D 2–2,Leicester City,Crystal Palace,Y,CM,59,0,0,0,0,0,0,0,0,50.0,5.0,3,0.0,0.0,0.0,0.0,2.0,0.0,24.0,34.0,70.6,3.0,11.0,0.0,1.0,1.0,/en/matches/b06fd537/Crystal-Palace-Leicester-City-October-3-2021-Premier-League,0.5,0.5,0.5238095238095238
1,1,1,1,1,1,1,1,1,2021-10-20,Wed,Europa Lg,Group stage,Away,W 4–3,eng Leicester City,ru Spartak Moscow,N,CM,26,0,0,0,0,0,0,0,0,13.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,1.0,4.0,0.0,0.0,0.0,/en/matches/5fb74839/Spartak-Moscow-Leicester-City-October-20-2021-Europa-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2021-10-27,Wed,EFL Cup,Fourth round,Home,D 2 (4)–2 (2),Leicester City,Brighton,Y*,DM,65,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/f11900cf/Leicester-City-Brighton-and-Hove-Albion-October-27-2021-EFL-Cup,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,2021-12-26,Sun,Premier League,Matchweek 19,Away,L 3–6,Leicester City,Manchester City,N,CM,20,0,0,0,0,0,0,0,0,8.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,7.0,0.0,0.0,0.0,/en/matches/49e84e17/Manchester-City-Leicester-City-December-26-2021-Premier-League,0.0,0.6666666666666666,0.861111111111111
4,4,4,4,4,4,4,4,4,2021-12-28,Tue,Premier League,Matchweek 20,Home,W 1–0,Leicester City,Liverpool,Y,RM,55,0,0,0,0,0,0,0,0,18.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,0.0,4.0,0.0,0.0,0.0,/en/matches/8ad7b26f/Leicester-City-Liverpool-December-28-2021-Premier-League,1.0,0.5,0.7976190476190477
5,5,5,5,5,5,5,5,5,2022-01-08,Sat,FA Cup,Third round proper,Home,W 4–1,Leicester City,Watford,Y,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/fd2ca892/Leicester-City-Watford-January-8-2022-FA-Cup,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,2022-01-19,Wed,Premier League,Matchweek 17,Home,L 2–3,Leicester City,Tottenham,Y,CB,90,0,0,0,0,1,0,1,0,79.0,3.0,2,0.0,0.0,0.0,0.0,1.0,0.0,55.0,63.0,87.3,1.0,53.0,0.0,2.0,1.0,/en/matches/77d28549/Leicester-City-Tottenham-Hotspur-January-19-2022-Premier-League,0.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,2022-02-17,Thu,Conf Lg,Knockout round play-offs,Home,W 4–1,eng Leicester City,dk Randers,N,CM,8,0,0,0,0,0,0,0,0,8.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/8168b96e/Leicester-City-Randers-February-17-2022-Europa-Conference-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,2022-02-24,Thu,Conf Lg,Knockout round play-offs,Away,W 3–1,eng Leicester City,dk Randers,N,RB,31,0,0,0,0,0,0,0,0,16.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,83.3,1.0,10.0,1.0,0.0,0.0,/en/matches/48682f5f/Randers-Leicester-City-February-24-2022-Europa-Conference-League,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,2022-03-05,Sat,Premier League,Matchweek 28,Home,W 1–0,Leicester City,Leeds United,Y,RB,60,0,0,0,0,0,0,0,0,50.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,80.0,0.0,19.0,0.0,0.0,0.0,/en/matches/1d777dcd/Leicester-City-Leeds-United-March-5-2022-Premier-League,1.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,2022-03-10,Thu,Conf Lg,Round of 16,Home,W 2–0,eng Leicester City,fr Rennes,N,RB,29,0,0,0,0,0,0,0,0,19.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,0.0,3.0,0.0,0.0,0.0,/en/matches/650d2ce5/Leicester-City-Rennes-March-10-2022-Europa-Conference-League,1.0,1.0,0.5
11,11,11,11,11,11,11,11,11,2022-04-02,Sat,Premier League,Matchweek 31,Away,D 1–1,Leicester City,Manchester Utd,N,DM,1,0,0,0,0,0,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/00863ee3/Manchester-United-Leicester-City-April-2-2022-Premier-League,0.5,1.0,0.5
