,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2023-08-29,Tue,EFL Cup,Second round,Away,D 1 (3)–1 (0),Brentford,Newport County,Y,CB,76,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/a56e715b/Newport-County-Brentford-August-29-2023-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,2023-09-02,Sat,Premier League,Matchweek 4,Home,D 2–2,Brentford,Bournemouth,Y,CB,80,0,0,0,0,0,0,0,0,52.0,2.0,0,2.0,0.0,0.0,0.1,2.0,0.0,34.0,44.0,77.3,4.0,26.0,0.0,0.0,0.0,/en/matches/e2946b10/Brentford-Bournemouth-September-2-2023-Premier-League,0.5,0.5,0.3452380952380952
2,2,2,2,2,2,2,2,2,2,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 0–1,Brentford,Newcastle Utd,Y,CB,71,0,0,0,0,0,0,0,0,34.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,78.6,2.0,20.0,1.0,0.0,0.0,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,0.0,0.5,0.1666666666666666
3,3,3,3,3,3,3,3,3,3,2023-11-04,Sat,Premier League,Matchweek 11,Home,W 3–2,Brentford,West Ham,N,LB,1,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/3235dd6e/Brentford-West-Ham-United-November-4-2023-Premier-League,1.0,0.3333333333333333,0.2564102564102564
4,4,4,4,4,4,4,4,4,4,2023-11-12,Sun,Premier League,Matchweek 12,Away,L 0–3,Brentford,Liverpool,Y,CB,90,0,0,0,0,1,0,0,0,43.0,1.0,1,0.0,0.1,0.1,0.0,2.0,0.0,21.0,33.0,63.6,2.0,22.0,0.0,0.0,0.0,/en/matches/996ee990/Liverpool-Brentford-November-12-2023-Premier-League,0.0,0.5,0.5888888888888889
