,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2020-09-05,Sat,UEFA Nations League,League A,Home,L 0–2,dk Denmark,be Belgium,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1289c134/Denmark-Belgium-September-5-2020-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,2020-09-08,Tue,UEFA Nations League,League A,Home,D 0–0,dk Denmark,eng England,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d9660d6d/Denmark-England-September-8-2020-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2020-09-14,Mon,Premier League,Matchweek 1,Away,W 3–1,Chelsea,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,55.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,47.0,93.6,1.0,28.0,0.0,0.0,0.0,/en/matches/9d7641eb/Brighton-and-Hove-Albion-Chelsea-September-14-2020-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,2020-09-20,Sun,Premier League,Matchweek 2,Home,L 0–2,Chelsea,Liverpool,Y,CB,44,0,0,0,0,0.0,0.0,0,1,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,40.0,92.5,0.0,28.0,0.0,0.0,0.0,/en/matches/c64e5792/Chelsea-Liverpool-September-20-2020-Premier-League,0.0,0.5,0.5714285714285714
4,4,4,4,4,4,4,2020-09-26,Sat,Premier League,Matchweek 3,Away,D 3–3,Chelsea,West Brom,Y,CB,90,0,0,0,0,0.0,0.0,1,0,123.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,117.0,89.7,7.0,94.0,2.0,0.0,0.0,/en/matches/d725a16c/West-Bromwich-Albion-Chelsea-September-26-2020-Premier-League,0.5,0.5,0.4523809523809524
5,5,5,5,5,5,5,2020-10-07,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,fo Faroe Islands,N,,19,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ea31a560/Denmark-Faroe-Islands-October-7-2020-Friendlies-M,1.0,0.5,0.5
6,6,6,6,6,6,6,2020-10-11,Sun,UEFA Nations League,League A,Away,W 3–0,dk Denmark,is Iceland,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,4.0,,,,,,,,,,,,,,,/en/matches/87336141/Iceland-Denmark-October-11-2020-UEFA-Nations-League,1.0,0.5,0.5
7,7,7,7,7,7,7,2020-10-14,Wed,UEFA Nations League,League A,Away,W 1–0,dk Denmark,eng England,Y,CB,45,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d75a308e/England-Denmark-October-14-2020-UEFA-Nations-League,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,2020-10-17,Sat,Premier League,Matchweek 5,Home,D 3–3,Chelsea,Southampton,Y,CB,90,0,0,0,0,1.0,0.0,0,0,78.0,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,59.0,67.0,88.1,1.0,52.0,0.0,0.0,0.0,/en/matches/9bd558f5/Chelsea-Southampton-October-17-2020-Premier-League,0.5,1.0,0.7023809523809523
9,9,9,9,9,9,9,2020-11-15,Sun,UEFA Nations League,League A,Home,W 2–1,dk Denmark,is Iceland,Y,DM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/4c05f71e/Denmark-Iceland-November-15-2020-UEFA-Nations-League,1.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,2020-11-18,Wed,UEFA Nations League,League A,Away,L 2–4,dk Denmark,be Belgium,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/f5d968c2/Belgium-Denmark-November-18-2020-UEFA-Nations-League,0.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,2020-12-02,Wed,Champions Lg,Group stage,Away,W 4–0,eng Chelsea,es Sevilla,Y,CB,90,0,0,0,0,0.0,0.0,0,0,43.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,75.7,0.0,22.0,0.0,0.0,0.0,/en/matches/d3a1eed4/Sevilla-Chelsea-December-2-2020-Champions-League,1.0,0.5,0.5
