,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,RM,14,0,0,0,0,1,0,0,0,7.0,1.0,0,0.0,0.4,0.4,0.0,0.0,0.0,2.0,3.0,66.7,0.0,3.0,0.0,1.0,0.0,/en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,RW,6,0,0,0,0,0,0,0,0,10.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,100.0,1.0,7.0,2.0,1.0,0.0,/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2023-09-08,Fri,WCQ,WCQ — CONMEBOL (M),Home,W 3–1,uy Uruguay,cl Chile,Y,FW,70,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a3fac10c/Uruguay-Chile-September-8-2023-WCQ----CONMEBOL-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2023-09-12,Tue,WCQ,WCQ — CONMEBOL (M),Away,L 1–2,uy Uruguay,ec Ecuador,N,,21,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/37e01439/Ecuador-Uruguay-September-12-2023-WCQ----CONMEBOL-M,0.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,Manchester Utd,Brighton,N,RW,6,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,1.0,5.0,1.0,2.0,2.0,/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,0.0,0.3333333333333333,0.6666666666666666
5,5,5,5,5,5,5,5,5,5,5,2023-09-20,Wed,Champions Lg,Group stage,Away,L 3–4,eng Manchester Utd,de Bayern Munich,Y,RW,80,0,0,0,0,0,0,0,0,23.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0,93.3,1.0,14.0,1.0,2.0,1.0,/en/matches/8c29e4f7/Bayern-Munich-Manchester-United-September-20-2023-Champions-League,0.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,2023-09-26,Tue,EFL Cup,Third round,Home,W 3–0,Manchester Utd,Crystal Palace,Y,AM,90,0,0,0,0,4,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/d89d2a1a/Manchester-United-Crystal-Palace-September-26-2023-EFL-Cup,1.0,0.0,0.5
7,7,7,7,7,7,7,7,7,7,7,2023-09-30,Sat,Premier League,Matchweek 7,Home,L 0–1,Manchester Utd,Crystal Palace,Y,RW,60,0,0,0,0,0,0,0,0,35.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,71.4,1.0,27.0,1.0,2.0,1.0,/en/matches/ef2b7ab9/Manchester-United-Crystal-Palace-September-30-2023-Premier-League,0.0,0.3333333333333333,0.282051282051282
8,8,8,8,8,8,8,8,8,8,8,2023-10-12,Thu,WCQ,WCQ — CONMEBOL (M),Away,D 2–2,uy Uruguay,co Colombia,Y,AM,45,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/69c44fb6/Colombia-Uruguay-October-12-2023-WCQ----CONMEBOL-M,0.5,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,2023-10-17,Tue,WCQ,WCQ — CONMEBOL (M),Home,W 2–0,uy Uruguay,br Brazil,Y,AM,87,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/234290bd/Uruguay-Brazil-October-17-2023-WCQ----CONMEBOL-M,1.0,0.5,0.5
10,10,10,10,10,10,10,10,10,10,10,2023-11-04,Sat,Premier League,Matchweek 11,Away,W 1–0,Manchester Utd,Fulham,N,"RW,RM",28,0,1,0,0,1,1,0,0,15.0,0.0,0,2.0,0.0,0.0,0.1,0.0,0.0,6.0,8.0,75.0,0.0,5.0,0.0,0.0,0.0,/en/matches/31273be0/Fulham-Manchester-United-November-4-2023-Premier-League,1.0,0.5,0.4895833333333333
