,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-07,Sat,Community Shield,FA Community Shield,Neutral,W 1–0,Leicester City,Manchester City,N,,20,0,,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6a1fc101/Leicester-City-Manchester-City-August-7-2021-FA-Community-Shield,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-23,Mon,Premier League,Matchweek 2,Away,L 1–4,Leicester City,West Ham,N,LW,27,0,0.0,0,0,0.0,0.0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,/en/matches/1d07228e/West-Ham-United-Leicester-City-August-23-2021-Premier-League,0.0,0.5,0.5384615384615384
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-03,Fri,WCQ,Second round,Away,W 2–1,zm Zambia,mr Mauritania,Y,FW,90,0,0.0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/fd0c21dc/Mauritania-Zambia-September-3-2021-WCQ----CAF-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-16,Thu,Europa Lg,Group stage,Home,D 2–2,eng Leicester City,it Napoli,Y,RW,69,0,0.0,0,0,2.0,1.0,0,0,30.0,0.0,0.0,1.0,0.1,0.1,0.2,2.0,1.0,12.0,16.0,75.0,1.0,23.0,0.0,1.0,0.0,/en/matches/ca7a900a/Leicester-City-Napoli-September-16-2021-Europa-League,0.5,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-22,Wed,EFL Cup,Third round,Away,W 2–0,Leicester City,Millwall,N,,22,0,0.0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/70b9eff1/Millwall-Leicester-City-September-22-2021-EFL-Cup,1.0,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-30,Thu,Europa Lg,Group stage,Away,L 0–1,eng Leicester City,pl Legia Warsaw,Y,FW,83,0,0.0,0,0,5.0,2.0,0,0,15.0,0.0,0.0,1.0,0.3,0.3,0.2,1.0,0.0,5.0,7.0,71.4,1.0,10.0,0.0,0.0,0.0,/en/matches/a44d023b/Legia-Warsaw-Leicester-City-September-30-2021-Europa-League,0.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-07,Thu,WCQ,Second round,Away,L 0–2,zm Zambia,gq Equ. Guinea,Y,FW,90,0,0.0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/4742065d/Equatorial-Guinea-Zambia-October-7-2021-WCQ----CAF-M,0.0,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-16,Sat,Premier League,Matchweek 8,Home,W 4–2,Leicester City,Manchester Utd,N,FW,14,1,0.0,0,0,3.0,3.0,0,0,11.0,1.0,1.0,0.0,0.6,0.6,0.2,2.0,1.0,2.0,4.0,50.0,0.0,8.0,0.0,0.0,0.0,/en/matches/45502ded/Leicester-City-Manchester-United-October-16-2021-Premier-League,1.0,0.3333333333333333,0.642857142857143
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-20,Wed,Europa Lg,Group stage,Away,W 4–3,eng Leicester City,ru Spartak Moscow,Y,FW,90,4,0.0,0,0,6.0,4.0,0,0,29.0,0.0,0.0,1.0,2.1,2.1,0.2,2.0,0.0,11.0,14.0,78.6,1.0,9.0,2.0,2.0,1.0,/en/matches/5fb74839/Spartak-Moscow-Leicester-City-October-20-2021-Europa-League,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-24,Sun,Premier League,Matchweek 9,Away,W 2–1,Leicester City,Brentford,N,FW,45,0,1.0,0,0,3.0,1.0,0,0,14.0,0.0,0.0,0.0,0.2,0.2,0.9,2.0,1.0,7.0,7.0,100.0,2.0,2.0,1.0,0.0,0.0,/en/matches/b5c25937/Brentford-Leicester-City-October-24-2021-Premier-League,1.0,0.6666666666666666,0.5357142857142858
