,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2020-02-01,Sun,Matchweek 27,Home,W 3–0,Manchester Utd,Watford,Y,AM,90,0,0,0,0,3,0,5,0,0,1,0,0,4,1,4,20.0,/en/matches/835d0c36/Manchester-United-Watford-February-23-2020-Premier-League
1,2020-02-01,Sun,Matchweek 28,Away,D 1–1,Manchester Utd,Everton,Y,AM,90,0,0,0,2,0,0,11,0,2,0,0,0,6,0,1,0.0,/en/matches/ea2c2272/Everton-Manchester-United-March-1-2020-Premier-League
2,2020-02-01,Sun,Matchweek 29,Home,W 2–0,Manchester Utd,Manchester City,Y,"AM,FW",87,0,0,0,0,1,1,2,4,0,0,0,0,1,0,1,0.0,/en/matches/04416d35/Manchester-Derby-Manchester-United-Manchester-City-March-8-2020-Premier-League
3,2020-02-01,Fri,Matchweek 30,Away,D 1–1,Manchester Utd,Tottenham,Y,AM,90,0,0,0,0,3,0,7,2,0,0,0,0,9,0,0,,/en/matches/973a441a/Tottenham-Hotspur-Manchester-United-June-19-2020-Premier-League
4,2020-02-01,Wed,Matchweek 31,Home,W 3–0,Manchester Utd,Sheffield Utd,Y,AM,79,0,0,0,0,1,0,6,1,1,0,0,0,4,0,0,,/en/matches/54cdce8b/Manchester-United-Sheffield-United-June-24-2020-Premier-League
5,2020-02-01,Tue,Matchweek 32,Away,W 3–0,Manchester Utd,Brighton,Y,AM,63,0,0,0,0,0,0,4,0,3,0,0,0,2,0,1,0.0,/en/matches/be321c59/Brighton-and-Hove-Albion-Manchester-United-June-30-2020-Premier-League
6,2020-02-01,Sat,Matchweek 33,Home,W 5–2,Manchester Utd,Bournemouth,Y,AM,90,0,0,0,0,0,0,10,0,0,0,0,0,4,0,1,0.0,/en/matches/8bed0062/Manchester-United-Bournemouth-July-4-2020-Premier-League
7,2020-02-01,Thu,Matchweek 34,Away,W 3–0,Manchester Utd,Aston Villa,Y,AM,70,0,0,0,2,1,0,2,1,1,1,0,0,6,1,0,100.0,/en/matches/61422f26/Aston-Villa-Manchester-United-July-9-2020-Premier-League
8,2020-02-01,Mon,Matchweek 35,Home,D 2–2,Manchester Utd,Southampton,Y,AM,83,0,0,0,1,2,0,6,2,0,0,0,0,4,0,0,,/en/matches/668c9423/Manchester-United-Southampton-July-13-2020-Premier-League
9,2020-02-01,Thu,Matchweek 36,Away,W 2–0,Manchester Utd,Crystal Palace,Y,AM,90,0,0,0,1,0,0,8,0,1,0,0,0,2,0,0,,/en/matches/69a16f9d/Crystal-Palace-Manchester-United-July-16-2020-Premier-League
10,2020-02-01,Wed,Matchweek 37,Home,D 1–1,Manchester Utd,West Ham,Y,AM,90,1,0,0,0,0,0,3,0,0,0,0,0,6,0,0,,/en/matches/bf25e016/Manchester-United-West-Ham-United-July-22-2020-Premier-League
11,2020-02-01,Sun,Matchweek 38,Away,W 2–0,Manchester Utd,Leicester City,Y,AM,85,0,0,0,0,0,1,4,0,1,0,0,0,10,0,2,0.0,/en/matches/3873cc78/Leicester-City-Manchester-United-July-26-2020-Premier-League
