,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-05,Fri,Premier League,Matchweek 1,Home,L 0–2,Crystal Palace,Arsenal,Y,FW,57,0,0,0,0,3,1,0,0,20.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,3.0,6.0,50.0,0.0,12.0,2.0,2.0,1.0,/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League,0.0,0.5,0.488095238095238
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-15,Mon,Premier League,Matchweek 2,Away,D 1–1,Crystal Palace,Liverpool,N,RM,28,0,0,0,0,0,0,1,0,13.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,1.0,8.0,1.0,1.0,1.0,/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,0.5,0.5,0.5555555555555556
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-20,Sat,Premier League,Matchweek 3,Home,W 3–1,Crystal Palace,Aston Villa,Y,FW,69,0,1,0,0,2,1,0,0,28.0,1.0,0,0.0,0.2,0.2,0.1,2.0,0.0,16.0,18.0,88.9,2.0,15.0,0.0,0.0,0.0,/en/matches/3f89bccf/Crystal-Palace-Aston-Villa-August-20-2022-Premier-League,1.0,0.5,0.4761904761904761
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-23,Tue,EFL Cup,Second round,Away,W 2–0,Crystal Palace,Oxford United,Y,FW,75,1,0,0,0,5,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8293dad0/Oxford-United-Crystal-Palace-August-23-2022-EFL-Cup,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 2–4,Crystal Palace,Manchester City,Y,FW,66,0,0,0,0,0,0,0,0,25.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,20.0,85.0,5.0,15.0,2.0,3.0,1.0,/en/matches/3b9bbac7/Manchester-City-Crystal-Palace-August-27-2022-Premier-League,0.0,0.8333333333333334,0.7444444444444446
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-30,Tue,Premier League,Matchweek 5,Home,D 1–1,Crystal Palace,Brentford,N,FW,37,0,0,0,0,0,0,0,0,16.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,13.0,92.3,2.0,9.0,0.0,0.0,0.0,/en/matches/e1d6440f/Crystal-Palace-Brentford-August-30-2022-Premier-League,0.5,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-03,Sat,Premier League,Matchweek 6,Away,D 0–0,Crystal Palace,Newcastle Utd,N,FW,28,0,0,0,0,2,2,0,0,11.0,0.0,0,1.0,0.2,0.2,0.2,4.0,0.0,5.0,7.0,71.4,0.0,6.0,0.0,0.0,0.0,/en/matches/4ca4efa3/Newcastle-United-Crystal-Palace-September-3-2022-Premier-League,0.5,0.5,0.4666666666666666
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-01,Sat,Premier League,Matchweek 9,Home,L 1–2,Crystal Palace,Chelsea,Y,FW,83,1,0,0,0,1,1,1,0,26.0,2.0,0,1.0,0.2,0.2,0.0,2.0,1.0,13.0,18.0,72.2,1.0,14.0,1.0,1.0,0.0,/en/matches/372249f3/Crystal-Palace-Chelsea-October-1-2022-Premier-League,0.0,0.3333333333333333,0.4888888888888888
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-09,Sun,Premier League,Matchweek 10,Home,W 2–1,Crystal Palace,Leeds United,Y,FW,85,1,0,0,0,2,1,0,0,34.0,1.0,0,2.0,0.3,0.3,0.0,2.0,0.0,17.0,20.0,85.0,2.0,11.0,0.0,0.0,0.0,/en/matches/f9563020/Crystal-Palace-Leeds-United-October-9-2022-Premier-League,1.0,0.3333333333333333,0.3888888888888888
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-15,Sat,Premier League,Matchweek 11,Away,D 0–0,Crystal Palace,Leicester City,Y,FW,64,0,0,0,0,1,1,0,0,25.0,1.0,0,1.0,0.1,0.1,0.0,2.0,0.0,10.0,17.0,58.8,1.0,13.0,2.0,4.0,2.0,/en/matches/37677e58/Leicester-City-Crystal-Palace-October-15-2022-Premier-League,0.5,0.5,0.3444444444444444
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-10-18,Tue,Premier League,Matchweek 12,Home,W 2–1,Crystal Palace,Wolves,Y,FW,80,0,1,0,0,2,0,0,0,36.0,4.0,2,0.0,0.1,0.1,0.4,3.0,1.0,18.0,22.0,81.8,1.0,19.0,4.0,2.0,0.0,/en/matches/60705c6d/Crystal-Palace-Wolverhampton-Wanderers-October-18-2022-Premier-League,1.0,0.5,0.3444444444444444
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-10-22,Sat,Premier League,Matchweek 13,Away,L 0–3,Crystal Palace,Everton,Y,FW,90,0,0,0,0,1,0,0,0,25.0,0.0,0,0.0,0.2,0.2,0.0,2.0,0.0,10.0,17.0,58.8,3.0,16.0,4.0,1.0,1.0,/en/matches/24d23a55/Everton-Crystal-Palace-October-22-2022-Premier-League,0.0,0.8333333333333334,0.1041666666666666
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2022-10-29,Sat,Premier League,Matchweek 14,Home,W 1–0,Crystal Palace,Southampton,Y,FW,74,1,0,0,0,2,1,1,0,26.0,1.0,0,1.0,0.3,0.3,0.1,4.0,0.0,12.0,16.0,75.0,0.0,17.0,0.0,2.0,1.0,/en/matches/4be07239/Crystal-Palace-Southampton-October-29-2022-Premier-League,1.0,0.5,0.611111111111111
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-11-12,Sat,Premier League,Matchweek 16,Away,L 0–1,Crystal Palace,Nott'ham Forest,N,CM,6,0,0,0,0,1,0,0,0,4.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/ee827a60/Nottingham-Forest-Crystal-Palace-November-12-2022-Premier-League,0.0,0.6666666666666666,0.5111111111111112
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2022-12-31,Sat,Premier League,Matchweek 18,Away,W 2–0,Crystal Palace,Bournemouth,N,LW,17,0,0,0,0,1,1,0,0,13.0,2.0,0,1.0,0.5,0.5,0.0,2.0,0.0,4.0,7.0,57.1,3.0,6.0,1.0,1.0,0.0,/en/matches/dab2ed3a/Bournemouth-Crystal-Palace-December-31-2022-Premier-League,1.0,0.3333333333333333,0.3222222222222222
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2023-01-04,Wed,Premier League,Matchweek 19,Home,L 0–4,Crystal Palace,Tottenham,N,FW,18,0,0,0,0,1,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.1,2.0,0.0,8.0,9.0,88.9,0.0,4.0,0.0,1.0,0.0,/en/matches/d8118454/Crystal-Palace-Tottenham-Hotspur-January-4-2023-Premier-League,0.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2023-01-07,Sat,FA Cup,Third round proper,Home,L 1–2,Crystal Palace,Southampton,Y,FW,64,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/fa8b55b9/Crystal-Palace-Southampton-January-7-2023-FA-Cup,0.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2023-01-15,Sun,Premier League,Matchweek 20,Away,L 0–1,Crystal Palace,Chelsea,N,FW,22,0,0,0,0,1,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,1.0,6.0,0.0,1.0,0.0,/en/matches/564d2893/Chelsea-Crystal-Palace-January-15-2023-Premier-League,0.0,0.3333333333333333,0.5
