,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-10-20,Thu,Premier League,Matchweek 12,Home,W 2–0,Leicester City,Leeds United,Y,FW,63,0,0,0,0,0,0,0,0,21.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.0,46.7,1.0,9.0,0.0,1.0,0.0,/en/matches/6356af5a/Leicester-City-Leeds-United-October-20-2022-Premier-League,1.0,0.5,0.2187499999999999
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-10-23,Sun,Premier League,Matchweek 13,Away,W 4–0,Leicester City,Wolves,N,FW,29,1,1,0,0,1,1,0,0,12.0,1.0,0,1.0,0.5,0.5,0.1,1.0,1.0,3.0,6.0,50.0,0.0,2.0,0.0,1.0,0.0,/en/matches/8774e664/Wolverhampton-Wanderers-Leicester-City-October-23-2022-Premier-League,1.0,0.5,0.311111111111111
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2022-10-29,Sat,Premier League,Matchweek 14,Home,L 0–1,Leicester City,Manchester City,Y,FW,70,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,5.0,10.0,50.0,1.0,8.0,1.0,1.0,0.0,/en/matches/96b9ae4e/Leicester-City-Manchester-City-October-29-2022-Premier-League,0.0,0.8333333333333334,0.5384615384615384
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-11-05,Sat,Premier League,Matchweek 15,Away,W 2–0,Leicester City,Everton,N,FW,21,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/831c73fc/Everton-Leicester-City-November-5-2022-Premier-League,1.0,0.6666666666666666,0.5520833333333333
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2022-11-08,Tue,EFL Cup,Third round,Home,W 3–0,Leicester City,Newport County,Y,FW,90,2,0,0,0,4,4,0,0,,,0,,,,,,,,,,,,,,,/en/matches/06c3f4e7/Leicester-City-Newport-County-November-8-2022-EFL-Cup,1.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2022-11-12,Sat,Premier League,Matchweek 16,Away,W 2–0,Leicester City,West Ham,N,FW,22,0,0,0,0,1,1,0,0,8.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,4.0,75.0,0.0,5.0,1.0,1.0,1.0,/en/matches/6e89557a/West-Ham-United-Leicester-City-November-12-2022-Premier-League,1.0,0.6666666666666666,0.3461538461538461
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2022-12-20,Tue,EFL Cup,Fourth round,Away,W 3–0,Leicester City,MK Dons,Y,FW,66,1,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6abdffaf/Milton-Keynes-Dons-Leicester-City-December-20-2022-EFL-Cup,1.0,1.0,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2022-12-26,Mon,Premier League,Matchweek 17,Home,L 0–3,Leicester City,Newcastle Utd,N,FW,45,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,0.0,3.0,1.0,0.0,0.0,/en/matches/8e186153/Leicester-City-Newcastle-United-December-26-2022-Premier-League,0.0,1.0,0.788888888888889
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2022-12-30,Fri,Premier League,Matchweek 18,Away,L 1–2,Leicester City,Liverpool,N,FW,76,0,0,0,0,1,0,0,0,12.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,71.4,2.0,6.0,0.0,0.0,0.0,/en/matches/c5e4ccf5/Liverpool-Leicester-City-December-30-2022-Premier-League,0.0,0.6666666666666666,0.6444444444444444
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2023-01-03,Tue,Premier League,Matchweek 19,Home,L 0–1,Leicester City,Fulham,Y,FW,90,0,0,0,0,2,2,0,0,16.0,0.0,0,0.0,0.3,0.3,0.1,2.0,0.0,3.0,10.0,30.0,1.0,9.0,1.0,1.0,0.0,/en/matches/12e0894b/Leicester-City-Fulham-January-3-2023-Premier-League,0.0,0.3333333333333333,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2023-01-07,Sat,FA Cup,Third round proper,Away,W 1–0,Leicester City,Gillingham,Y,FW,80,0,1,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/11c31bb5/Gillingham-Leicester-City-January-7-2023-FA-Cup,1.0,0.0,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2023-01-10,Tue,EFL Cup,Quarter-finals,Away,L 0–2,Leicester City,Newcastle Utd,N,,27,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/28d92a8d/Newcastle-United-Leicester-City-January-10-2023-EFL-Cup,0.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2023-01-14,Sat,Premier League,Matchweek 20,Away,L 0–2,Leicester City,Nott'ham Forest,Y,FW,90,0,0,0,0,0,0,0,0,19.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,12.0,50.0,0.0,6.0,0.0,0.0,0.0,/en/matches/95d3b457/Nottingham-Forest-Leicester-City-January-14-2023-Premier-League,0.0,0.3333333333333333,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2023-01-21,Sat,Premier League,Matchweek 21,Home,D 2–2,Leicester City,Brighton,Y,FW,85,0,0,0,0,1,0,0,0,21.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,30.0,1.0,8.0,1.0,0.0,0.0,/en/matches/bcbbc55f/Leicester-City-Brighton-and-Hove-Albion-January-21-2023-Premier-League,0.5,0.3333333333333333,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2023-02-04,Sat,Premier League,Matchweek 22,Away,W 4–2,Leicester City,Aston Villa,N,FW,24,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.1,2.0,0.0,3.0,7.0,42.9,1.0,5.0,0.0,1.0,1.0,/en/matches/76a2a22c/Aston-Villa-Leicester-City-February-4-2023-Premier-League,1.0,0.1666666666666666,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2023-02-11,Sat,Premier League,Matchweek 23,Home,W 4–1,Leicester City,Tottenham,N,FW,14,0,0,0,0,0,0,0,0,8.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,/en/matches/390c7b85/Leicester-City-Tottenham-Hotspur-February-11-2023-Premier-League,1.0,0.5,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2023-02-19,Sun,Premier League,Matchweek 24,Away,L 0–3,Leicester City,Manchester Utd,N,FW,16,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,/en/matches/d6e88163/Manchester-United-Leicester-City-February-19-2023-Premier-League,0.0,0.8333333333333334,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2023-02-25,Sat,Premier League,Matchweek 25,Home,L 0–1,Leicester City,Arsenal,N,FW,29,0,0,0,0,0,0,0,0,8.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/145cc0a5/Leicester-City-Arsenal-February-25-2023-Premier-League,0.0,0.6666666666666666,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2023-02-28,Tue,FA Cup,Fifth round proper,Home,L 1–2,Leicester City,Blackburn,Y*,FW,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/dd63163a/Leicester-City-Blackburn-Rovers-February-28-2023-FA-Cup,0.0,0.3333333333333333,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2023-03-04,Sat,Premier League,Matchweek 26,Away,L 0–1,Leicester City,Southampton,N,FW,23,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,60.0,1.0,6.0,0.0,0.0,0.0,/en/matches/4d14422c/Southampton-Leicester-City-March-4-2023-Premier-League,0.0,0.0,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2023-03-11,Sat,Premier League,Matchweek 27,Home,L 1–3,Leicester City,Chelsea,N,RW,15,0,0,0,0,1,0,0,0,9.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,4.0,7.0,57.1,2.0,3.0,0.0,0.0,0.0,/en/matches/bd5571a1/Leicester-City-Chelsea-March-11-2023-Premier-League,0.0,0.0,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2023-03-18,Sat,Premier League,Matchweek 28,Away,D 1–1,Leicester City,Brentford,N,FW,25,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,20.0,0.0,4.0,0.0,1.0,1.0,/en/matches/7647948e/Brentford-Leicester-City-March-18-2023-Premier-League,0.5,0.0,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2023-04-04,Tue,Premier League,Matchweek 7,Home,L 1–2,Leicester City,Aston Villa,Y,FW,75,0,0,0,0,1,0,0,0,13.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,1.0,3.0,0.0,1.0,0.0,/en/matches/f213214b/Leicester-City-Aston-Villa-April-4-2023-Premier-League,0.0,0.1666666666666666,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2023-04-08,Sat,Premier League,Matchweek 30,Home,L 0–1,Leicester City,Bournemouth,Y,FW,57,0,0,0,0,1,0,0,0,10.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,3.0,7.0,42.9,0.0,7.0,0.0,1.0,1.0,/en/matches/72ca7930/Leicester-City-Bournemouth-April-8-2023-Premier-League,0.0,0.1666666666666666,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2023-04-15,Sat,Premier League,Matchweek 31,Away,L 1–3,Leicester City,Manchester City,Y,FW,45,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,83.3,0.0,5.0,0.0,0.0,0.0,/en/matches/ce8df388/Manchester-City-Leicester-City-April-15-2023-Premier-League,0.0,0.1666666666666666,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2023-04-22,Sat,Premier League,Matchweek 32,Home,W 2–1,Leicester City,Wolves,Y,FW,45,0,0,0,0,0,0,0,0,11.0,0.0,0,1.0,0.0,0.0,0.4,2.0,1.0,4.0,6.0,66.7,1.0,5.0,0.0,1.0,0.0,/en/matches/b87e66b4/Leicester-City-Wolverhampton-Wanderers-April-22-2023-Premier-League,1.0,0.0,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2023-04-25,Tue,Premier League,Matchweek 33,Away,D 1–1,Leicester City,Leeds United,N,FW,21,1,0,0,0,1,1,0,0,6.0,1.0,0,0.0,0.4,0.4,0.1,1.0,0.0,2.0,4.0,50.0,0.0,3.0,0.0,0.0,0.0,/en/matches/56c70cf7/Leeds-United-Leicester-City-April-25-2023-Premier-League,0.5,0.3333333333333333,0.5
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2023-05-01,Mon,Premier League,Matchweek 34,Home,D 2–2,Leicester City,Everton,Y,FW,90,1,0,0,0,3,1,0,0,22.0,0.0,0,2.0,2.1,2.1,0.1,4.0,1.0,3.0,11.0,27.3,0.0,7.0,2.0,4.0,3.0,/en/matches/95d2cc61/Leicester-City-Everton-May-1-2023-Premier-League,0.5,0.5,0.5
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2023-05-08,Mon,Premier League,Matchweek 35,Away,L 3–5,Leicester City,Fulham,Y,FW,75,0,0,0,1,2,2,0,0,17.0,0.0,0,0.0,1.1,0.3,0.0,3.0,0.0,5.0,11.0,45.5,0.0,7.0,1.0,3.0,2.0,/en/matches/9a5efecc/Fulham-Leicester-City-May-8-2023-Premier-League,0.0,0.6666666666666666,0.5
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2023-05-15,Mon,Premier League,Matchweek 36,Home,L 0–3,Leicester City,Liverpool,Y,FW,90,0,0,0,0,2,2,0,0,12.0,1.0,0,0.0,0.3,0.3,0.0,2.0,0.0,4.0,5.0,80.0,0.0,4.0,0.0,1.0,0.0,/en/matches/7dd0fbd7/Leicester-City-Liverpool-May-15-2023-Premier-League,0.0,0.3333333333333333,0.5
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2023-05-22,Mon,Premier League,Matchweek 37,Away,D 0–0,Leicester City,Newcastle Utd,Y,FW,62,0,0,0,0,0,0,0,0,18.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,44.4,1.0,12.0,0.0,2.0,1.0,/en/matches/807863d8/Newcastle-United-Leicester-City-May-22-2023-Premier-League,0.5,0.1666666666666666,0.5
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2023-05-28,Sun,Premier League,Matchweek 38,Home,W 2–1,Leicester City,West Ham,N,FW,14,0,0,0,0,0,0,0,0,9.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,0.0,2.0,1.0,0.0,0.0,/en/matches/a96c9915/Leicester-City-West-Ham-United-May-28-2023-Premier-League,1.0,0.1666666666666666,0.5
