,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–2,Watford,Aston Villa,Y,FW,65,1,1,0,0,5.0,3.0,0,0,27.0,2.0,0.0,0.0,0.6,0.6,0.2,7.0,2.0,12.0,15.0,80.0,2.0,20.0,3.0,3.0,1.0,/en/matches/814b563c/Watford-Aston-Villa-August-14-2021-Premier-League,1.0,0.5,0.5238095238095238
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Away,L 0–2,Watford,Brighton,Y,"FW,RW",90,0,0,0,0,1.0,0.0,0,0,31.0,3.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,13.0,24.0,54.2,0.0,14.0,2.0,3.0,2.0,/en/matches/072af2f8/Brighton-and-Hove-Albion-Watford-August-21-2021-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-24,Tue,EFL Cup,Second round,Home,W 1–0,Watford,Crystal Palace,N,,45,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/e7c899e5/Watford-Crystal-Palace-August-24-2021-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-29,Sun,Premier League,Matchweek 3,Away,L 0–1,Watford,Tottenham,Y,"LM,FW",90,0,0,0,0,2.0,0.0,1,0,29.0,3.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,15.0,19.0,78.9,1.0,10.0,4.0,5.0,4.0,/en/matches/3cd9a733/Tottenham-Hotspur-Watford-August-29-2021-Premier-League,0.0,0.6666666666666666,0.7948717948717948
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-11,Sat,Premier League,Matchweek 4,Home,L 0–2,Watford,Wolves,Y,"LM,FW,CM",90,0,0,0,0,1.0,0.0,1,0,38.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,59.3,1.0,18.0,3.0,3.0,2.0,/en/matches/09db0909/Watford-Wolverhampton-Wanderers-September-11-2021-Premier-League,0.0,0.3333333333333333,0.4615384615384615
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-18,Sat,Premier League,Matchweek 5,Away,W 3–1,Watford,Norwich City,Y,LW,72,1,0,0,0,2.0,2.0,0,0,33.0,1.0,0.0,2.0,0.2,0.2,0.0,0.0,0.0,10.0,19.0,52.6,1.0,11.0,3.0,3.0,0.0,/en/matches/835fa19c/Norwich-City-Watford-September-18-2021-Premier-League,1.0,0.3333333333333333,0.3809523809523809
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-21,Tue,EFL Cup,Third round,Home,L 1–3,Watford,Stoke City,N,,11,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7cfca76c/Watford-Stoke-City-September-21-2021-EFL-Cup,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-25,Sat,Premier League,Matchweek 6,Home,D 1–1,Watford,Newcastle Utd,Y,LW,74,0,0,0,0,4.0,1.0,1,0,25.0,2.0,2.0,0.0,0.3,0.3,0.0,1.0,0.0,9.0,13.0,69.2,1.0,16.0,4.0,4.0,2.0,/en/matches/70fda3e9/Watford-Newcastle-United-September-25-2021-Premier-League,0.5,0.3333333333333333,0.3333333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-02,Sat,Premier League,Matchweek 7,Away,L 0–1,Watford,Leeds United,Y,"LW,FW",90,0,0,0,0,1.0,1.0,1,0,28.0,1.0,0.0,2.0,0.1,0.1,0.1,2.0,0.0,10.0,15.0,66.7,1.0,7.0,0.0,1.0,0.0,/en/matches/be9d8a45/Leeds-United-Watford-October-2-2021-Premier-League,0.0,0.5,0.3333333333333333
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-16,Sat,Premier League,Matchweek 8,Home,L 0–5,Watford,Liverpool,Y,"RM,RW",68,0,0,0,0,0.0,0.0,0,0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,64.3,2.0,13.0,1.0,2.0,1.0,/en/matches/2ce6d340/Watford-Liverpool-October-16-2021-Premier-League,0.0,0.1666666666666666,0.7142857142857144
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-23,Sat,Premier League,Matchweek 9,Away,W 5–2,Watford,Everton,N,"RW,RM",27,1,2,0,0,2.0,2.0,1,0,16.0,1.0,0.0,2.0,0.5,0.5,1.3,4.0,2.0,3.0,6.0,50.0,1.0,6.0,0.0,2.0,1.0,/en/matches/6985d123/Everton-Watford-October-23-2021-Premier-League,1.0,0.1666666666666666,0.5256410256410257
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-07,Sun,Premier League,Matchweek 11,Away,L 0–1,Watford,Arsenal,Y,"LM,LW",73,0,0,0,0,1.0,0.0,0,0,41.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,47.4,2.0,21.0,1.0,5.0,3.0,/en/matches/e0208fcf/Arsenal-Watford-November-7-2021-Premier-League,0.0,0.3333333333333333,0.9047619047619048
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-20,Sat,Premier League,Matchweek 12,Home,W 4–1,Watford,Manchester Utd,Y,LM,90,1,2,0,0,4.0,1.0,1,0,38.0,2.0,0.0,1.0,0.2,0.2,0.5,4.0,2.0,12.0,24.0,50.0,2.0,21.0,6.0,6.0,2.0,/en/matches/31a03035/Watford-Manchester-United-November-20-2021-Premier-League,1.0,0.3333333333333333,0.4222222222222222
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-11-28,Sun,Premier League,Matchweek 13,Away,L 2–4,Watford,Leicester City,Y,"FW,LW,AM",70,1,0,0,0,3.0,2.0,0,0,23.0,1.0,1.0,0.0,0.7,0.7,0.1,4.0,2.0,11.0,15.0,73.3,1.0,20.0,3.0,3.0,1.0,/en/matches/c2e426c8/Leicester-City-Watford-November-28-2021-Premier-League,0.0,0.6666666666666666,0.5000000000000001
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-12-01,Wed,Premier League,Matchweek 14,Home,L 1–2,Watford,Chelsea,Y,RM,90,1,0,0,0,1.0,1.0,0,0,58.0,2.0,1.0,2.0,0.1,0.1,0.5,6.0,0.0,24.0,36.0,66.7,4.0,38.0,5.0,7.0,3.0,/en/matches/f475576b/Watford-Chelsea-December-1-2021-Premier-League,0.0,0.3333333333333333,0.8095238095238095
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-12-04,Sat,Premier League,Matchweek 15,Home,L 1–3,Watford,Manchester City,Y,"RW,RM",90,0,0,0,0,2.0,2.0,0,0,34.0,1.0,0.0,1.0,0.1,0.1,0.0,3.0,0.0,13.0,18.0,72.2,4.0,21.0,1.0,5.0,1.0,/en/matches/befb6648/Watford-Manchester-City-December-4-2021-Premier-League,0.0,0.3333333333333333,0.988095238095238
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-12-10,Fri,Premier League,Matchweek 16,Away,L 1–2,Watford,Brentford,Y,FW,89,1,0,0,0,2.0,1.0,0,0,33.0,0.0,1.0,1.0,0.2,0.2,0.1,1.0,0.0,9.0,17.0,52.9,1.0,23.0,1.0,4.0,0.0,/en/matches/49a36a4e/Brentford-Watford-December-10-2021-Premier-League,0.0,0.0,0.4761904761904761
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-12-28,Tue,Premier League,Matchweek 20,Home,L 1–4,Watford,West Ham,Y,"FW,RW,RM",90,1,0,0,0,2.0,2.0,0,0,37.0,2.0,0.0,2.0,0.6,0.6,0.0,3.0,0.0,13.0,22.0,59.1,1.0,26.0,3.0,3.0,1.0,/en/matches/b56fd899/Watford-West-Ham-United-December-28-2021-Premier-League,0.0,0.0,0.1666666666666666
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2022-01-01,Sat,Premier League,Matchweek 21,Home,L 0–1,Watford,Tottenham,Y,FW,45,0,0,0,0,1.0,1.0,0,0,18.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,5.0,10.0,50.0,0.0,9.0,1.0,4.0,1.0,/en/matches/9c831c07/Watford-Tottenham-Hotspur-January-1-2022-Premier-League,0.0,0.0,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2022-01-15,Sat,Premier League,Matchweek 22,Away,D 1–1,Watford,Newcastle Utd,Y,RW,83,0,0,0,0,2.0,0.0,0,0,35.0,1.0,0.0,0.0,0.1,0.1,0.4,5.0,0.0,15.0,23.0,65.2,3.0,21.0,3.0,10.0,6.0,/en/matches/64dd3e3f/Newcastle-United-Watford-January-15-2022-Premier-League,0.5,0.0,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2022-01-21,Fri,Premier League,Matchweek 23,Home,L 0–3,Watford,Norwich City,Y,"RW,FW",77,0,0,0,0,1.0,0.0,2,1,34.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,26.0,69.2,3.0,27.0,1.0,4.0,3.0,/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League,0.0,0.1666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2022-02-08,Tue,Premier League,Matchweek 24,Away,L 0–1,Watford,West Ham,Y,FW,90,0,0,0,0,1.0,0.0,0,0,39.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,15.0,21.0,71.4,4.0,23.0,5.0,5.0,3.0,/en/matches/3778ac3f/West-Ham-United-Watford-February-8-2022-Premier-League,0.0,0.1666666666666666,0.5
