,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03,Sat,Copa América,Quarter-finals,Neutral,D 0 (4)–0 (2),co Colombia,uy Uruguay,Y,CB,90,0,0,0,0,1,1,0,0,60.0,0.0,2,1.0,0.1,0.1,0.0,0.0,0.0,43.0,48.0,89.6,2.0,35.0,0.0,0.0,0.0,/en/matches/0b8ca785/Uruguay-Colombia-July-3-2021-Copa-America,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2021-07-06,Tue,Copa América,Semi-finals,Away,D 1 (2)–1 (3),co Colombia,ar Argentina,Y,CB,120,0,0,0,0,1,0,0,0,52.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,44.0,88.6,0.0,30.0,0.0,0.0,0.0,/en/matches/6122c6fc/Argentina-Colombia-July-6-2021-Copa-America,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2021-07-09,Fri,Copa América,Third-place match,Home,W 3–2,co Colombia,pe Peru,Y,CB,54,0,0,0,0,1,0,0,0,17.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,92.9,0.0,12.0,0.0,0.0,0.0,/en/matches/cbd151df/Colombia-Peru-July-9-2021-Copa-America,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–1,Everton,Southampton,N,CB,8,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/c99ebbf5/Everton-Southampton-August-14-2021-Premier-League,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,2021-08-21,Sat,Premier League,Matchweek 2,Away,D 2–2,Everton,Leeds United,Y,CB,90,0,0,0,0,0,0,1,0,39.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,73.1,0.0,12.0,0.0,0.0,0.0,/en/matches/b9064680/Leeds-United-Everton-August-21-2021-Premier-League,0.5,0.8333333333333334,0.5256410256410257
5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-13,Mon,Premier League,Matchweek 4,Home,W 3–1,Everton,Burnley,Y,CB,90,0,0,0,0,1,1,0,0,51.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,29.0,42.0,69.0,3.0,22.0,0.0,0.0,0.0,/en/matches/668b2f97/Everton-Burnley-September-13-2021-Premier-League,1.0,0.8333333333333334,0.3095238095238095
6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-18,Sat,Premier League,Matchweek 5,Away,L 0–3,Everton,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,37.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,69.2,0.0,15.0,0.0,0.0,0.0,/en/matches/57323feb/Aston-Villa-Everton-September-18-2021-Premier-League,0.0,0.8333333333333334,0.5222222222222223
7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-25,Sat,Premier League,Matchweek 6,Home,W 2–0,Everton,Norwich City,Y,CB,90,0,0,0,0,0,0,0,0,53.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,35.0,39.0,89.7,0.0,23.0,0.0,0.0,0.0,/en/matches/d516ccbf/Everton-Norwich-City-September-25-2021-Premier-League,1.0,0.5,0.14285714285714285
8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-02,Sat,Premier League,Matchweek 7,Away,D 1–1,Everton,Manchester Utd,Y,CB,90,0,0,0,0,1,0,0,0,34.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,79.2,2.0,15.0,0.0,0.0,0.0,/en/matches/2129c7e9/Manchester-United-Everton-October-2-2021-Premier-League,0.5,0.6666666666666666,0.5238095238095238
9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-07,Thu,WCQ,WCQ — CONMEBOL (M),Away,D 0–0,co Colombia,uy Uruguay,Y,CB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/b22cd290/Uruguay-Colombia-October-7-2021-WCQ----CONMEBOL-M,0.5,0.5,0.5
