,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2020-11-06,Sat,Matchweek 10,Away,L 0–5,Burnley,Manchester City,Y*,CB,90,31,30,1,1,0,0,0,0,0,0,0,0,22,0,0,/en/matches/2069ffbc/Manchester-City-Burnley-November-28-2020-Premier-League
1,2020-11-06,Sat,Matchweek 11,Home,D 1–1,Burnley,Everton,Y*,CB,90,40,36,4,4,0,0,0,0,0,0,0,0,30,0,1,/en/matches/399c7e1c/Burnley-Everton-December-5-2020-Premier-League
2,2020-11-06,Sun,Matchweek 12,Away,W 1–0,Burnley,Arsenal,Y*,CB,90,34,33,1,1,0,0,0,0,0,0,0,0,24,0,0,/en/matches/e4dc55d0/Arsenal-Burnley-December-13-2020-Premier-League
3,2020-11-06,Thu,Matchweek 13,Away,D 0–0,Burnley,Aston Villa,Y*,CB,90,28,27,1,1,0,0,0,0,0,0,0,0,19,0,1,/en/matches/5d89f60c/Aston-Villa-Burnley-December-17-2020-Premier-League
4,2020-11-06,Mon,Matchweek 14,Home,W 2–1,Burnley,Wolves,Y*,CB,90,32,29,3,3,0,0,0,0,0,0,0,0,22,0,0,/en/matches/4e106790/Burnley-Wolverhampton-Wanderers-December-21-2020-Premier-League
5,2020-11-06,Sun,Matchweek 15,Away,L 0–1,Burnley,Leeds United,Y*,CB,90,35,30,4,1,0,1,0,3,0,0,0,0,24,1,0,/en/matches/d54f6293/Leeds-United-Burnley-December-27-2020-Premier-League
6,2020-11-06,Tue,Matchweek 16,Home,W 1–0,Burnley,Sheffield Utd,Y*,CB,90,38,37,1,1,0,0,0,0,0,0,0,0,28,0,0,/en/matches/b33de500/Burnley-Sheffield-United-December-29-2020-Premier-League
7,2020-11-06,Tue,Matchweek 1,Home,L 0–1,Burnley,Manchester Utd,Y*,CB,90,38,37,1,1,0,0,0,0,0,0,0,0,24,0,0,/en/matches/2c8aa556/Burnley-Manchester-United-January-12-2021-Premier-League
8,2020-11-06,Sat,Matchweek 19,Away,L 0–1,Burnley,West Ham,Y*,CB,90,67,64,3,3,0,2,0,0,0,0,0,0,51,0,1,/en/matches/1b06e352/West-Ham-United-Burnley-January-16-2021-Premier-League
9,2020-11-06,Thu,Matchweek 18,Away,W 1–0,Burnley,Liverpool,Y*,CB,90,22,21,1,1,0,0,0,0,0,0,0,0,17,0,0,/en/matches/787d11cc/Liverpool-Burnley-January-21-2021-Premier-League
