,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-07,Tue,UEFA Nations League,League A,Away,D 1–1,eng England,de Germany,Y,FW,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d7df9e02/Germany-England-June-7-2022-UEFA-Nations-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-06-11,Sat,UEFA Nations League,League A,Home,D 0–0,eng England,it Italy,Y,FW,78,0,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c75dc433/England-Italy-June-11-2022-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-06-14,Tue,UEFA Nations League,League A,Home,L 0–4,eng England,hu Hungary,N,,45,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c8aefffb/England-Hungary-June-14-2022-UEFA-Nations-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-06,Sat,Premier League,Matchweek 1,Away,W 1–0,Chelsea,Everton,Y,"FW,LW",90,0,0,0,0,3,0,0,0,38.0,1.0,0,1.0,0.2,0.2,0.1,5.0,0.0,19.0,27.0,70.4,5.0,33.0,4.0,5.0,3.0,/en/matches/3a917cee/Everton-Chelsea-August-6-2022-Premier-League,1.0,0.3333333333333333,0.5238095238095238
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-14,Sun,Premier League,Matchweek 2,Home,D 2–2,Chelsea,Tottenham,Y,"FW,AM",83,0,1,0,0,2,0,0,0,39.0,1.0,0,0.0,0.2,0.2,0.5,3.0,1.0,22.0,27.0,81.5,3.0,30.0,4.0,5.0,0.0,/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,0.5,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-21,Sun,Premier League,Matchweek 3,Away,L 0–3,Chelsea,Leeds United,Y,"FW,CM",86,0,0,0,0,1,0,1,0,32.0,0.0,0,0.0,0.1,0.1,0.1,4.0,0.0,17.0,22.0,77.3,2.0,20.0,4.0,4.0,1.0,/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,0.0,0.5,0.5520833333333334
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-08-27,Sat,Premier League,Matchweek 4,Home,W 2–1,Chelsea,Leicester City,Y,"CM,FW,LM",74,2,0,0,0,3,3,0,0,31.0,0.0,0,0.0,1.2,1.2,0.4,3.0,0.0,15.0,19.0,78.9,0.0,22.0,3.0,6.0,2.0,/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,1.0,0.5,0.2499999999999998
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-08-30,Tue,Premier League,Matchweek 5,Away,L 1–2,Chelsea,Southampton,Y,"FW,AM",90,1,0,0,0,2,2,0,0,41.0,0.0,0,0.0,0.5,0.5,0.3,4.0,0.0,22.0,30.0,73.3,3.0,29.0,2.0,3.0,1.0,/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League,0.0,0.5,0.5714285714285714
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-09-03,Sat,Premier League,Matchweek 6,Home,W 2–1,Chelsea,West Ham,Y,"FW,LW",90,0,0,0,0,0,0,0,0,42.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,79.4,1.0,29.0,4.0,5.0,3.0,/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League,1.0,0.3333333333333333,0.7023809523809524
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-09-06,Tue,Champions Lg,Group stage,Away,L 0–1,eng Chelsea,hr Dinamo Zagreb,Y,LW,74,0,0,0,0,0,0,0,0,55.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,48.0,72.9,5.0,44.0,6.0,3.0,0.0,/en/matches/07f058d4/Dinamo-Zagreb-Chelsea-September-6-2022-Champions-League,0.0,0.6666666666666666,0.5
