,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-07,Wed,UEFA Euro,Semi-finals,Home,W 2–1,eng England,dk Denmark,Y,RW,68,0,0,0,0,0,0,0,0,33.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,23.0,69.6,1.0,22.0,1.0,2.0,1.0,/en/matches/3c9e014a/England-Denmark-July-7-2021-UEFA-Euro,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-07-11,Sun,UEFA Euro,Final,Neutral,D 1 (2)–1 (3),eng England,it Italy,N,"RW,AM,DM",50,0,0,0,0,0,0,0,0,20.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,9.0,10.0,90.0,0.0,14.0,1.0,1.0,0.0,/en/matches/56228480/Italy-England-July-11-2021-UEFA-Euro,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-13,Fri,Premier League,Matchweek 1,Away,L 0–2,Arsenal,Brentford,N,LW,32,0,0,0,0,0,0,0,0,32.0,0.0,0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,22.0,72.7,4.0,21.0,4.0,4.0,3.0,/en/matches/3adf2aa7/Brentford-Arsenal-August-13-2021-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-22,Sun,Premier League,Matchweek 2,Home,L 0–2,Arsenal,Chelsea,Y,LW,60,0,0,0,0,1,1,0,0,37.0,2.0,0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,30.0,76.7,3.0,22.0,2.0,0.0,0.0,/en/matches/93954213/North-West-London-Derby-Arsenal-Chelsea-August-22-2021-Premier-League,0.0,0.5,0.5357142857142857
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-08-25,Wed,EFL Cup,Second round,Away,W 6–0,Arsenal,West Brom,Y,AM,90,1,0,0,0,3,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/3d303a43/West-Bromwich-Albion-Arsenal-August-25-2021-EFL-Cup,1.0,0.1666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-08-28,Sat,Premier League,Matchweek 3,Away,L 0–5,Arsenal,Manchester City,Y,RM,45,0,0,0,0,1,0,0,0,13.0,0.0,1,0.0,0.2,0.2,0.0,0.0,0.0,5.0,7.0,71.4,2.0,9.0,0.0,0.0,0.0,/en/matches/d4650aa2/Manchester-City-Arsenal-August-28-2021-Premier-League,0.0,0.3333333333333333,0.4642857142857142
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-02,Thu,WCQ,First round,Away,W 4–0,eng England,hu Hungary,N,,3,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7612db0b/Hungary-England-September-2-2021-WCQ----UEFA-M,1.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-05,Sun,WCQ,First round,Home,W 4–0,eng England,ad Andorra,Y,FW,90,1,1,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cebf498c/England-Andorra-September-5-2021-WCQ----UEFA-M,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-09-11,Sat,Premier League,Matchweek 4,Home,W 1–0,Arsenal,Norwich City,Y,LW,90,0,0,0,0,6,0,0,0,44.0,2.0,0,0.0,0.4,0.4,0.5,8.0,0.0,27.0,33.0,81.8,8.0,34.0,7.0,1.0,0.0,/en/matches/4ac58f71/Arsenal-Norwich-City-September-11-2021-Premier-League,1.0,0.6666666666666666,0.3095238095238095
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-09-18,Sat,Premier League,Matchweek 5,Away,W 1–0,Arsenal,Burnley,Y,"LM,LW",90,0,0,0,0,1,0,0,0,50.0,2.0,2,1.0,0.0,0.0,0.0,3.0,1.0,27.0,34.0,79.4,5.0,34.0,7.0,1.0,0.0,/en/matches/a427debc/Burnley-Arsenal-September-18-2021-Premier-League,1.0,1.0,0.2499999999999999
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-09-22,Wed,EFL Cup,Third round,Home,W 3–0,Arsenal,AFC Wimbledon,N,,15,0,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/ea446884/Arsenal-AFC-Wimbledon-September-22-2021-EFL-Cup,1.0,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-09-26,Sun,Premier League,Matchweek 6,Home,W 3–1,Arsenal,Tottenham,Y,RW,86,1,1,0,0,2,2,0,0,51.0,3.0,1,0.0,0.4,0.4,0.2,4.0,1.0,30.0,37.0,81.1,4.0,36.0,4.0,3.0,0.0,/en/matches/a2c07e97/North-London-Derby-Arsenal-Tottenham-Hotspur-September-26-2021-Premier-League,1.0,1.0,0.3214285714285714
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-10-02,Sat,Premier League,Matchweek 7,Away,D 0–0,Arsenal,Brighton,Y,RW,89,0,0,0,0,1,1,0,0,51.0,0.0,1,0.0,0.1,0.1,0.1,4.0,0.0,32.0,41.0,78.0,2.0,34.0,4.0,4.0,2.0,/en/matches/cdaded7b/Brighton-and-Hove-Albion-Arsenal-October-2-2021-Premier-League,0.5,1.0,0.8076923076923077
