,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2022-08-20,Wed,Matchweek 5,Away,L 0–6,Nott'ham Forest,Manchester City,Y,CB,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,/en/matches/9760b466/Manchester-City-Nottingham-Forest-August-31-2022-Premier-League
1,2022-08-20,Sat,Matchweek 6,Home,L 2–3,Nott'ham Forest,Bournemouth,Y,CM,75,0,0,0,3,0,0,0,1,0,0,0,0,6,1,0,100.0,/en/matches/05f32555/Nottingham-Forest-Bournemouth-September-3-2022-Premier-League
2,2022-08-20,Fri,Matchweek 8,Home,L 2–3,Nott'ham Forest,Fulham,N,"On matchday squad, but did not play",/en/matches/d0d07e66/Nottingham-Forest-Fulham-September-16-2022-Premier-League,,,,,,,,,,,,,,,,,
3,2022-08-20,Mon,Matchweek 9,Away,L 0–4,Nott'ham Forest,Leicester City,Y,DM,45,1,0,0,1,0,0,0,1,1,0,0,0,1,2,0,100.0,/en/matches/a7976021/Leicester-City-Nottingham-Forest-October-3-2022-Premier-League
4,2022-08-20,Mon,Matchweek 10,Home,D 1–1,Nott'ham Forest,Aston Villa,Y,LM,90,0,0,0,1,2,0,0,1,2,0,0,0,9,2,0,100.0,/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League
5,2022-08-20,Sat,Matchweek 11,Away,L 0–1,Nott'ham Forest,Wolves,Y,LM,69,0,0,0,3,2,0,0,0,2,0,0,0,2,2,0,100.0,/en/matches/c9f8e7e9/Wolverhampton-Wanderers-Nottingham-Forest-October-15-2022-Premier-League
6,2022-08-20,Tue,Matchweek 12,Away,D 0–0,Nott'ham Forest,Brighton,N,"LM,CM",30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,/en/matches/4f876daa/Brighton-and-Hove-Albion-Nottingham-Forest-October-18-2022-Premier-League
7,2022-08-20,Sat,Matchweek 13,Home,W 1–0,Nott'ham Forest,Liverpool,Y,"LM,CM",79,0,0,0,3,0,0,0,0,3,0,0,0,11,1,1,50.0,/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League
8,2022-08-20,Sun,Matchweek 14,Away,L 0–5,Nott'ham Forest,Arsenal,Y,"LM,CM",80,0,0,0,1,1,0,0,2,2,0,0,0,6,2,2,50.0,/en/matches/1b496cc1/Arsenal-Nottingham-Forest-October-30-2022-Premier-League
9,2022-08-20,Sat,Matchweek 15,Home,D 2–2,Nott'ham Forest,Brentford,Y,LM,65,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,/en/matches/12251835/Nottingham-Forest-Brentford-November-5-2022-Premier-League
10,2022-08-20,Sat,Matchweek 16,Home,W 1–0,Nott'ham Forest,Crystal Palace,Y,LM,70,0,0,0,1,2,0,0,0,4,0,0,0,4,0,0,,/en/matches/ee827a60/Nottingham-Forest-Crystal-Palace-November-12-2022-Premier-League
11,2022-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2022-08-20,Sat,Matchweek 29,Home,D 1–1,Nott'ham Forest,Wolves,N,RM,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,/en/matches/c14b278c/Nottingham-Forest-Wolverhampton-Wanderers-April-1-2023-Premier-League
13,2022-08-20,Tue,Matchweek 7,Away,L 1–2,Nott'ham Forest,Leeds United,N,"DM,CM",27,1,0,0,2,0,0,0,2,0,0,0,0,0,2,1,66.7,/en/matches/1251d1c0/Leeds-United-Nottingham-Forest-April-4-2023-Premier-League
14,2022-08-20,Sat,Matchweek 30,Away,L 0–2,Nott'ham Forest,Aston Villa,Y,CM,31,0,0,0,1,0,1,0,1,0,0,0,0,2,1,1,50.0,/en/matches/68cd68fd/Aston-Villa-Nottingham-Forest-April-8-2023-Premier-League
15,2022-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2022-08-20,Wed,Matchweek 33,Home,W 3–1,Nott'ham Forest,Brighton,N,"RM,CM",26,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,,/en/matches/76db2de1/Nottingham-Forest-Brighton-and-Hove-Albion-April-26-2023-Premier-League
17,2022-08-20,Sat,Matchweek 34,Away,L 1–2,Nott'ham Forest,Brentford,N,AM,25,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,/en/matches/3aeacbaa/Brentford-Nottingham-Forest-April-29-2023-Premier-League
18,2022-08-20,Mon,Matchweek 35,Home,W 4–3,Nott'ham Forest,Southampton,N,"CM,RM",21,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,/en/matches/23e7953f/Nottingham-Forest-Southampton-May-8-2023-Premier-League
19,2022-08-20,Sat,Matchweek 36,Away,D 2–2,Nott'ham Forest,Chelsea,N,CM,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,/en/matches/96ab0b45/Chelsea-Nottingham-Forest-May-13-2023-Premier-League
20,2022-08-20,Sat,Matchweek 37,Home,W 1–0,Nott'ham Forest,Arsenal,N,AM,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,/en/matches/9a2ea2b3/Nottingham-Forest-Arsenal-May-20-2023-Premier-League
21,2022-08-20,Sun,Matchweek 38,Away,D 1–1,Nott'ham Forest,Crystal Palace,N,DM,19,0,0,0,1,2,0,0,0,2,0,0,0,4,0,0,,/en/matches/181fd119/Crystal-Palace-Nottingham-Forest-May-28-2023-Premier-League
