,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-20,Sat,Premier League,Matchweek 3,Away,D 1–1,Nott'ham Forest,Everton,N,CM,7,0,0,0,0,0.0,0.0,0,0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,71.4,1.0,4.0,0.0,0.0,0.0,/en/matches/3c3cc86f/Everton-Nottingham-Forest-August-20-2022-Premier-League,0.5,0.5,0.4358974358974358
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-23,Tue,EFL Cup,Second round,Away,W 3–0,Nott'ham Forest,Grimsby Town,Y,CB,68,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/9163b52e/Grimsby-Town-Nottingham-Forest-August-23-2022-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-28,Sun,Premier League,Matchweek 4,Home,L 0–2,Nott'ham Forest,Tottenham,N,DM,16,0,0,0,0,0.0,0.0,1,0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,92.9,1.0,8.0,0.0,1.0,0.0,/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,0.0,0.5,0.7666666666666668
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-31,Wed,Premier League,Matchweek 5,Away,L 0–6,Nott'ham Forest,Manchester City,Y,CB,78,0,0,0,0,0.0,0.0,0,0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,82.6,0.0,19.0,0.0,0.0,0.0,/en/matches/9760b466/Manchester-City-Nottingham-Forest-August-31-2022-Premier-League,0.0,0.5,0.7916666666666667
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-09-03,Sat,Premier League,Matchweek 6,Home,L 2–3,Nott'ham Forest,Bournemouth,Y,CM,75,1,0,0,0,1.0,1.0,0,0,49.0,1.0,1.0,4.0,0.2,0.2,0.0,0.0,0.0,36.0,39.0,92.3,3.0,25.0,0.0,1.0,1.0,/en/matches/05f32555/Nottingham-Forest-Bournemouth-September-3-2022-Premier-League,0.0,0.3333333333333333,0.2888888888888888
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-27,Tue,Friendlies (M),Friendlies (M),Neutral,D 1–1,sn Senegal,ir IR Iran,N,,28,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/67e4474e/IR-Iran-Senegal-September-27-2022-Friendlies-M,0.5,0.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-10-03,Mon,Premier League,Matchweek 9,Away,L 0–4,Nott'ham Forest,Leicester City,Y,DM,45,0,0,0,0,0.0,0.0,1,0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,66.7,2.0,9.0,0.0,1.0,1.0,/en/matches/a7976021/Leicester-City-Nottingham-Forest-October-3-2022-Premier-League,0.0,0.1666666666666666,0.1111111111111111
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-10,Mon,Premier League,Matchweek 10,Home,D 1–1,Nott'ham Forest,Aston Villa,Y,LM,90,0,0,0,0,2.0,2.0,0,0,32.0,3.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,15.0,19.0,78.9,4.0,13.0,1.0,0.0,0.0,/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League,0.5,0.1666666666666666,0.619047619047619
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-15,Sat,Premier League,Matchweek 11,Away,L 0–1,Nott'ham Forest,Wolves,Y,LM,69,0,0,0,0,1.0,1.0,0,0,24.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,57.1,0.0,11.0,1.0,0.0,0.0,/en/matches/c9f8e7e9/Wolverhampton-Wanderers-Nottingham-Forest-October-15-2022-Premier-League,0.0,0.3333333333333333,0.1875
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-18,Tue,Premier League,Matchweek 12,Away,D 0–0,Nott'ham Forest,Brighton,N,"LM,CM",30,0,0,0,0,0.0,0.0,0,0,11.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,5.0,7.0,71.4,1.0,4.0,0.0,0.0,0.0,/en/matches/4f876daa/Brighton-and-Hove-Albion-Nottingham-Forest-October-18-2022-Premier-League,0.5,0.1666666666666666,0.1794871794871794
