,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-07,Sat,DFB-Pokal,Round of 64,Away,W 4–0,RB Leipzig,Sandhausen,N,,30,0,1,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1e9e0286/Sandhausen-RB-Leipzig-August-7-2021-DFB-Pokal,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-15,Sun,Bundesliga,Matchweek 1,Away,L 0–1,RB Leipzig,Mainz 05,N,RW,27,0,0,0,0,1.0,0.0,0,0,9.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,5.0,6.0,83.3,0.0,6.0,1.0,3.0,2.0,/en/matches/c1cd7950/Mainz-05-RB-Leipzig-August-15-2021-Bundesliga,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-20,Fri,Bundesliga,Matchweek 2,Home,W 4–0,RB Leipzig,Stuttgart,N,"FW,LW",22,0,0,0,0,0.0,0.0,0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,1.0,0.0,0.0,/en/matches/6350c527/RB-Leipzig-Stuttgart-August-20-2021-Bundesliga,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-02,Thu,WCQ,Third round,Home,D 0–0,kr Korea Republic,iq Iraq,N,,33,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/8d515753/Korea-Republic-Iraq-September-2-2021-WCQ----AFC-M,0.5,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-07,Tue,WCQ,Third round,Home,W 1–0,kr Korea Republic,lb Lebanon,Y,FW,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a49a57ff/Korea-Republic-Lebanon-September-7-2021-WCQ----AFC-M,1.0,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-11,Sat,Premier League,Matchweek 4,Away,W 2–0,Wolves,Watford,N,LW,28,1,0,0,0,1.0,1.0,0,0,14.0,3.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,7.0,8.0,87.5,0.0,10.0,1.0,3.0,1.0,/en/matches/09db0909/Watford-Wolverhampton-Wanderers-September-11-2021-Premier-League,1.0,0.8333333333333334,0.4871794871794871
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-18,Sat,Premier League,Matchweek 5,Home,L 0–2,Wolves,Brentford,N,"FW,RM",45,0,0,0,0,1.0,0.0,0,0,12.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,3.0,7.0,42.9,1.0,9.0,1.0,3.0,1.0,/en/matches/fd1d60f4/Wolverhampton-Wanderers-Brentford-September-18-2021-Premier-League,0.0,0.8333333333333334,0.4523809523809523
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-22,Wed,EFL Cup,Third round,Home,D 2 (2)–2 (3),Wolves,Tottenham,Y,FW,120,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c1b6e56d/Wolverhampton-Wanderers-Tottenham-Hotspur-September-22-2021-EFL-Cup,0.5,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-09-26,Sun,Premier League,Matchweek 6,Away,W 1–0,Wolves,Southampton,Y,LW,87,0,0,0,0,1.0,0.0,0,0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,24.0,83.3,0.0,17.0,2.0,1.0,0.0,/en/matches/d99f984c/Southampton-Wolverhampton-Wanderers-September-26-2021-Premier-League,1.0,0.5,0.5476190476190477
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-02,Sat,Premier League,Matchweek 7,Home,W 2–1,Wolves,Newcastle Utd,Y,LW,89,2,0,0,0,2.0,2.0,0,0,40.0,0.0,1.0,0.0,0.4,0.4,0.5,1.0,0.0,26.0,31.0,83.9,1.0,31.0,5.0,4.0,2.0,/en/matches/00dcbdaa/Wolverhampton-Wanderers-Newcastle-United-October-2-2021-Premier-League,1.0,0.5,0.3452380952380952
