,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-17,Thu,EFL Cup,Second round,Away,D 1 (4)–1 (5),Sheffield Utd,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/77dbe1b0/Burnley-Sheffield-United-September-17-2020-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-27,Sun,Premier League,Matchweek 3,Home,L 0–1,Sheffield Utd,Leeds United,Y,CB,90,0,0,0,0,3,0,0,0,48.0,3.0,2,2.0,0.6,0.6,0.0,1.0,0.0,24.0,30.0,80.0,3.0,17.0,0.0,0.0,0.0,/en/matches/51fb894e/Sheffield-United-Leeds-United-September-27-2020-Premier-League,0.0,0.5,0.5119047619047619
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 1–2,Sheffield Utd,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,61.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,44.0,55.0,80.0,2.0,22.0,1.0,0.0,0.0,/en/matches/09725cb3/Arsenal-Sheffield-United-October-4-2020-Premier-League,0.0,0.5,0.5952380952380952
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-18,Sun,Premier League,Matchweek 5,Home,D 1–1,Sheffield Utd,Fulham,N,CB,72,0,0,0,0,0,0,0,0,57.0,2.0,2,1.0,0.0,0.0,0.0,1.0,1.0,35.0,47.0,74.5,0.0,21.0,1.0,0.0,0.0,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,0.5,0.1666666666666666,0.3472222222222222
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-11-22,Sun,Premier League,Matchweek 9,Home,L 0–1,Sheffield Utd,West Ham,N,CB,29,0,0,0,0,0,0,0,0,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,90.0,4.0,20.0,0.0,0.0,0.0,/en/matches/8ed7d991/Sheffield-United-West-Ham-United-November-22-2020-Premier-League,0.0,0.1666666666666666,0.6025641025641025
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-12-17,Thu,Premier League,Matchweek 13,Home,L 2–3,Sheffield Utd,Manchester Utd,Y,CB,90,0,0,0,0,0,0,1,0,51.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33.0,47.0,70.2,3.0,16.0,0.0,1.0,0.0,/en/matches/3b3cc5f6/Sheffield-United-Manchester-United-December-17-2020-Premier-League,0.0,0.1666666666666666,0.5595238095238095
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-12-20,Sun,Premier League,Matchweek 14,Away,D 1–1,Sheffield Utd,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,40.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,50.0,2.0,6.0,0.0,0.0,0.0,/en/matches/d1273e90/Brighton-and-Hove-Albion-Sheffield-United-December-20-2020-Premier-League,0.5,0.1666666666666666,0.2738095238095237
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-26,Sat,Premier League,Matchweek 15,Home,L 0–1,Sheffield Utd,Everton,Y,CB,90,0,0,0,0,1,0,1,0,76.0,2.0,2,3.0,0.1,0.1,0.0,1.0,0.0,48.0,61.0,78.7,2.0,35.0,0.0,0.0,0.0,/en/matches/870d9436/Sheffield-United-Everton-December-26-2020-Premier-League,0.0,0.1666666666666666,0.6309523809523808
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-29,Tue,Premier League,Matchweek 16,Away,L 0–1,Sheffield Utd,Burnley,Y,CB,56,0,0,0,0,0,0,0,0,40.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,77.8,0.0,25.0,0.0,0.0,0.0,/en/matches/b33de500/Burnley-Sheffield-United-December-29-2020-Premier-League,0.0,0.1666666666666666,0.5128205128205129
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-05-16,Sun,Premier League,Matchweek 36,Away,W 1–0,Sheffield Utd,Everton,Y,CB,90,0,1,0,0,0,0,1,0,53.0,0.0,1,0.0,0.0,0.0,0.6,2.0,2.0,33.0,43.0,76.7,2.0,23.0,1.0,2.0,2.0,/en/matches/707d5282/Everton-Sheffield-United-May-16-2021-Premier-League,1.0,0.1666666666666666,0.5
