,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2019-08-11,Sat,Matchweek 3,Home,L 1–2,Manchester Utd,Crystal Palace,N,LB,57,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0,/en/matches/7c1c4078/Manchester-United-Crystal-Palace-August-24-2019-Premier-League
1,2019-08-11,Sat,Matchweek 4,Away,D 1–1,Manchester Utd,Southampton,Y*,LB,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,/en/matches/bfd4d929/Southampton-Manchester-United-August-31-2019-Premier-League
2,2019-08-11,Sat,Matchweek 5,Home,W 1–0,Manchester Utd,Leicester City,Y*,LB,90,1,1,0,0,1,0,2,0.0,2,0,0,0,3,4,8,0,/en/matches/6d0266a1/Manchester-United-Leicester-City-September-14-2019-Premier-League
3,2019-08-11,Sun,Matchweek 6,Away,L 0–2,Manchester Utd,West Ham,Y*,LB,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0,/en/matches/fe3e2bec/West-Ham-United-Manchester-United-September-22-2019-Premier-League
4,2019-08-11,Mon,Matchweek 7,Home,D 1–1,Manchester Utd,Arsenal,Y*,RB,90,3,1,1,0,2,2,3,66.7,1,1,0,1,1,4,0,0,/en/matches/ce7501cd/Manchester-United-Arsenal-September-30-2019-Premier-League
5,2019-08-11,Sun,Matchweek 8,Away,L 0–1,Manchester Utd,Newcastle Utd,Y*,LB,85,0,0,0,0,0,0,0,,0,3,1,2,0,0,2,0,/en/matches/e4a80056/Newcastle-United-Manchester-United-October-6-2019-Premier-League
6,2019-08-11,Sun,Matchweek 9,Home,D 1–1,Manchester Utd,Liverpool,Y*,"WB,LB",90,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,/en/matches/95c3f0c8/North-West-Derby-Manchester-United-Liverpool-October-20-2019-Premier-League
7,2019-08-11,Sun,Matchweek 10,Away,W 3–1,Manchester Utd,Norwich City,Y*,LB,90,1,0,1,0,0,0,3,0.0,3,0,0,0,0,1,1,0,/en/matches/a31a1d67/Norwich-City-Manchester-United-October-27-2019-Premier-League
8,2019-08-11,Sat,Matchweek 11,Away,L 0–1,Manchester Utd,Bournemouth,Y*,"LB,RB",90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,/en/matches/9e35d172/Bournemouth-Manchester-United-November-2-2019-Premier-League
9,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2019-08-11,Sun,Matchweek 13,Away,D 3–3,Manchester Utd,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/a1d9d65f/Sheffield-United-Manchester-United-November-24-2019-Premier-League,,,,,,,,,,,,,,,,,
11,2019-08-11,Sun,Matchweek 14,Home,D 2–2,Manchester Utd,Aston Villa,N,"On matchday squad, but did not play",/en/matches/e88d9028/Manchester-United-Aston-Villa-December-1-2019-Premier-League,,,,,,,,,,,,,,,,,
12,2019-08-11,Wed,Matchweek 15,Home,W 2–1,Manchester Utd,Tottenham,Y*,"LB,CB",90,4,2,2,2,0,1,4,25.0,3,3,1,2,2,6,4,0,/en/matches/614c7c1f/Manchester-United-Tottenham-Hotspur-December-4-2019-Premier-League
13,2019-08-11,Sat,Matchweek 16,Away,W 2–1,Manchester Utd,Manchester City,N,LB,3,2,1,2,0,0,0,0,,0,0,0,0,0,2,0,0,/en/matches/bf9c0d50/Manchester-Derby-Manchester-City-Manchester-United-December-7-2019-Premier-League
14,2019-08-11,Sun,Matchweek 17,Home,D 1–1,Manchester Utd,Everton,N,"On matchday squad, but did not play",/en/matches/240ac5ad/Manchester-United-Everton-December-15-2019-Premier-League,,,,,,,,,,,,,,,,,
15,2019-08-11,Sun,Matchweek 18,Away,L 0–2,Manchester Utd,Watford,N,"On matchday squad, but did not play",/en/matches/a58df282/Watford-Manchester-United-December-22-2019-Premier-League,,,,,,,,,,,,,,,,,
16,2019-08-11,Thu,Matchweek 19,Home,W 4–1,Manchester Utd,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/b3d5292f/Manchester-United-Newcastle-United-December-26-2019-Premier-League,,,,,,,,,,,,,,,,,
17,2019-08-11,Sat,Matchweek 20,Away,W 2–0,Manchester Utd,Burnley,Y*,RB,90,1,0,0,1,0,0,0,,0,1,0,1,1,2,3,0,/en/matches/f66bbb03/Burnley-Manchester-United-December-28-2019-Premier-League
18,2019-08-11,Wed,Matchweek 21,Away,L 0–2,Manchester Utd,Arsenal,N,"On matchday squad, but did not play",/en/matches/f6b7d570/Arsenal-Manchester-United-January-1-2020-Premier-League,,,,,,,,,,,,,,,,,
