,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
1,2019-08-11,Sun,Matchweek 6,Home,L 1–2,Chelsea,Liverpool,Y,RM,90,39,38,0,0,0,0,0,0,0,0,0,0,31,1,0,/en/matches/02e3ae79/Chelsea-Liverpool-September-22-2019-Premier-League
2,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019-08-11,Sun,Matchweek 8,Away,W 4–1,Chelsea,Southampton,Y,RM,90,38,38,0,0,0,0,0,0,0,0,0,0,23,0,2,/en/matches/078b24d4/Southampton-Chelsea-October-6-2019-Premier-League
4,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-08-11,Sat,Matchweek 12,Home,W 2–0,Chelsea,Crystal Palace,Y,DM,90,78,78,0,0,0,1,2,0,0,0,0,0,70,0,1,/en/matches/99680077/Chelsea-Crystal-Palace-November-9-2019-Premier-League
6,2019-08-11,Sat,Matchweek 13,Away,L 1–2,Chelsea,Manchester City,Y,"RM,DM",90,44,44,0,0,0,0,2,0,0,0,0,0,38,0,1,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League
7,2019-08-11,Sat,Matchweek 14,Home,L 0–1,Chelsea,West Ham,N,DM,28,23,22,0,0,0,0,1,0,0,0,0,0,17,1,1,/en/matches/aa1ff9cd/Chelsea-West-Ham-United-November-30-2019-Premier-League
8,2019-08-11,Wed,Matchweek 15,Home,W 2–1,Chelsea,Aston Villa,Y,"DM,RM",90,116,116,0,0,0,1,2,0,0,0,0,0,101,0,4,/en/matches/3f316110/Chelsea-Aston-Villa-December-4-2019-Premier-League
9,2019-08-11,Sat,Matchweek 16,Away,L 1–3,Chelsea,Everton,Y,"DM,CM",90,74,73,0,0,0,0,2,0,0,0,0,0,61,1,1,/en/matches/1b69dd66/Everton-Chelsea-December-7-2019-Premier-League
10,2019-08-11,Sat,Matchweek 17,Home,L 0–1,Chelsea,Bournemouth,Y,"RM,DM",90,45,45,0,0,0,0,2,0,0,0,0,0,39,0,2,/en/matches/b75094e0/Chelsea-Bournemouth-December-14-2019-Premier-League
11,2019-08-11,Sun,Matchweek 18,Away,W 2–0,Chelsea,Tottenham,Y,CM,90,54,54,0,0,0,1,2,0,0,0,0,0,47,0,0,/en/matches/a1a20337/Tottenham-Hotspur-Chelsea-December-22-2019-Premier-League
12,2019-08-11,Thu,Matchweek 19,Home,L 0–2,Chelsea,Southampton,Y,"DM,CM",90,79,79,0,0,0,0,3,0,0,0,0,0,67,0,4,/en/matches/d9a73d72/Chelsea-Southampton-December-26-2019-Premier-League
13,2019-08-11,Sun,Matchweek 20,Away,W 2–1,Chelsea,Arsenal,Y,"RM,CM",90,47,46,1,1,0,0,4,0,0,0,0,0,34,0,4,/en/matches/850e18c6/North-West-London-Derby-Arsenal-Chelsea-December-29-2019-Premier-League
14,2019-08-11,Wed,Matchweek 21,Away,D 1–1,Chelsea,Brighton,Y,RM,90,54,54,0,0,0,0,1,0,0,0,0,0,42,0,3,/en/matches/9b72407a/Brighton-and-Hove-Albion-Chelsea-January-1-2020-Premier-League
15,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
16,2019-08-11,Sat,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,Y,RM,90,61,59,0,0,0,0,0,0,0,0,0,0,49,2,1,/en/matches/e5a20f1e/Newcastle-United-Chelsea-January-18-2020-Premier-League
17,2019-08-11,Tue,Matchweek 24,Home,D 2–2,Chelsea,Arsenal,Y,RM,68,30,30,0,0,0,0,1,0,0,0,0,0,27,0,0,/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League
18,2019-08-11,Sat,Matchweek 25,Away,D 2–2,Chelsea,Leicester City,Y,DM,90,37,37,0,0,0,0,0,0,0,0,0,0,27,0,1,/en/matches/270dc7ba/Leicester-City-Chelsea-February-1-2020-Premier-League
19,2019-08-11,Mon,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd,Y,RM,11,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,/en/matches/2619bcb9/Chelsea-Manchester-United-February-17-2020-Premier-League
20,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
21,2019-08-11,Sun,Matchweek 30,Away,W 2–1,Chelsea,Aston Villa,Y,CM,90,92,92,0,0,0,2,2,0,0,0,0,0,79,0,0,/en/matches/827d4651/Aston-Villa-Chelsea-June-21-2020-Premier-League
22,2019-08-11,Thu,Matchweek 31,Home,W 2–1,Chelsea,Manchester City,Y,CM,90,40,40,0,0,0,1,0,0,0,0,0,0,34,0,0,/en/matches/bc237647/Chelsea-Manchester-City-June-25-2020-Premier-League
23,2019-08-11,Wed,Matchweek 32,Away,L 2–3,Chelsea,West Ham,Y,CM,90,75,74,1,0,0,1,1,1,0,0,0,0,69,0,2,/en/matches/5df18070/West-Ham-United-Chelsea-July-1-2020-Premier-League
24,2019-08-11,Sat,Matchweek 33,Home,W 3–0,Chelsea,Watford,Y,CM,77,72,72,0,0,0,1,0,0,0,0,0,0,68,0,1,/en/matches/ee7944f1/Chelsea-Watford-July-4-2020-Premier-League
