,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-14,Mon,Premier League,Matchweek 1,Away,W 2–0,Wolves,Sheffield Utd,N,CM,5,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,100.0,0.0,2.0,0.0,1.0,1.0,/en/matches/a3eb7a37/Sheffield-United-Wolverhampton-Wanderers-September-14-2020-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-17,Thu,EFL Cup,Second round,Home,L 0–1,Wolves,Stoke City,Y,FW,59,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/21edac67/Wolverhampton-Wanderers-Stoke-City-September-17-2020-EFL-Cup,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Away,L 0–4,Wolves,West Ham,N,CM,18,0,0,0,0,0.0,0.0,0,0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,24.0,91.7,2.0,18.0,2.0,2.0,1.0,/en/matches/a223dd70/West-Ham-United-Wolverhampton-Wanderers-September-27-2020-Premier-League,0.0,0.5,0.4761904761904762
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-26,Mon,PL2 — Div. 2,Matchweek 6,Away,L 1–2,Wolves,Crystal Palace,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/e31aed2c/Crystal-Palace-U23-Wolverhampton-Wanderers-U23-October-26-2020-Premier-League-2----Division-2,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-11-23,Mon,Premier League,Matchweek 9,Home,D 1–1,Wolves,Southampton,N,FW,6,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/e5bfd125/Wolverhampton-Wanderers-Southampton-November-23-2020-Premier-League,0.5,0.0,0.871794871794872
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-12-06,Sun,Premier League,Matchweek 11,Away,L 0–4,Wolves,Liverpool,N,CM,12,0,0,0,0,0.0,0.0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,92.9,0.0,7.0,0.0,0.0,0.0,/en/matches/25249736/Liverpool-Wolverhampton-Wanderers-December-6-2020-Premier-League,0.0,0.1666666666666666,0.5595238095238094
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-12-15,Tue,Premier League,Matchweek 13,Home,W 2–1,Wolves,Chelsea,N,AM,1,0,1,0,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,3.0,3.0,100.0,1.0,1.0,0.0,0.0,0.0,/en/matches/20bd0665/Wolverhampton-Wanderers-Chelsea-December-15-2020-Premier-League,1.0,0.1666666666666666,0.5512820512820512
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-21,Mon,Premier League,Matchweek 14,Away,L 1–2,Wolves,Burnley,N,CM,15,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,12.0,83.3,2.0,10.0,0.0,0.0,0.0,/en/matches/4e106790/Burnley-Wolverhampton-Wanderers-December-21-2020-Premier-League,0.0,0.5,0.6428571428571429
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-27,Sun,Premier League,Matchweek 15,Home,D 1–1,Wolves,Tottenham,N,AM,1,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/f50faef3/Wolverhampton-Wanderers-Tottenham-Hotspur-December-27-2020-Premier-League,0.5,0.3333333333333333,0.4761904761904761
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-29,Tue,Premier League,Matchweek 16,Away,L 0–1,Wolves,Manchester Utd,Y,AM,54,0,0,0,0,1.0,1.0,0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,0.0,28.0,0.0,1.0,1.0,/en/matches/a8d659e4/Manchester-United-Wolverhampton-Wanderers-December-29-2020-Premier-League,0.0,0.5,0.7976190476190476
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-01-02,Sat,Premier League,Matchweek 17,Away,D 3–3,Wolves,Brighton,Y,AM,63,0,0,0,0,1.0,0.0,0,0,35.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,28.0,31.0,90.3,0.0,21.0,0.0,0.0,0.0,/en/matches/abeb80b7/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-January-2-2021-Premier-League,0.5,0.1666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-01-12,Tue,Premier League,Matchweek 18,Home,L 1–2,Wolves,Everton,N,LM,5,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,0.0,7.0,0.0,0.0,0.0,/en/matches/8cbb9119/Wolverhampton-Wanderers-Everton-January-12-2021-Premier-League,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-01-22,Fri,FA Cup,Fourth round proper,Away,W 1–0,Wolves,Chorley,Y,AM,68,1,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/ee707bee/Chorley-Wolverhampton-Wanderers-January-22-2021-FA-Cup,1.0,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-01-30,Sat,Premier League,Matchweek 21,Away,L 0–1,Wolves,Crystal Palace,N,"CM,AM",23,0,0,0,0,0.0,0.0,0,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,93.8,1.0,11.0,1.0,0.0,0.0,/en/matches/111bd050/Crystal-Palace-Wolverhampton-Wanderers-January-30-2021-Premier-League,0.0,0.5,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-02-02,Tue,Premier League,Matchweek 22,Home,W 2–1,Wolves,Arsenal,N,AM,29,0,0,0,0,1.0,0.0,0,0,31.0,1.0,0.0,0.0,0.3,0.3,0.1,2.0,0.0,27.0,28.0,96.4,3.0,18.0,1.0,1.0,1.0,/en/matches/558fa672/Wolverhampton-Wanderers-Arsenal-February-2-2021-Premier-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-02-11,Thu,FA Cup,Fifth round proper,Home,L 0–2,Wolves,Southampton,Y,FW,68,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/58a6c558/Wolverhampton-Wanderers-Southampton-February-11-2021-FA-Cup,0.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-04-05,Mon,Premier League,Matchweek 30,Home,L 2–3,Wolves,West Ham,N,"FW,AM",19,0,0,0,0,0.0,0.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,0.0,13.0,1.0,0.0,0.0,/en/matches/4c2f6a7b/Wolverhampton-Wanderers-West-Ham-United-April-5-2021-Premier-League,0.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-04-17,Sat,Premier League,Matchweek 32,Home,W 1–0,Wolves,Sheffield Utd,N,AM,19,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,9.0,9.0,100.0,1.0,7.0,0.0,1.0,0.0,/en/matches/07745ff2/Wolverhampton-Wanderers-Sheffield-United-April-17-2021-Premier-League,1.0,0.3333333333333333,0.5
