,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,W 1–0,Crystal Palace,Sheffield Utd,Y,DM,90,0,0,0,0,1,0,0,0,80.0,3.0,1,1.0,0.0,0.0,0.0,5.0,1.0,58.0,73.0,79.5,7.0,43.0,2.0,1.0,1.0,/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-21,Mon,Premier League,Matchweek 2,Home,L 0–1,Crystal Palace,Arsenal,Y,DM,90,0,0,0,0,0,0,0,0,53.0,1.0,2,0.0,0.0,0.0,0.2,2.0,0.0,39.0,45.0,86.7,2.0,26.0,0.0,0.0,0.0,/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,D 1–1,Crystal Palace,Brentford,Y,DM,90,0,0,0,0,2,1,0,0,54.0,3.0,3,1.0,0.1,0.1,0.0,2.0,0.0,29.0,38.0,76.3,2.0,29.0,0.0,2.0,1.0,/en/matches/537b2b0b/Brentford-Crystal-Palace-August-26-2023-Premier-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-29,Tue,EFL Cup,Second round,Away,W 4–2,Crystal Palace,Plymouth Argyle,Y,CM,90,0,0,0,0,1,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/5c205e0e/Plymouth-Argyle-Crystal-Palace-August-29-2023-EFL-Cup,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–2,Crystal Palace,Wolves,Y,"LM,DM",90,0,0,0,0,1,1,0,0,48.0,2.0,1,2.0,0.1,0.1,0.5,3.0,0.0,31.0,39.0,79.5,2.0,32.0,2.0,0.0,0.0,/en/matches/f9436d32/Crystal-Palace-Wolverhampton-Wanderers-September-3-2023-Premier-League,1.0,0.5,0.4777777777777778
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-07,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,co Colombia,ve Venezuela,Y,CM,90,0,0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/65227f28/Colombia-Venezuela-September-7-2023-WCQ----CONMEBOL-M,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-12,Tue,WCQ,WCQ — CONMEBOL (M),Away,D 0–0,co Colombia,cl Chile,Y,CM,90,0,0,0,0,1,0,0,0,,,4,,,,,,,,,,,,,,,/en/matches/acc6c6da/Chile-Colombia-September-12-2023-WCQ----CONMEBOL-M,0.5,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-10-21,Sat,Premier League,Matchweek 9,Away,L 0–4,Crystal Palace,Newcastle Utd,Y,"RM,CM",86,0,0,0,0,1,0,0,0,47.0,1.0,2,0.0,0.0,0.0,0.0,3.0,0.0,35.0,43.0,81.4,3.0,30.0,2.0,1.0,1.0,/en/matches/21625dde/Newcastle-United-Crystal-Palace-October-21-2023-Premier-League,0.0,0.8333333333333334,0.7916666666666667
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-27,Fri,Premier League,Matchweek 10,Home,L 1–2,Crystal Palace,Tottenham,Y,DM,78,0,0,0,0,0,0,0,0,21.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,12.0,16.0,75.0,1.0,5.0,0.0,1.0,0.0,/en/matches/6b0aa474/Crystal-Palace-Tottenham-Hotspur-October-27-2023-Premier-League,0.0,0.5,0.8541666666666667
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-11-04,Sat,Premier League,Matchweek 11,Away,W 2–0,Crystal Palace,Burnley,Y,"DM,CM",90,0,0,0,0,0,0,1,0,36.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,64.3,2.0,9.0,0.0,0.0,0.0,/en/matches/8797f9a9/Burnley-Crystal-Palace-November-4-2023-Premier-League,1.0,0.1666666666666666,0.0555555555555555
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-11-11,Sat,Premier League,Matchweek 12,Home,L 2–3,Crystal Palace,Everton,Y,DM,90,0,1,0,0,2,0,0,0,109.0,1.0,5,1.0,0.2,0.2,0.8,6.0,1.0,78.0,92.0,84.8,7.0,49.0,1.0,1.0,0.0,/en/matches/a4795b68/Crystal-Palace-Everton-November-11-2023-Premier-League,0.0,0.3333333333333333,0.7738095238095238
