,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2022-07-30,Sat,Community Shield,FA Community Shield,Neutral,W 3–1,Liverpool,Manchester City,Y,FW,89,1,1,1,1,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,1.0,0.5
1,1,2022-08-06,Sat,Premier League,Matchweek 1,Away,D 2–2,Liverpool,Fulham,Y,RW,90,1,0,0,0,2.0,1.0,0,0,47.0,0.0,1.0,0.0,0.4,0.4,0.1,2.0,0.0,24.0,34.0,70.6,6.0,31.0,4.0,6.0,2.0,/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,0.5,0.5
2,2,2022-08-15,Mon,Premier League,Matchweek 2,Home,D 1–1,Liverpool,Crystal Palace,Y,"RW,FW",90,0,0,0,0,3.0,1.0,0,0,51.0,0.0,0.0,0.0,0.3,0.3,0.8,9.0,0.0,27.0,35.0,77.1,9.0,37.0,0.0,6.0,1.0,/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,0.5,0.5
3,3,2022-08-22,Mon,Premier League,Matchweek 3,Away,L 1–2,Liverpool,Manchester Utd,Y,RW,90,1,0,0,0,3.0,1.0,0,0,35.0,1.0,0.0,0.0,0.3,0.3,0.3,7.0,0.0,16.0,26.0,61.5,0.0,26.0,3.0,4.0,2.0,/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,0.0,0.6666666666666666
4,4,2022-08-27,Sat,Premier League,Matchweek 4,Home,W 9–0,Liverpool,Bournemouth,Y,RW,90,0,0,0,0,4.0,1.0,0,0,53.0,0.0,0.0,1.0,1.2,1.2,0.1,3.0,1.0,31.0,39.0,79.5,7.0,39.0,7.0,3.0,0.0,/en/matches/de515487/Liverpool-Bournemouth-August-27-2022-Premier-League,1.0,0.3333333333333333
5,5,2022-08-31,Wed,Premier League,Matchweek 5,Home,W 2–1,Liverpool,Newcastle Utd,Y,RW,90,0,2,0,0,2.0,0.0,0,0,33.0,0.0,0.0,0.0,0.2,0.2,0.4,7.0,2.0,21.0,24.0,87.5,4.0,20.0,4.0,6.0,3.0,/en/matches/ac6047cf/Liverpool-Newcastle-United-August-31-2022-Premier-League,1.0,0.5
6,6,2022-09-03,Sat,Premier League,Matchweek 6,Away,D 0–0,Liverpool,Everton,Y,RW,90,0,0,0,0,3.0,1.0,0,0,39.0,2.0,0.0,0.0,0.2,0.2,0.2,4.0,0.0,18.0,28.0,64.3,3.0,26.0,3.0,2.0,1.0,/en/matches/073227b6/Merseyside-Derby-Everton-Liverpool-September-3-2022-Premier-League,0.5,0.6666666666666666
7,7,2022-09-07,Wed,Champions Lg,Group stage,Away,L 1–4,eng Liverpool,it Napoli,Y,RW,61,0,0,0,0,2.0,1.0,0,0,24.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,14.0,18.0,77.8,0.0,16.0,0.0,0.0,0.0,/en/matches/186769e2/Napoli-Liverpool-September-7-2022-Champions-League,0.0,0.8333333333333334
8,8,2022-09-13,Tue,Champions Lg,Group stage,Home,W 2–1,eng Liverpool,nl Ajax,Y,RW,90,1,0,0,0,3.0,1.0,0,0,40.0,1.0,1.0,0.0,0.5,0.5,0.1,5.0,1.0,24.0,29.0,82.8,3.0,32.0,5.0,7.0,2.0,/en/matches/03c10fd7/Liverpool-Ajax-September-13-2022-Champions-League,1.0,0.5
9,9,2022-09-23,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–0,eg Egypt,ne Niger,Y*,FW,90,2,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/66e75a68/Egypt-Niger-September-23-2022-Friendlies-M,1.0,0.5
10,10,2022-10-01,Sat,Premier League,Matchweek 9,Home,D 3–3,Liverpool,Brighton,Y,"RW,RM",90,0,1,0,0,5.0,2.0,0,0,38.0,0.0,0.0,0.0,0.6,0.6,0.1,2.0,1.0,16.0,21.0,76.2,4.0,19.0,4.0,4.0,1.0,/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League,0.5,0.6666666666666666
11,11,2022-10-04,Tue,Champions Lg,Group stage,Home,W 2–0,eng Liverpool,sct Rangers,Y,RW,90,1,0,1,1,4.0,2.0,0,0,59.0,1.0,1.0,0.0,1.1,0.3,0.4,7.0,0.0,40.0,49.0,81.6,8.0,41.0,6.0,1.0,1.0,/en/matches/707b3173/Liverpool-Rangers-October-4-2022-Champions-League,1.0,0.8333333333333334
12,12,2022-10-09,Sun,Premier League,Matchweek 10,Away,L 2–3,Liverpool,Arsenal,Y,RW,68,0,0,0,0,1.0,0.0,0,0,23.0,0.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,17.0,19.0,89.5,1.0,12.0,2.0,3.0,2.0,/en/matches/84a48413/Arsenal-Liverpool-October-9-2022-Premier-League,0.0,0.8333333333333334
13,13,2022-10-12,Wed,Champions Lg,Group stage,Away,W 7–1,eng Liverpool,sct Rangers,N,FW,23,3,0,0,0,4.0,4.0,0,0,9.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,1.0,3.0,5.0,60.0,0.0,6.0,2.0,0.0,0.0,/en/matches/b79490f8/Rangers-Liverpool-October-12-2022-Champions-League,1.0,0.5
14,14,2022-10-16,Sun,Premier League,Matchweek 11,Home,W 1–0,Liverpool,Manchester City,Y,FW,89,1,0,0,0,3.0,1.0,0,0,26.0,0.0,1.0,0.0,0.9,0.9,0.0,0.0,0.0,11.0,14.0,78.6,1.0,17.0,4.0,1.0,0.0,/en/matches/2ed4b79f/Liverpool-Manchester-City-October-16-2022-Premier-League,1.0,0.6666666666666666
15,15,2022-10-19,Wed,Premier League,Matchweek 12,Home,W 1–0,Liverpool,West Ham,Y,"RM,FW",90,0,0,0,0,6.0,2.0,0,0,46.0,0.0,0.0,1.0,0.4,0.4,0.0,4.0,0.0,27.0,30.0,90.0,4.0,35.0,2.0,5.0,1.0,/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League,1.0,0.6666666666666666
16,16,2022-10-22,Sat,Premier League,Matchweek 13,Away,L 0–1,Liverpool,Nott'ham Forest,Y,FW,90,0,0,0,0,4.0,2.0,0,0,17.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.0,5.0,7.0,71.4,0.0,17.0,0.0,0.0,0.0,/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League,0.0,1.0
17,17,2022-10-26,Wed,Champions Lg,Group stage,Away,W 3–0,eng Liverpool,nl Ajax,Y,"FW,RW",90,1,1,0,0,3.0,1.0,0,0,29.0,0.0,0.0,1.0,0.2,0.2,0.3,1.0,1.0,17.0,20.0,85.0,1.0,20.0,1.0,0.0,0.0,/en/matches/d88e832b/Ajax-Liverpool-October-26-2022-Champions-League,1.0,0.6666666666666666
18,18,2022-10-29,Sat,Premier League,Matchweek 14,Home,L 1–2,Liverpool,Leeds United,Y,FW,90,1,0,0,0,7.0,3.0,0,0,48.0,0.0,0.0,0.0,0.8,0.8,0.2,7.0,1.0,22.0,32.0,68.8,4.0,31.0,2.0,7.0,2.0,/en/matches/b5b1e744/Liverpool-Leeds-United-October-29-2022-Premier-League,0.0,0.6666666666666666
19,19,2022-11-01,Tue,Champions Lg,Group stage,Home,W 2–0,eng Liverpool,it Napoli,Y,RW,90,1,0,0,0,3.0,2.0,0,0,44.0,0.0,0.0,1.0,0.9,0.9,0.2,3.0,0.0,24.0,31.0,77.4,4.0,26.0,4.0,2.0,0.0,/en/matches/91efb39a/Liverpool-Napoli-November-1-2022-Champions-League,1.0,0.3333333333333333
20,20,2022-11-06,Sun,Premier League,Matchweek 15,Away,W 2–1,Liverpool,Tottenham,Y,FW,89,2,0,0,0,3.0,3.0,0,0,56.0,1.0,0.0,1.0,0.7,0.7,0.0,0.0,0.0,32.0,39.0,82.1,2.0,39.0,2.0,2.0,0.0,/en/matches/2954504d/Tottenham-Hotspur-Liverpool-November-6-2022-Premier-League,1.0,0.6666666666666666
21,21,2022-11-12,Sat,Premier League,Matchweek 16,Home,W 3–1,Liverpool,Southampton,Y,RW,90,0,0,0,0,4.0,2.0,0,0,37.0,1.0,0.0,1.0,0.8,0.8,0.0,5.0,2.0,14.0,25.0,56.0,2.0,29.0,2.0,4.0,2.0,/en/matches/1579d34b/Liverpool-Southampton-November-12-2022-Premier-League,1.0,0.6666666666666666
22,22,2022-11-18,Fri,Friendlies (M),Friendlies (M),Neutral,W 2–1,eg Egypt,be Belgium,Y*,FW,87,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0e00c872/Egypt-Belgium-November-18-2022-Friendlies-M,1.0,1.0
23,23,2022-12-22,Thu,EFL Cup,Fourth round,Away,L 2–3,Liverpool,Manchester City,Y,FW,90,1,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b8a0c4f1/Manchester-City-Liverpool-December-22-2022-EFL-Cup,0.0,1.0
24,24,2022-12-26,Mon,Premier League,Matchweek 17,Away,W 3–1,Liverpool,Aston Villa,Y,"RW,FW",90,1,1,0,0,3.0,2.0,0,0,41.0,0.0,0.0,0.0,0.8,0.8,0.4,7.0,1.0,23.0,30.0,76.7,1.0,22.0,3.0,2.0,0.0,/en/matches/ab7d4465/Aston-Villa-Liverpool-December-26-2022-Premier-League,1.0,0.6666666666666666
25,25,2022-12-30,Fri,Premier League,Matchweek 18,Home,W 2–1,Liverpool,Leicester City,Y,RW,90,0,0,0,0,4.0,2.0,0,0,25.0,2.0,1.0,1.0,1.0,1.0,0.1,5.0,0.0,10.0,14.0,71.4,2.0,13.0,1.0,2.0,1.0,/en/matches/c5e4ccf5/Liverpool-Leicester-City-December-30-2022-Premier-League,1.0,0.6666666666666666
26,26,2023-01-02,Mon,Premier League,Matchweek 19,Away,L 1–3,Liverpool,Brentford,Y,RW,90,0,0,0,0,1.0,0.0,0,0,44.0,0.0,0.0,0.0,0.1,0.1,0.8,4.0,0.0,27.0,38.0,71.1,4.0,34.0,2.0,2.0,1.0,/en/matches/af6aa183/Brentford-Liverpool-January-2-2023-Premier-League,0.0,0.6666666666666666
27,27,2023-01-07,Sat,FA Cup,Third round proper,Home,D 2–2,Liverpool,Wolves,Y,FW,84,1,0,0,0,2.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/5e06a7e4/Liverpool-Wolverhampton-Wanderers-January-7-2023-FA-Cup,0.5,0.6666666666666666
28,28,2023-01-14,Sat,Premier League,Matchweek 20,Away,L 0–3,Liverpool,Brighton,Y,"FW,RW",90,0,0,0,0,1.0,0.0,0,0,36.0,1.0,1.0,2.0,0.0,0.0,0.1,1.0,0.0,16.0,20.0,80.0,4.0,22.0,2.0,0.0,0.0,/en/matches/cfc2a193/Brighton-and-Hove-Albion-Liverpool-January-14-2023-Premier-League,0.0,0.5
