,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-27,Tue,EFL Cup,Second round,Away,W 2–0,West Ham,Newport County,Y*,RB,90,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9e898faf/Newport-County-West-Ham-United-August-27-2019-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-16,Mon,Premier League,Matchweek 5,Away,D 0–0,West Ham,Aston Villa,N,LB,22,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,66.7,1.0,9.0,0.0,0.0,0.0,/en/matches/b26df467/Aston-Villa-West-Ham-United-September-16-2019-Premier-League,0.5,0.5,0.4642857142857142
2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-22,Sun,Premier League,Matchweek 6,Home,W 2–0,West Ham,Manchester Utd,N,RB,11,0,0,0,0,0,0,0,0,10.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,2.0,3.0,0.0,0.0,0.0,/en/matches/fe3e2bec/West-Ham-United-Manchester-United-September-22-2019-Premier-League,1.0,0.5,0.7380952380952381
3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-25,Wed,EFL Cup,Third round,Away,L 0–4,West Ham,Oxford United,Y*,RB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/171578bd/Oxford-United-West-Ham-United-September-25-2019-EFL-Cup,0.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,2019-10-05,Sat,Premier League,Matchweek 8,Home,L 1–2,West Ham,Crystal Palace,N,LB,7,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,75.0,0.0,4.0,0.0,1.0,1.0,/en/matches/23fe51bc/West-Ham-United-Crystal-Palace-October-5-2019-Premier-League,0.0,0.5,0.5641025641025641
5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-26,Sat,Premier League,Matchweek 10,Home,D 1–1,West Ham,Sheffield Utd,Y,RB,90,0,0,0,0,0,0,0,0,83.0,2.0,3,1.0,0.0,0.0,0.1,1.0,0.0,49.0,70.0,70.0,4.0,50.0,4.0,0.0,0.0,/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League,0.5,0.3333333333333333,0.4761904761904761
6,6,6,6,6,6,6,6,6,6,6,6,6,2019-11-02,Sat,Premier League,Matchweek 11,Home,L 2–3,West Ham,Newcastle Utd,Y,RB,71,0,0,0,0,0,0,0,0,55.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,39.0,48.0,81.3,7.0,30.0,3.0,1.0,1.0,/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League,0.0,0.1666666666666666,0.3809523809523809
7,7,7,7,7,7,7,7,7,7,7,7,7,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 1–2,West Ham,Crystal Palace,Y,RB,90,0,0,0,0,0,0,1,0,50.0,7.0,5,1.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,67.7,6.0,14.0,1.0,0.0,0.0,/en/matches/048fa915/Crystal-Palace-West-Ham-United-December-26-2019-Premier-League,0.0,0.1666666666666666,0.3928571428571428
8,8,8,8,8,8,8,8,8,8,8,8,8,2020-01-05,Sun,FA Cup,Third round,Away,W 2–0,West Ham,Gillingham,N,,48,1,0,0,0,1,1,1,0,,,1,,,,,,,,,,,,,,,/en/matches/37ecbd37/Gillingham-West-Ham-United-January-5-2020-FA-Cup,1.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,2020-01-10,Fri,Premier League,Matchweek 22,Away,L 0–1,West Ham,Sheffield Utd,Y,WB,90,0,0,0,0,0,0,0,0,54.0,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,37.0,43.0,86.0,2.0,30.0,1.0,0.0,0.0,/en/matches/c5f47ccb/Sheffield-United-West-Ham-United-January-10-2020-Premier-League,0.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,2020-01-18,Sat,Premier League,Matchweek 23,Home,D 1–1,West Ham,Everton,Y,RB,90,0,0,0,0,0,0,1,0,71.0,3.0,3,0.0,0.0,0.0,0.3,2.0,0.0,39.0,54.0,72.2,5.0,24.0,1.0,1.0,0.0,/en/matches/d4898eac/West-Ham-United-Everton-January-18-2020-Premier-League,0.5,0.3333333333333333,0.5
