,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2022-10-08,Sat,PL2 — Div. 1,Matchweek 9,Home,W 5–0,Liverpool,Wolverhampton Wanderers,N,,8,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f5376062/Liverpool-U21-Wolverhampton-Wanderers-U21-October-8-2022-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,1,2022-10-22,Sat,PL2 — Div. 1,Matchweek 11,Home,W 2–1,Liverpool,Everton,Y,FW,89,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/724b29ec/Liverpool-U21-Everton-U21-October-22-2022-Premier-League-2----Division-1,1.0,0.5,0.5
2,2,2,2,2,2022-11-06,Sun,PL2 — Div. 1,Matchweek 13,Home,W 3–1,Liverpool,Fulham,Y,FW,75,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c501ebfc/Liverpool-U21-Fulham-U21-November-6-2022-Premier-League-2----Division-1,1.0,0.5,0.5
3,3,3,3,3,2022-11-09,Wed,EFL Cup,Third round,Home,D 0 (3)–0 (2),Liverpool,Derby County,N,,47,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d2166577/Liverpool-Derby-County-November-9-2022-EFL-Cup,0.5,1.0,0.5
4,4,4,4,4,2022-12-26,Mon,Premier League,Matchweek 17,Away,W 3–1,Liverpool,Aston Villa,N,RW,3,0,0,0,0,0.0,0.0,0,0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,3.0,1.0,1.0,0.0,/en/matches/ab7d4465/Aston-Villa-Liverpool-December-26-2022-Premier-League,1.0,0.8333333333333334,0.5833333333333333
5,5,5,5,5,2023-01-07,Sat,FA Cup,Third round proper,Home,D 2–2,Liverpool,Wolves,N,,6,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5e06a7e4/Liverpool-Wolverhampton-Wanderers-January-7-2023-FA-Cup,0.5,0.8333333333333334,0.5
6,6,6,6,6,2023-01-08,Sun,PL2 — Div. 1,Matchweek 14,Home,L 0–2,Liverpool,Tottenham Hotspur,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6bf2b37c/Liverpool-U21-Tottenham-Hotspur-U21-January-8-2023-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
7,7,7,7,7,2023-01-14,Sat,Premier League,Matchweek 20,Away,L 0–3,Liverpool,Brighton,N,LW,23,0,0,0,0,0.0,0.0,0,0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,81.8,1.0,13.0,0.0,3.0,0.0,/en/matches/cfc2a193/Brighton-and-Hove-Albion-Liverpool-January-14-2023-Premier-League,0.0,0.5,0.5
8,8,8,8,8,2023-01-17,Tue,FA Cup,Third round proper,Away,W 1–0,Liverpool,Wolves,N,,16,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/fb6d14cd/Wolverhampton-Wanderers-Liverpool-January-17-2023-FA-Cup,1.0,0.1666666666666666,0.5
9,9,9,9,9,2023-01-22,Sun,PL2 — Div. 1,Matchweek 16,Home,L 0–1,Liverpool,Crystal Palace,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c583c5f7/Liverpool-U21-Crystal-Palace-U21-January-22-2023-Premier-League-2----Division-1,0.0,0.3333333333333333,0.5
10,10,10,10,10,2023-02-19,Sun,PL2 — Div. 1,Matchweek 19,Home,D 0–0,Liverpool,Chelsea,Y,FW,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/536ecedd/Liverpool-U21-Chelsea-U21-February-19-2023-Premier-League-2----Division-1,0.5,0.3333333333333333,0.5
11,11,11,11,11,2023-02-25,Sat,PL2 — Div. 1,Matchweek 20,Home,W 7–1,Liverpool,Leicester City,Y,FW,78,2,2,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/13ec8691/Liverpool-U21-Leicester-City-U21-February-25-2023-Premier-League-2----Division-1,1.0,0.5,0.5
12,12,12,12,12,2023-03-06,Mon,PL2 — Div. 1,Matchweek 21,Away,W 1–0,Liverpool,Arsenal,Y,FW,71,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e85f474d/Arsenal-U21-Liverpool-U21-March-6-2023-Premier-League-2----Division-1,1.0,0.5,0.5
13,13,13,13,13,2023-03-11,Sat,PL2 — Div. 1,Matchweek 6,Away,L 1–3,Liverpool,Chelsea,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c3fecec3/Chelsea-U21-Liverpool-U21-March-11-2023-Premier-League-2----Division-1,0.0,0.8333333333333334,0.5
14,14,14,14,14,2023-04-03,Mon,PL2 — Div. 1,Matchweek 23,Home,D 2–2,Liverpool,Brighton,Y,FW,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e74b3e88/Liverpool-U21-Brighton-and-Hove-Albion-U21-April-3-2023-Premier-League-2----Division-1,0.5,0.6666666666666666,0.5
15,15,15,15,15,2023-04-16,Sun,PL2 — Div. 1,Matchweek 24,Away,D 1–1,Liverpool,Everton,Y,FW,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/ba0546d2/Everton-U21-Liverpool-U21-April-16-2023-Premier-League-2----Division-1,0.5,0.5,0.5
