,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2019-08-14,Wed,Super Cup,UEFA Super Cup,Away,D 2 (4)–2 (5),eng Chelsea,eng Liverpool,N,,36,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/4a69dd20/Liverpool-Chelsea-August-14-2019-UEFA-Super-Cup,0.5,0.5
1,1,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 2–2,Chelsea,Sheffield Utd,Y,CB,90,0,0,0,0,0,0,0,0,106.0,3.0,0,2.0,0.0,0.0,0.1,3.0,1.0,94.0,99.0,94.9,3.0,80.0,0.0,0.0,0.0,/en/matches/495db223/Chelsea-Sheffield-United-August-31-2019-Premier-League,0.5,0.5
2,2,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 5–2,Chelsea,Wolves,Y,CB,90,1,0,0,0,1,1,0,0,85.0,3.0,8,1.0,0.0,0.0,0.0,1.0,1.0,58.0,69.0,84.1,2.0,56.0,3.0,1.0,1.0,/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League,1.0,0.5
3,3,2019-09-17,Tue,Champions Lg,Group stage,Home,L 0–1,eng Chelsea,es Valencia,Y,CB,90,0,0,0,0,1,0,0,0,97.0,2.0,1,1.0,0.1,0.1,0.0,2.0,0.0,79.0,87.0,90.8,8.0,65.0,1.0,0.0,0.0,/en/matches/8c3140a0/Chelsea-Valencia-September-17-2019-Champions-League,0.0,0.6666666666666666
4,4,2019-09-22,Sun,Premier League,Matchweek 6,Home,L 1–2,Chelsea,Liverpool,Y,CB,90,0,0,0,0,1,0,1,0,66.0,5.0,1,0.0,0.1,0.1,0.0,3.0,0.0,43.0,53.0,81.1,3.0,39.0,1.0,1.0,1.0,/en/matches/02e3ae79/Chelsea-Liverpool-September-22-2019-Premier-League,0.0,0.5
5,5,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Chelsea,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,97.0,1.0,3,0.0,0.0,0.0,0.0,4.0,0.0,82.0,91.0,90.1,8.0,77.0,0.0,1.0,1.0,/en/matches/1d4b5564/Chelsea-Brighton-and-Hove-Albion-September-28-2019-Premier-League,1.0,0.3333333333333333
6,6,2019-10-02,Wed,Champions Lg,Group stage,Away,W 2–1,eng Chelsea,fr Lille,Y,CB,90,0,1,0,0,1,0,0,0,93.0,4.0,1,0.0,0.1,0.1,0.6,3.0,1.0,72.0,82.0,87.8,8.0,66.0,0.0,1.0,1.0,/en/matches/e95c1aa2/Lille-Chelsea-October-2-2019-Champions-League,1.0,0.3333333333333333
7,7,2019-10-06,Sun,Premier League,Matchweek 8,Away,W 4–1,Chelsea,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,79.0,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,53.0,68.0,77.9,2.0,52.0,1.0,1.0,0.0,/en/matches/078b24d4/Southampton-Chelsea-October-6-2019-Premier-League,1.0,0.6666666666666666
8,8,2019-10-19,Sat,Premier League,Matchweek 9,Home,W 1–0,Chelsea,Newcastle Utd,Y,CB,90,0,0,0,0,1,0,1,0,93.0,1.0,2,1.0,0.1,0.1,0.0,0.0,0.0,73.0,81.0,90.1,8.0,61.0,0.0,0.0,0.0,/en/matches/c17538b0/Chelsea-Newcastle-United-October-19-2019-Premier-League,1.0,1.0
9,9,2019-10-23,Wed,Champions Lg,Group stage,Away,W 1–0,eng Chelsea,nl Ajax,Y,CB,90,0,0,0,0,2,0,0,0,67.0,2.0,2,3.0,0.2,0.2,0.0,1.0,0.0,41.0,51.0,80.4,2.0,41.0,1.0,2.0,2.0,/en/matches/b2a13253/Ajax-Chelsea-October-23-2019-Champions-League,1.0,1.0
10,10,2019-10-26,Sat,Premier League,Matchweek 10,Away,W 4–2,Chelsea,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,88.0,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,64.0,75.0,85.3,2.0,57.0,0.0,0.0,0.0,/en/matches/082dc9ef/Burnley-Chelsea-October-26-2019-Premier-League,1.0,1.0
11,11,2019-11-02,Sat,Premier League,Matchweek 11,Away,W 2–1,Chelsea,Watford,Y,CB,90,0,0,0,0,0,0,0,0,96.0,3.0,0,2.0,0.0,0.0,0.0,2.0,0.0,76.0,84.0,90.5,0.0,66.0,0.0,0.0,0.0,/en/matches/0b8b7f66/Watford-Chelsea-November-2-2019-Premier-League,1.0,1.0
12,12,2019-11-05,Tue,Champions Lg,Group stage,Home,D 4–4,eng Chelsea,nl Ajax,Y,CB,90,0,0,0,0,0,0,1,0,54.0,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,34.0,43.0,79.1,1.0,21.0,0.0,1.0,1.0,/en/matches/d7ba36ab/Chelsea-Ajax-November-5-2019-Champions-League,0.5,1.0
13,13,2019-11-09,Sat,Premier League,Matchweek 12,Home,W 2–0,Chelsea,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,89.0,2.0,1,1.0,0.0,0.0,0.0,2.0,0.0,74.0,83.0,89.2,4.0,61.0,2.0,1.0,1.0,/en/matches/99680077/Chelsea-Crystal-Palace-November-9-2019-Premier-League,1.0,0.8333333333333334
14,14,2019-11-17,Sun,UEFA Euro Qualifying,Group stage,Away,W 4–0,eng England,xk Kosovo,N,,7,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a3a22d06/Kosovo-England-November-17-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334
15,15,2019-11-23,Sat,Premier League,Matchweek 13,Away,L 1–2,Chelsea,Manchester City,Y,CB,90,0,0,0,0,1,0,0,0,95.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,78.0,87.0,89.7,1.0,64.0,0.0,1.0,1.0,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League,0.0,0.8333333333333334
16,16,2019-11-30,Sat,Premier League,Matchweek 14,Home,L 0–1,Chelsea,West Ham,Y,CB,90,0,0,0,0,1,1,0,0,99.0,1.0,2,0.0,0.1,0.1,0.0,2.0,0.0,81.0,91.0,89.0,2.0,70.0,3.0,1.0,0.0,/en/matches/aa1ff9cd/Chelsea-West-Ham-United-November-30-2019-Premier-League,0.0,0.6666666666666666
17,17,2019-12-22,Sun,Premier League,Matchweek 18,Away,W 2–0,Chelsea,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,77.0,0.0,0,2.0,0.0,0.0,0.0,1.0,0.0,58.0,69.0,84.1,5.0,50.0,1.0,1.0,1.0,/en/matches/a1a20337/Tottenham-Hotspur-Chelsea-December-22-2019-Premier-League,1.0,0.3333333333333333
18,18,2019-12-26,Thu,Premier League,Matchweek 19,Home,L 0–2,Chelsea,Southampton,Y,CB,90,0,0,0,0,1,1,1,0,102.0,2.0,2,1.0,0.1,0.1,0.0,1.0,0.0,73.0,89.0,82.0,4.0,66.0,2.0,4.0,3.0,/en/matches/d9a73d72/Chelsea-Southampton-December-26-2019-Premier-League,0.0,0.3333333333333333
19,19,2019-12-29,Sun,Premier League,Matchweek 20,Away,W 2–1,Chelsea,Arsenal,Y,"CB,RB",58,0,0,0,0,1,0,0,0,69.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,59.0,84.7,3.0,51.0,1.0,0.0,0.0,/en/matches/850e18c6/North-West-London-Derby-Arsenal-Chelsea-December-29-2019-Premier-League,1.0,0.3333333333333333
20,20,2020-01-05,Sun,FA Cup,Third round,Home,W 2–0,Chelsea,Nott'ham Forest,Y,CB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/1984176c/Chelsea-Nottingham-Forest-January-5-2020-FA-Cup,1.0,0.6666666666666666
21,21,2020-01-25,Sat,FA Cup,Fourth round,Away,W 2–1,Chelsea,Hull City,Y,CB,90,1,0,0,0,3,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/1ae33332/Hull-City-Chelsea-January-25-2020-FA-Cup,1.0,0.6666666666666666
22,22,2020-02-29,Sat,Premier League,Matchweek 28,Away,D 2–2,Chelsea,Bournemouth,Y,CB,63,0,0,0,0,0,0,0,0,81.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,62.0,69.0,89.9,3.0,61.0,0.0,0.0,0.0,/en/matches/57d79762/Bournemouth-Chelsea-February-29-2020-Premier-League,0.5,1.0
