,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Thu,Europa Lg,Second qualifying round,Home,W 2–0,eng Wolves,nir Crusaders,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
1,Thu,Europa Lg,Second qualifying round,Away,W 4–1,eng Wolves,nir Crusaders,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
2,Thu,Europa Lg,Third qualifying round,Away,W 4–0,eng Wolves,am Pyunik,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
3,Sun,Premier League,Matchweek 1,Away,D 0–0,Wolves,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,48,2,1,3,0.0,0.0,0.0,1,0,23,30,76.7,2,15,0,2,2,Match Report
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mon,Premier League,Matchweek 2,Home,D 1–1,Wolves,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,44,4,2,2,0.0,0.0,0.0,0,0,25,31,80.6,2,17,0,0,0,Match Report
6,Thu,Europa Lg,Play-off round,Away,W 3–2,eng Wolves,it Torino,Y,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,Match Report
7,Sun,Premier League,Matchweek 3,Home,D 1–1,Wolves,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,75,4,2,0,0.0,0.0,0.1,3,0,50,62,80.6,4,36,0,0,0,Match Report
8,Thu,Europa Lg,Play-off round,Home,W 2–1,eng Wolves,it Torino,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
9,Sun,Premier League,Matchweek 4,Away,L 2–3,Wolves,Everton,Y,CB,89,0,1,0,0,0,0,2,1,49,2,2,1,0.0,0.0,0.9,3,1,25,34,73.5,3,17,0,3,3,Match Report
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
