,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2022-08-05,Fri,PL2 — Div. 1,Matchweek 1,Away,L 1–3,West Ham United,Fulham,Y,FW,75,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6f5d6155/Fulham-U21-West-Ham-United-U21-August-5-2022-Premier-League-2----Division-1,0.0,0.5,0.5
1,1,1,1,1,1,2022-08-12,Fri,PL2 — Div. 1,Matchweek 2,Home,L 2–3,West Ham United,Arsenal,N,,22,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/fc4c9ccd/West-Ham-United-U21-Arsenal-U21-August-12-2022-Premier-League-2----Division-1,0.0,0.5,0.5
2,2,2,2,2,2,2022-08-19,Fri,PL2 — Div. 1,Matchweek 3,Away,L 1–3,West Ham United,Leicester City,N,,11,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/677c0846/Leicester-City-U21-West-Ham-United-U21-August-19-2022-Premier-League-2----Division-1,0.0,0.5,0.5
3,3,3,3,3,3,2022-08-27,Sat,PL2 — Div. 1,Matchweek 4,Home,L 1–2,West Ham United,Everton,Y,FW,45,0,0,0,0,,,0,1,,,,,,,,,,,,,,,,,,/en/matches/1b719feb/West-Ham-United-U21-Everton-U21-August-27-2022-Premier-League-2----Division-1,0.0,0.0,0.5
4,4,4,4,4,4,2022-10-08,Sat,PL2 — Div. 1,Matchweek 9,Home,L 0–1,West Ham United,Chelsea,Y,RM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/541ae209/West-Ham-United-U21-Chelsea-U21-October-8-2022-Premier-League-2----Division-1,0.0,0.0,0.5
5,5,5,5,5,5,2022-10-29,Sat,PL2 — Div. 1,Matchweek 12,Home,L 0–3,West Ham United,Liverpool,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6bffef26/West-Ham-United-U21-Liverpool-U21-October-29-2022-Premier-League-2----Division-1,0.0,0.0,0.5
6,6,6,6,6,6,2022-11-03,Thu,Conf Lg,Group stage,Away,W 3–0,eng West Ham,ro FCSB,Y,FW,75,0,0,0,0,2.0,1.0,1,0,28.0,1.0,0.0,0.0,0.5,0.5,0.0,2.0,0.0,11.0,13.0,84.6,0.0,20.0,1.0,2.0,0.0,/en/matches/f7665df4/FCSB-West-Ham-United-November-3-2022-Europa-Conference-League,1.0,0.0,0.5
7,7,7,7,7,7,2022-11-07,Mon,PL2 — Div. 1,Matchweek 13,Home,W 3–1,West Ham United,Wolverhampton Wanderers,Y,FW,90,2,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5e0fdb0a/West-Ham-United-U21-Wolverhampton-Wanderers-U21-November-7-2022-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,2022-11-11,Fri,PL2 — Div. 1,Matchweek 6,Home,W 1–0,West Ham United,Tottenham Hotspur,Y,FW,78,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/79b23af8/West-Ham-United-U21-Tottenham-Hotspur-U21-November-11-2022-Premier-League-2----Division-1,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,2022-12-26,Mon,Premier League,Matchweek 17,Away,L 1–3,West Ham,Arsenal,N,FW,4,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/3be32b8b/Arsenal-West-Ham-United-December-26-2022-Premier-League,0.0,1.0,0.6190476190476192
