,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,CB,7,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,0.0,0.5,0.7083333333333334
1,1,1,1,1,1,1,1,1,1,1,1,1,2023-09-07,Thu,Euro Qualifying,Group stage,Away,L 2–4,nir Northern Ireland,si Slovenia,Y*,CB,90,1,0,0,0,1,1,0,0,,,2,,,,,,,,,,,,,,,/en/matches/977eb123/Slovenia-Northern-Ireland-September-7-2023-Euro-Qualifying,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2023-09-10,Sun,Euro Qualifying,Group stage,Away,L 0–1,nir Northern Ireland,kz Kazakhstan,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cbd7dd54/Kazakhstan-Northern-Ireland-September-10-2023-Euro-Qualifying,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-23,Sat,Premier League,Matchweek 6,Away,W 1–0,Manchester Utd,Burnley,Y,CB,88,0,1,0,0,0,0,0,0,79.0,0.0,1,0.0,0.0,0.0,0.1,1.0,1.0,59.0,67.0,88.1,3.0,40.0,0.0,0.0,0.0,/en/matches/8e26793d/Burnley-Manchester-United-September-23-2023-Premier-League,1.0,0.0,0.4270833333333333
4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-26,Tue,EFL Cup,Third round,Home,W 3–0,Manchester Utd,Crystal Palace,N,,30,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d89d2a1a/Manchester-United-Crystal-Palace-September-26-2023-EFL-Cup,1.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,2023-10-07,Sat,Premier League,Matchweek 8,Home,W 2–1,Manchester Utd,Brentford,Y,CB,90,0,0,0,0,0,0,0,0,58.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,48.0,54.0,88.9,3.0,29.0,0.0,0.0,0.0,/en/matches/5006142a/Manchester-United-Brentford-October-7-2023-Premier-League,1.0,0.6666666666666666,0.2142857142857142
6,6,6,6,6,6,6,6,6,6,6,6,6,2023-10-14,Sat,Euro Qualifying,Group stage,Home,W 3–0,nir Northern Ireland,sm San Marino,Y*,CB,62,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/df82ad14/Northern-Ireland-San-Marino-October-14-2023-Euro-Qualifying,1.0,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,2023-10-17,Tue,Euro Qualifying,Group stage,Home,L 0–1,nir Northern Ireland,si Slovenia,Y*,CB,90,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/c5877a3a/Northern-Ireland-Slovenia-October-17-2023-Euro-Qualifying,0.0,1.0,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-21,Sat,Premier League,Matchweek 9,Away,W 2–1,Manchester Utd,Sheffield Utd,Y,CB,83,0,0,0,0,0,0,1,0,66.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,47.0,56.0,83.9,3.0,45.0,1.0,0.0,0.0,/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,1.0,0.6666666666666666,0.0595238095238095
9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-29,Sun,Premier League,Matchweek 10,Home,L 0–3,Manchester Utd,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,68.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,63.0,85.7,1.0,42.0,0.0,0.0,0.0,/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,0.0,0.6666666666666666,0.8076923076923077
10,10,10,10,10,10,10,10,10,10,10,10,10,2023-11-04,Sat,Premier League,Matchweek 11,Away,W 1–0,Manchester Utd,Fulham,Y,CB,90,0,0,0,0,1,0,0,0,59.0,1.0,0,1.0,0.1,0.1,0.0,0.0,0.0,40.0,49.0,81.6,2.0,34.0,0.0,0.0,0.0,/en/matches/31273be0/Fulham-Manchester-United-November-4-2023-Premier-League,1.0,0.3333333333333333,0.4895833333333333
11,11,11,11,11,11,11,11,11,11,11,11,11,2023-11-08,Wed,Champions Lg,Group stage,Away,L 3–4,eng Manchester Utd,dk FC Copenhagen,Y,CB,15,0,0,0,0,0,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,94.1,1.0,14.0,0.0,0.0,0.0,/en/matches/4a4b95b7/FC-Copenhagen-Manchester-United-November-8-2023-Champions-League,0.0,0.6666666666666666,0.5
