,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Sat,PL2 — Div. 2,Matchweek 8,Home,W 2–0,Southampton,Aston Villa,Y,LM,68,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
1,Sun,PL2 — Div. 2,Matchweek 9,Away,L 2–3,Southampton,Newcastle United,Y,RM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mon,PL2 — Div. 2,Matchweek 11,Away,W 3–1,Southampton,Sunderland,Y,CM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
4,Fri,PL2 — Div. 2,Matchweek 12,Home,W 3–0,Southampton,Derby County,Y,RM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
5,Fri,PL2 — Div. 2,Matchweek 13,Home,W 4–1,Southampton,Newcastle United,Y,RM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
6,Fri,PL2 — Div. 2,Matchweek 14,Away,D 2–2,Southampton,Middlesbrough,Y,LM,90,0,2,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
7,Fri,PL2 — Div. 2,Matchweek 15,Home,D 2–2,Southampton,Sunderland,Y*,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
8,Mon,PL2 — Div. 2,Matchweek 16,Away,W 2–1,Southampton,West Bromwich Albion,Y,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
9,Fri,PL2 — Div. 2,Matchweek 17,Home,L 1–2,Southampton,Leeds United,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
10,Wed,FA Cup,Fifth round proper,Home,L 1–2,Southampton,Grimsby Town,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Fri,PL2 — Div. 2,Matchweek 19,Away,W 2–1,Southampton,Aston Villa,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
12,Fri,PL2 — Div. 2,Matchweek 5,Away,W 3–1,Southampton,Derby County,Y*,FW,90,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
13,Fri,PL2 — Div. 2,Matchweek 21,Home,W 2–0,Southampton,Stoke City,Y*,RM,75,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
14,Sun,PL2 — Div. 2,Matchweek 22,Away,W 5–2,Southampton,Norwich City,Y*,FW,90,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
15,Sun,Premier League,Matchweek 37,Away,L 1–3,Southampton,Brighton,N,DM,7,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,4,0,1,0,Match Report
16,Sun,Premier League,Matchweek 38,Home,D 4–4,Southampton,Liverpool,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,9-2-3,,,13/14,,"1,095",7,6,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,4,0,1,0,
