,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-05,Sat,UEFA Nations League,League A,Away,W 2–0,be Belgium,dk Denmark,Y,CM,86,0,1,0,0,1.0,1.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1289c134/Denmark-Belgium-September-5-2020-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-13,Sun,Premier League,Matchweek 1,Away,W 3–0,Leicester City,West Brom,Y,CM,90,0,0,0,0,1.0,1.0,0,0,99.0,1.0,3.0,1.0,0.1,0.1,0.0,3.0,1.0,73.0,92.0,79.3,9.0,64.0,2.0,3.0,3.0,/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-20,Sun,Premier League,Matchweek 2,Home,W 4–2,Leicester City,Burnley,Y,CM,90,0,0,0,0,1.0,1.0,0,0,103.0,1.0,2.0,0.0,0.0,0.0,0.1,4.0,1.0,77.0,98.0,78.6,10.0,43.0,0.0,0.0,0.0,/en/matches/465b25a8/Leicester-City-Burnley-September-20-2020-Premier-League,1.0,0.5,0.4871794871794871
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-27,Sun,Premier League,Matchweek 3,Away,W 5–2,Leicester City,Manchester City,Y,CM,90,1,0,1,1,0.0,0.0,1,0,41.0,2.0,3.0,1.0,0.8,0.0,0.0,2.0,2.0,26.0,33.0,78.8,3.0,21.0,0.0,2.0,2.0,/en/matches/31c2a061/Manchester-City-Leicester-City-September-27-2020-Premier-League,1.0,1.0,0.7307692307692307
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-04,Sun,Premier League,Matchweek 4,Home,L 0–3,Leicester City,West Ham,Y,"CM,DM",90,0,0,0,0,0.0,0.0,0,0,126.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,116.0,78.4,11.0,75.0,2.0,0.0,0.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,0.0,1.0,0.4230769230769231
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-11,Sun,UEFA Nations League,League A,Away,L 1–2,be Belgium,eng England,Y,DM,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0abc208e/England-Belgium-October-11-2020-UEFA-Nations-League,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-14,Wed,UEFA Nations League,League A,Away,W 2–1,be Belgium,is Iceland,Y,CM,90,0,0,0,0,2.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/2e919b6a/Iceland-Belgium-October-14-2020-UEFA-Nations-League,1.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-18,Sun,Premier League,Matchweek 5,Home,L 0–1,Leicester City,Aston Villa,Y,CM,90,0,0,0,0,2.0,2.0,1,0,64.0,2.0,3.0,0.0,0.1,0.1,0.0,1.0,0.0,39.0,55.0,70.9,11.0,33.0,1.0,2.0,1.0,/en/matches/7751d8c1/Leicester-City-Aston-Villa-October-18-2020-Premier-League,0.0,0.3333333333333333,0.8749999999999999
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-22,Thu,Europa Lg,Group stage,Home,W 3–0,eng Leicester City,ua Zorya Luhansk,Y,DM,70,0,0,0,0,0.0,0.0,1,0,54.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,40.0,46.0,87.0,6.0,24.0,1.0,4.0,2.0,/en/matches/85eb7f2a/Leicester-City-Zorya-Luhansk-October-22-2020-Europa-League,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-10-25,Sun,Premier League,Matchweek 6,Away,W 1–0,Leicester City,Arsenal,Y,CM,90,0,0,0,0,0.0,0.0,1,0,76.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,54.0,62.0,87.1,4.0,41.0,0.0,0.0,0.0,/en/matches/bcd3a9b4/Arsenal-Leicester-City-October-25-2020-Premier-League,1.0,0.6666666666666666,0.5357142857142857
