,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03,Sat,Copa América,Quarter-finals,Neutral,D 0 (2)–0 (4),uy Uruguay,co Colombia,Y,FW,90,0,0,0,0,1.0,1.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,32.0,81.3,4.0,29.0,0.0,0.0,0.0,/en/matches/0b8ca785/Uruguay-Colombia-July-3-2021-Copa-America,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-29,Sun,Premier League,Matchweek 3,Away,W 1–0,Manchester Utd,Wolves,N,FW,38,0,0,0,0,0.0,0.0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.0,4.0,0.0,0.0,0.0,/en/matches/871109e6/Wolverhampton-Wanderers-Manchester-United-August-29-2021-Premier-League,1.0,0.5,0.4166666666666666
2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-25,Sat,Premier League,Matchweek 6,Home,L 0–1,Manchester Utd,Aston Villa,N,FW,9,0,0,0,0,1.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,/en/matches/7c21232e/Manchester-United-Aston-Villa-September-25-2021-Premier-League,0.0,0.5,0.6153846153846154
3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-29,Wed,Champions Lg,Group stage,Home,W 2–1,eng Manchester Utd,es Villarreal,N,FW,16,0,0,0,0,1.0,0.0,0,0,10.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,7.0,7.0,100.0,1.0,3.0,0.0,1.0,0.0,/en/matches/8ad62c4a/Manchester-United-Villarreal-September-29-2021-Champions-League,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,2021-10-02,Sat,Premier League,Matchweek 7,Home,D 1–1,Manchester Utd,Everton,Y,FW,56,0,0,0,0,1.0,1.0,0,0,29.0,0.0,0.0,2.0,0.1,0.1,0.0,1.0,0.0,17.0,22.0,77.3,0.0,9.0,0.0,0.0,0.0,/en/matches/2129c7e9/Manchester-United-Everton-October-2-2021-Premier-League,0.5,0.6666666666666666,0.5641025641025641
5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-07,Thu,WCQ,WCQ — CONMEBOL (M),Home,D 0–0,uy Uruguay,co Colombia,N,,45,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b22cd290/Uruguay-Colombia-October-7-2021-WCQ----CONMEBOL-M,0.5,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-10,Sun,WCQ,WCQ — CONMEBOL (M),Away,L 0–3,uy Uruguay,ar Argentina,N,,45,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/60d07fdd/Argentina-Uruguay-October-10-2021-WCQ----CONMEBOL-M,0.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-14,Thu,WCQ,WCQ — CONMEBOL (M),Away,L 1–4,uy Uruguay,br Brazil,Y,FW,90,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/48f7c36a/Brazil-Uruguay-October-14-2021-WCQ----CONMEBOL-M,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-20,Wed,Champions Lg,Group stage,Home,W 3–2,eng Manchester Utd,it Atalanta,N,FW,25,0,0,0,0,0.0,0.0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,6.0,10.0,60.0,0.0,3.0,0.0,0.0,0.0,/en/matches/35f45718/Manchester-United-Atalanta-October-20-2021-Champions-League,1.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-24,Sun,Premier League,Matchweek 9,Home,L 0–5,Manchester Utd,Liverpool,N,"FW,CM",29,0,0,0,0,1.0,0.0,0,0,9.0,0.0,2.0,0.0,0.4,0.4,0.0,0.0,0.0,5.0,6.0,83.3,0.0,2.0,0.0,0.0,0.0,/en/matches/b886bec4/North-West-Derby-Manchester-United-Liverpool-October-24-2021-Premier-League,0.0,0.3333333333333333,0.8452380952380952
