,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-18,Sun,Premier League,Matchweek 5,Away,D 1–1,Fulham,Sheffield Utd,Y,CB,90,0,0,0,0,2,0,0,0,61.0,1.0,1,1.0,0.1,0.1,0.0,0.0,0.0,53.0,56.0,94.6,0.0,43.0,0.0,0.0,0.0,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,0.5,0.5,0.2619047619047618
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-10-24,Sat,Premier League,Matchweek 6,Home,L 1–2,Fulham,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,82.0,1.0,0,1.0,0.0,0.0,0.0,3.0,1.0,70.0,78.0,89.7,5.0,62.0,0.0,0.0,0.0,/en/matches/8d896969/Fulham-Crystal-Palace-October-24-2020-Premier-League,0.0,0.5,0.3452380952380952
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-11-02,Mon,Premier League,Matchweek 7,Home,W 2–0,Fulham,West Brom,Y,CB,90,0,0,0,0,0,0,0,0,38.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,1.0,19.0,1.0,1.0,1.0,/en/matches/f2b91282/Fulham-West-Bromwich-Albion-November-2-2020-Premier-League,1.0,0.5,0.4047619047619047
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-11-07,Sat,Premier League,Matchweek 8,Away,L 0–1,Fulham,West Ham,Y,CB,90,0,0,0,0,1,0,0,0,54.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,46.0,82.6,1.0,34.0,0.0,0.0,0.0,/en/matches/f075fddc/West-Ham-United-Fulham-November-7-2020-Premier-League,0.0,0.5,0.3452380952380952
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-11-22,Sun,Premier League,Matchweek 9,Home,L 2–3,Fulham,Everton,Y,CB,90,0,0,0,0,0,0,0,0,69.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54.0,58.0,93.1,6.0,20.0,0.0,0.0,0.0,/en/matches/13524225/Fulham-Everton-November-22-2020-Premier-League,0.0,0.3333333333333333,0.3076923076923077
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-30,Mon,Premier League,Matchweek 10,Away,W 2–1,Fulham,Leicester City,Y,CB,90,0,0,0,0,0,0,1,0,35.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,61.1,1.0,7.0,0.0,0.0,0.0,/en/matches/ae493b10/Leicester-City-Fulham-November-30-2020-Premier-League,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-12-05,Sat,Premier League,Matchweek 11,Away,L 0–2,Fulham,Manchester City,Y,CB,90,0,0,0,0,1,0,0,0,45.0,1.0,3,0.0,0.1,0.1,0.0,0.0,0.0,26.0,29.0,89.7,1.0,25.0,0.0,0.0,0.0,/en/matches/887dfef6/Manchester-City-Fulham-December-5-2020-Premier-League,0.0,0.3333333333333333,0.7424242424242423
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-13,Sun,Premier League,Matchweek 12,Home,D 1–1,Fulham,Liverpool,Y,CB,90,0,0,0,0,1,0,0,0,34.0,1.0,2,1.0,0.1,0.1,0.0,2.0,0.0,11.0,18.0,61.1,2.0,7.0,0.0,0.0,0.0,/en/matches/5abb0bd1/Fulham-Liverpool-December-13-2020-Premier-League,0.5,0.3333333333333333,0.7261904761904763
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-16,Wed,Premier League,Matchweek 13,Home,D 0–0,Fulham,Brighton,Y,CB,90,0,0,0,0,2,0,0,0,63.0,3.0,2,0.0,0.1,0.1,0.0,0.0,0.0,43.0,53.0,81.1,1.0,31.0,0.0,1.0,1.0,/en/matches/eb73d532/Fulham-Brighton-and-Hove-Albion-December-16-2020-Premier-League,0.5,0.5,0.3095238095238094
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-19,Sat,Premier League,Matchweek 14,Away,D 1–1,Fulham,Newcastle Utd,Y,CB,90,0,0,0,0,1,0,0,0,82.0,1.0,4,1.0,0.1,0.1,0.0,2.0,0.0,64.0,69.0,92.8,2.0,46.0,0.0,0.0,0.0,/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League,0.5,0.3333333333333333,0.619047619047619
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-12-26,Sat,Premier League,Matchweek 15,Home,D 0–0,Fulham,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,34.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,82.1,0.0,14.0,0.0,0.0,0.0,/en/matches/cf86c208/Fulham-Southampton-December-26-2020-Premier-League,0.5,0.5,0.5128205128205128
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-01-13,Wed,Premier League,Matchweek 16,Away,D 1–1,Fulham,Tottenham,Y,CB,90,0,0,0,0,1,0,0,0,77.0,3.0,0,1.0,0.1,0.1,0.0,0.0,0.0,52.0,61.0,85.2,2.0,44.0,0.0,0.0,0.0,/en/matches/fcad17a1/Tottenham-Hotspur-Fulham-January-13-2021-Premier-League,0.5,0.5,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-01-16,Sat,Premier League,Matchweek 19,Home,L 0–1,Fulham,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,53.0,3.0,3,2.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,77.8,3.0,21.0,0.0,0.0,0.0,/en/matches/714c642d/Fulham-Chelsea-January-16-2021-Premier-League,0.0,0.5,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-01-20,Wed,Premier League,Matchweek 18,Home,L 1–2,Fulham,Manchester Utd,Y,CB,90,0,0,0,0,1,1,0,0,74.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,56.0,65.0,86.2,0.0,50.0,1.0,2.0,2.0,/en/matches/2a3855db/Fulham-Manchester-United-January-20-2021-Premier-League,0.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-01-24,Sun,FA Cup,Fourth round proper,Home,L 0–3,Fulham,Burnley,Y,CB,81,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/05c9adfe/Fulham-Burnley-January-24-2021-FA-Cup,0.0,0.1666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-01-27,Wed,Premier League,Matchweek 20,Away,D 0–0,Fulham,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,64.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,38.0,52.0,73.1,2.0,34.0,0.0,0.0,0.0,/en/matches/ea5464bd/Brighton-and-Hove-Albion-Fulham-January-27-2021-Premier-League,0.5,0.0,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-01-30,Sat,Premier League,Matchweek 21,Away,D 2–2,Fulham,West Brom,Y,CB,90,0,0,0,0,0,0,0,0,85.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,55.0,78.0,70.5,2.0,29.0,1.0,1.0,1.0,/en/matches/d1517c30/West-Bromwich-Albion-Fulham-January-30-2021-Premier-League,0.5,0.1666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-02-03,Wed,Premier League,Matchweek 22,Home,L 0–2,Fulham,Leicester City,Y,CB,90,0,0,0,0,1,1,0,0,106.0,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,88.0,93.0,94.6,8.0,72.0,0.0,0.0,0.0,/en/matches/bd0673ed/Fulham-Leicester-City-February-3-2021-Premier-League,0.0,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-02-06,Sat,Premier League,Matchweek 23,Home,D 0–0,Fulham,West Ham,Y,CB,90,0,0,0,0,1,0,0,0,85.0,0.0,2,0.0,0.1,0.1,0.0,0.0,0.0,67.0,76.0,88.2,6.0,62.0,0.0,1.0,1.0,/en/matches/d18e21ab/Fulham-West-Ham-United-February-6-2021-Premier-League,0.5,0.3333333333333333,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-02-14,Sun,Premier League,Matchweek 24,Away,W 2–0,Fulham,Everton,Y,CB,90,0,0,0,0,0,0,0,0,71.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,55.0,64.0,85.9,3.0,41.0,1.0,0.0,0.0,/en/matches/46f84386/Everton-Fulham-February-14-2021-Premier-League,1.0,0.3333333333333333,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-02-17,Wed,Premier League,Matchweek 17,Away,D 1–1,Fulham,Burnley,Y,CB,90,0,0,0,0,1,1,0,0,70.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,88.3,0.0,39.0,0.0,1.0,1.0,/en/matches/6285d050/Burnley-Fulham-February-17-2021-Premier-League,0.5,0.5,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-02-20,Sat,Premier League,Matchweek 25,Home,W 1–0,Fulham,Sheffield Utd,Y,CB,90,0,0,0,0,0,0,0,0,86.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,68.0,83.0,81.9,1.0,62.0,0.0,0.0,0.0,/en/matches/b1892d66/Fulham-Sheffield-United-February-20-2021-Premier-League,1.0,0.6666666666666666,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-02-28,Sun,Premier League,Matchweek 26,Away,D 0–0,Fulham,Crystal Palace,Y,CB,90,0,0,0,0,2,1,0,0,88.0,1.0,0,0.0,0.1,0.1,0.1,2.0,0.0,71.0,78.0,91.0,6.0,64.0,0.0,2.0,2.0,/en/matches/2d530fe3/Crystal-Palace-Fulham-February-28-2021-Premier-League,0.5,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-03-04,Thu,Premier League,Matchweek 33,Home,L 0–1,Fulham,Tottenham,Y,CB,90,0,0,0,0,1,1,0,0,110.0,4.0,3,0.0,0.1,0.1,0.0,1.0,0.0,83.0,96.0,86.5,5.0,73.0,0.0,0.0,0.0,/en/matches/44b3d20c/Fulham-Tottenham-Hotspur-March-4-2021-Premier-League,0.0,0.6666666666666666,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2021-03-07,Sun,Premier League,Matchweek 27,Away,W 1–0,Fulham,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,75.0,1.0,1,1.0,0.0,0.0,0.1,2.0,0.0,47.0,53.0,88.7,0.0,39.0,0.0,0.0,0.0,/en/matches/5826a836/Liverpool-Fulham-March-7-2021-Premier-League,1.0,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-03-13,Sat,Premier League,Matchweek 28,Home,L 0–3,Fulham,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,60.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46.0,57.0,80.7,0.0,37.0,0.0,0.0,0.0,/en/matches/279b0eb5/Fulham-Manchester-City-March-13-2021-Premier-League,0.0,0.5,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-03-19,Fri,Premier League,Matchweek 29,Home,L 1–2,Fulham,Leeds United,Y,CB,90,0,0,0,0,0,0,0,0,58.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,42.0,83.3,1.0,27.0,0.0,2.0,1.0,/en/matches/05e3dd18/Fulham-Leeds-United-March-19-2021-Premier-League,0.0,0.3333333333333333,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2021-04-04,Sun,Premier League,Matchweek 30,Away,L 1–3,Fulham,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,64.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,55.0,85.5,1.0,42.0,0.0,1.0,1.0,/en/matches/a2d96ab5/Aston-Villa-Fulham-April-4-2021-Premier-League,0.0,0.3333333333333333,0.5
