,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2020-09-17,Thu,EFL Cup,Second round,Away,D 1 (4)–1 (5),Sheffield Utd,Burnley,Y,LM,90,0,1,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/77dbe1b0/Burnley-Sheffield-United-September-17-2020-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2020-10-18,Sun,Premier League,Matchweek 5,Home,D 1–1,Sheffield Utd,Fulham,Y,WB,18,0,0,0,0,0,0,0,0,6.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,1.0,0.0,0.0,0.0,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,0.5,0.5,0.3472222222222222
2,2,2,2,2,2,2,2,2,2,2,2,2020-10-31,Sat,Premier League,Matchweek 7,Home,L 0–1,Sheffield Utd,Manchester City,Y,LB,80,0,0,0,0,0,0,0,0,34.0,5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,74.1,3.0,16.0,2.0,0.0,0.0,/en/matches/9aadc93d/Sheffield-United-Manchester-City-October-31-2020-Premier-League,0.0,0.5,0.7948717948717949
3,3,3,3,3,3,3,3,3,3,3,3,2020-11-07,Sat,Premier League,Matchweek 8,Away,L 1–4,Sheffield Utd,Chelsea,Y,WB,90,0,0,0,0,1,1,0,0,36.0,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,17.0,25.0,68.0,2.0,10.0,0.0,1.0,0.0,/en/matches/089916ee/Chelsea-Sheffield-United-November-7-2020-Premier-League,0.0,0.3333333333333333,0.9615384615384616
4,4,4,4,4,4,4,4,4,4,4,4,2020-11-22,Sun,Premier League,Matchweek 9,Home,L 0–1,Sheffield Utd,West Ham,Y,"WB,LB",90,0,0,0,0,0,0,0,0,62.0,7.0,1,2.0,0.0,0.0,0.0,0.0,0.0,30.0,46.0,65.2,3.0,22.0,2.0,2.0,1.0,/en/matches/8ed7d991/Sheffield-United-West-Ham-United-November-22-2020-Premier-League,0.0,0.1666666666666666,0.6025641025641025
5,5,5,5,5,5,5,5,5,5,5,5,2020-11-28,Sat,Premier League,Matchweek 10,Away,L 0–1,Sheffield Utd,West Brom,Y,"WB,LB",90,0,0,0,0,1,0,0,0,55.0,2.0,1,0.0,0.1,0.1,0.0,2.0,0.0,31.0,46.0,67.4,2.0,28.0,1.0,1.0,1.0,/en/matches/bd68404c/West-Bromwich-Albion-Sheffield-United-November-28-2020-Premier-League,0.0,0.0,0.0833333333333333
6,6,6,6,6,6,6,6,6,6,6,6,2020-12-06,Sun,Premier League,Matchweek 11,Home,L 1–2,Sheffield Utd,Leicester City,Y,LB,45,0,0,0,0,0,0,1,0,20.0,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,50.0,0.0,8.0,3.0,2.0,1.0,/en/matches/c1c08638/Sheffield-United-Leicester-City-December-6-2020-Premier-League,0.0,0.0,0.2619047619047618
7,7,7,7,7,7,7,7,7,7,7,7,2021-01-09,Sat,FA Cup,Third round proper,Away,W 3–2,Sheffield Utd,Bristol Rovers,N,,5,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/981a94db/Bristol-Rovers-Sheffield-United-January-9-2021-FA-Cup,1.0,0.0,0.5
8,8,8,8,8,8,8,8,8,8,8,8,2021-02-02,Tue,Premier League,Matchweek 22,Home,W 2–1,Sheffield Utd,West Brom,N,WB,47,0,0,0,0,0,0,0,0,37.0,2.0,0,0.0,0.0,0.0,0.1,4.0,0.0,21.0,29.0,72.4,2.0,24.0,2.0,3.0,2.0,/en/matches/2d3d863d/Sheffield-United-West-Bromwich-Albion-February-2-2021-Premier-League,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2021-02-07,Sun,Premier League,Matchweek 23,Home,L 1–2,Sheffield Utd,Chelsea,Y,"WB,LB",90,0,0,0,0,0,0,0,0,41.0,3.0,1,4.0,0.0,0.0,0.0,1.0,0.0,20.0,32.0,62.5,1.0,11.0,0.0,2.0,2.0,/en/matches/d3467620/Sheffield-United-Chelsea-February-7-2021-Premier-League,0.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,10,2021-02-10,Wed,FA Cup,Fifth round proper,Home,W 1–0,Sheffield Utd,Bristol City,Y,DM,90,0,0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/5b0b0614/Sheffield-United-Bristol-City-February-10-2021-FA-Cup,1.0,0.6666666666666666,0.5
